Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
700mSIPHEX2_9-scaffold_102_c1_3	QXI64338.1|GT28	99.4	361	2	0	1	361	1	361	2.01e-243	668
700mSIPHEX2_9-scaffold_102_c1_57	BAE47471.1|GT4	100	415	0	0	1	415	1	415	0.0	862
700mSIPHEX2_9-scaffold_102_c1_85	QXI64425.1|GT2	98.7	608	8	0	1	608	1	608	0.0	1152
700mSIPHEX2_9-scaffold_1075_c1_1	AZY95436.1|GT4	98.5	389	6	0	1	389	1	389	5.03e-265	736
700mSIPHEX2_9-scaffold_108_c1_13	AHC21644.2|GH1	47.1	469	247	1	7	475	8	475	2.38e-150	446
700mSIPHEX2_9-scaffold_108_c1_37	QXI63623.1|GT4	98.3	349	6	0	1	349	1	349	1.53e-241	662
700mSIPHEX2_9-scaffold_108_c1_88	QXI63674.1|CE4	99.4	468	3	0	1	468	1	468	0.0	956
700mSIPHEX2_9-scaffold_1101_c3_1	AZY95675.1|GH13_16	99.7	662	2	0	1	662	1	662	0.0	1375
700mSIPHEX2_9-scaffold_1101_c3_2	AZY95806.1|GH13_3	95.2	686	33	0	1	686	56	741	0.0	1340
700mSIPHEX2_9-scaffold_1221_c1_7	QXI65614.1|GH2	98.8	413	5	0	1	413	31	443	2.15e-315	856
700mSIPHEX2_9-scaffold_125_c1_63	AWZ17133.1|GH13_30	35.4	1054	589	21	1	992	436	1459	9.51e-165	533
700mSIPHEX2_9-scaffold_144_c1_49	QYU66396.1|GH13_23	61.0	454	173	4	5	455	4	456	1.02e-179	526
700mSIPHEX2_9-scaffold_144_c1_55	AGL63871.2|GT2	43.2	514	232	9	352	854	518	982	2.14e-113	375
700mSIPHEX2_9-scaffold_144_c1_6	UQZ82377.1|CBM50	47.4	662	334	9	3	658	4	657	6.43e-217	627
700mSIPHEX2_9-scaffold_144_c1_71	AMJ20771.1|GH13_26	42.0	874	455	13	3	844	5	858	3.04e-228	669
700mSIPHEX2_9-scaffold_144_c1_76	AZY92401.1|GH23	100	194	0	0	1	194	1	194	7.10e-140	392
700mSIPHEX2_9-scaffold_1480_c1_2	QXI65689.1|GT2	98.8	331	4	0	1	331	1	331	2.01e-237	650
700mSIPHEX2_9-scaffold_1526_c1_5	UAJ15154.1|GH67	53.1	392	175	4	6	396	2	385	2.09e-129	403
700mSIPHEX2_9-scaffold_153_c1_27	QKX55086.1|GH55	38.3	600	327	13	5	572	798	1386	8.31e-124	402
700mSIPHEX2_9-scaffold_153_c1_63	AZY93138.1|GH3	98.8	325	4	0	1	325	1	325	2.08e-236	647
700mSIPHEX2_9-scaffold_16_c1_197	AZY94584.1|GT2	96.5	716	25	0	1	716	1	716	0.0	1377
700mSIPHEX2_9-scaffold_16_c1_212	ALR08738.2|GT83	38.9	592	340	10	5	585	2	582	2.44e-128	394
700mSIPHEX2_9-scaffold_16_c1_214	QXI63182.1|GH25	100	268	0	0	1	268	1	268	7.64e-208	570
700mSIPHEX2_9-scaffold_16_c1_216	AZY94600.1|GT8	98.6	282	4	0	1	282	1	282	8.26e-210	577
700mSIPHEX2_9-scaffold_16_c1_343	CAD7245033.1|GT58	75.6	480	105	3	4	474	1053	1529	2.02e-227	685
700mSIPHEX2_9-scaffold_16_c1_349	AGL63717.2|GT4	43.6	628	292	9	180	750	107	729	8.90e-163	494
700mSIPHEX2_9-scaffold_1741_c1_3	AZY95693.1|GH15	99.2	599	5	0	1	599	1	599	0.0	1219
700mSIPHEX2_9-scaffold_19_c2_130	AGN91810.2|GT4	39.1	481	267	5	3	469	1	469	2.33e-111	342
700mSIPHEX2_9-scaffold_19_c2_134	QXI64147.1|GT51	99.6	847	3	0	1	847	1	847	0.0	1686
700mSIPHEX2_9-scaffold_19_c2_188	CAA2140597.1|GH108	54.5	299	129	4	16	312	27	320	6.10e-107	331
700mSIPHEX2_9-scaffold_19_c2_202	AUH63140.1|GH0	67.9	1254	399	3	39	1291	39	1289	0.0	1737
700mSIPHEX2_9-scaffold_19_c2_207	QKV20388.1|CBM50	65.1	524	174	4	10	532	13	528	5.99e-228	646
700mSIPHEX2_9-scaffold_19_c2_214	CAE6201330.1|GH1	55.3	638	270	7	20	645	577	1211	3.37e-240	704
700mSIPHEX2_9-scaffold_19_c2_249	QYU68416.1|GT2	73.1	309	83	0	7	315	414	722	8.06e-148	440
700mSIPHEX2_9-scaffold_19_c2_254	CAE6201330.1|GH1	37.2	639	366	14	3	617	582	1209	8.08e-126	405
700mSIPHEX2_9-scaffold_19_c2_335	ALR08391.2|GT4	49.0	353	164	3	1	337	1	353	1.69e-106	320
700mSIPHEX2_9-scaffold_19_c2_338	CCO12112.2|GH13_31	62.7	424	153	3	1	419	1	424	2.54e-187	532
700mSIPHEX2_9-scaffold_19_c2_39	QAR28259.1|GH19	61.2	263	89	4	1	258	1	255	2.59e-106	313
700mSIPHEX2_9-scaffold_19_c2_73	AZY93695.1|GH23	100	206	0	0	1	206	1	206	2.86e-145	407
700mSIPHEX2_9-scaffold_19_c2_74	QXI64206.1|GH23	99.4	173	1	0	1	173	1	173	5.34e-127	358
700mSIPHEX2_9-scaffold_19_c2_79	CAD7280782.1|GT2	45.4	798	377	13	179	939	390	1165	4.89e-214	679
700mSIPHEX2_9-scaffold_19_c2_81	QKX60855.1|GT22	64.3	286	99	2	5	289	577	860	4.33e-113	351
700mSIPHEX2_9-scaffold_19_c2_82	CAD7280782.1|GT2	55.0	358	148	3	21	377	1794	2139	3.97e-113	369
700mSIPHEX2_9-scaffold_19_c2_84	AZL15609.1|GH0	68.5	308	97	0	3	310	4	311	3.81e-150	429
700mSIPHEX2_9-scaffold_19_c3_14	QXI63927.1|GT19	99.7	384	1	0	1	384	1	384	1.45e-275	751
700mSIPHEX2_9-scaffold_1902_c1_2	AZY95486.1|GT26	99.2	251	2	0	1	251	1	251	1.82e-173	482
700mSIPHEX2_9-scaffold_199_c1_53	CAN65674.1|GH28	43.6	555	285	7	66	617	101	630	2.11e-146	461
700mSIPHEX2_9-scaffold_199_c1_7	QXI64329.1|CE11	99.4	311	2	0	1	311	1	311	1.05e-222	612
700mSIPHEX2_9-scaffold_2100_c1_1	QXI65569.1|CBM48|GH13_11	100	473	0	0	1	473	1	473	0.0	999
700mSIPHEX2_9-scaffold_2100_c1_3	QXI65567.1|GH13_26	97.6	467	11	0	1	467	281	747	0.0	892
700mSIPHEX2_9-scaffold_224_c1_18	AVD70564.1|GT4	52.1	606	282	3	6	605	414	1017	7.69e-195	580
700mSIPHEX2_9-scaffold_224_c1_19	QXI63511.1|GT4	97.9	386	8	0	1	386	1	386	2.36e-266	728
700mSIPHEX2_9-scaffold_224_c1_20	AZY94404.1|GT4	99.0	410	4	0	1	410	1	410	2.15e-297	809
700mSIPHEX2_9-scaffold_224_c1_21	AZY94403.1|GT1	99.5	417	2	0	1	417	1	417	8.52e-303	823
700mSIPHEX2_9-scaffold_240_c1_7	CAB3230510.1|AA3_2	49.2	535	263	3	15	540	27	561	5.27e-181	526
700mSIPHEX2_9-scaffold_240_c1_8	CUS04494.2|GH39	58.9	795	287	7	2	762	471	1259	1.39e-306	880
700mSIPHEX2_9-scaffold_240_c2_13	UKZ91289.1|AA0	53.2	754	316	7	14	734	1	750	3.99e-275	780
700mSIPHEX2_9-scaffold_240_c2_2	CUS04494.2|GH39	55.2	330	138	3	17	343	15	337	5.99e-108	347
700mSIPHEX2_9-scaffold_240_c2_35	CAE6204650.1|GH28	51.0	598	285	4	7	597	747	1343	9.48e-198	596
700mSIPHEX2_9-scaffold_263_c1_11	QXI62509.1|GT14	100	567	0	0	1	567	1	567	0.0	1152
700mSIPHEX2_9-scaffold_263_c1_12	AZY92483.1|GT0	99.7	339	1	0	15	353	1	339	1.18e-264	721
700mSIPHEX2_9-scaffold_263_c1_13	QXI62507.1|GT0	97.9	340	7	0	1	340	1	340	7.48e-258	703
700mSIPHEX2_9-scaffold_2714_c1_4	AZY95820.1|GT25	99.3	283	2	0	1	283	13	295	7.41e-205	565
700mSIPHEX2_9-scaffold_2939_c1_2	CUS03126.2|CBM50	45.7	411	194	8	19	403	7	414	7.22e-107	326
700mSIPHEX2_9-scaffold_2959_c1_3	CAI32746.2|GT4	53.8	390	174	1	6	389	3	392	3.34e-140	409
700mSIPHEX2_9-scaffold_2979_c1_1	QXI65708.1|GT4	98.1	265	5	0	1	265	408	672	5.42e-177	508
700mSIPHEX2_9-scaffold_2979_c1_2	QXI65707.1|GT0	97.2	386	11	0	1	386	1	386	2.09e-285	776
700mSIPHEX2_9-scaffold_2979_c1_3	QXI65706.1|GT2	97.8	322	7	0	1	322	1	322	1.60e-243	665
700mSIPHEX2_9-scaffold_4_c1_10	AZY93110.1|GT14	100	525	0	0	1	525	1	525	0.0	1050
700mSIPHEX2_9-scaffold_4_c1_148	AGL64345.2|GT2	46.3	585	303	4	276	851	273	855	4.33e-157	486
700mSIPHEX2_9-scaffold_4_c1_175	CDM22846.1|GT51	49.8	418	203	4	4	418	895	1308	4.47e-119	381
700mSIPHEX2_9-scaffold_4_c1_188	QXI64972.1|GT51	99.9	759	1	0	1	759	1	759	0.0	1462
700mSIPHEX2_9-scaffold_4_c1_210	AZY92938.1|GH16	94.7	609	32	0	1	609	1	609	0.0	904
700mSIPHEX2_9-scaffold_4_c1_231	QOF98722.1|GT87	52.8	549	252	4	9	551	12	559	3.02e-198	570
700mSIPHEX2_9-scaffold_4_c1_257	AZY95110.1|GH23	99.0	310	3	0	2	311	1	310	6.12e-224	615
700mSIPHEX2_9-scaffold_4_c1_258	ALR09732.2|GH92	40.4	545	298	10	212	744	200	729	2.47e-108	351
700mSIPHEX2_9-scaffold_4_c1_294	QXI65082.1|GT0	94.6	540	25	1	1	540	1	536	0.0	1072
