HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT1.hmm	382	5mSIPHEX1_2-scaffold_125_c1_31	431	2.3e-40	46	380	59	424	0.8743455497382199
GH2.hmm	752	5mSIPHEX1_2-scaffold_19_c1_46	1062	4.1e-201	26	751	62	922	0.964095744680851
CE2.hmm	209	5mSIPHEX1_2-scaffold_19_c1_49	528	1.7e-16	1	209	155	353	0.9952153110047847
CE1.hmm	227	5mSIPHEX1_2-scaffold_19_c3_33	737	2.7e-17	8	218	499	722	0.9251101321585903
GH23.hmm	135	5mSIPHEX1_2-scaffold_19_c4_125	199	3.7e-22	13	121	87	183	0.8
GT51.hmm	177	5mSIPHEX1_2-scaffold_22_c2_123	778	6.1e-50	12	176	67	230	0.9265536723163842
CE2.hmm	209	5mSIPHEX1_2-scaffold_22_c2_61	674	6e-17	1	196	145	316	0.9330143540669856
GT2.hmm	170	5mSIPHEX1_2-scaffold_22_c2_88	243	3.3e-17	2	115	5	116	0.6647058823529411
GT19.hmm	354	5mSIPHEX1_2-scaffold_235_c1_37	374	1.9e-120	1	348	5	354	0.980225988700565
GT30.hmm	177	5mSIPHEX1_2-scaffold_34_c1_123	420	2.5e-69	2	176	34	212	0.9830508474576272
CE4.hmm	130	5mSIPHEX1_2-scaffold_34_c1_174	356	1.5e-25	8	125	75	207	0.9
GH73.hmm	128	5mSIPHEX1_2-scaffold_34_c1_175	283	1.2e-21	11	128	153	280	0.9140625
AA3_2.hmm	568	5mSIPHEX1_2-scaffold_34_c1_225	534	1.3e-168	2	567	5	532	0.9947183098591549
GT51.hmm	177	5mSIPHEX1_2-scaffold_34_c1_58	823	2.7e-63	2	176	58	232	0.9830508474576272
CE9.hmm	373	5mSIPHEX1_2-scaffold_34_c1_96	377	2.2e-109	5	373	9	369	0.9865951742627346
GH20.hmm	337	5mSIPHEX1_2-scaffold_34_c1_99	882	2e-90	10	336	325	760	0.9673590504451038
GH2.hmm	752	5mSIPHEX1_2-scaffold_35_c2_106	1054	1e-207	23	749	62	924	0.9654255319148937
GH31.hmm	427	5mSIPHEX1_2-scaffold_35_c2_186	748	1.7e-73	5	427	298	746	0.9882903981264637
GH3.hmm	216	5mSIPHEX1_2-scaffold_35_c2_20	555	5e-57	10	216	79	314	0.9537037037037037
GH13_38.hmm	375	5mSIPHEX1_2-scaffold_35_c2_64	633	3e-172	1	374	73	468	0.9946666666666667
GH31.hmm	427	5mSIPHEX1_2-scaffold_35_c2_65	800	5.1e-126	3	426	225	663	0.990632318501171
GH13_23.hmm	344	5mSIPHEX1_2-scaffold_35_c2_67	544	1.1e-153	1	343	31	382	0.9941860465116279
GH13_32.hmm	269	5mSIPHEX1_2-scaffold_35_c2_68	457	1e-71	1	266	59	317	0.9851301115241635
CE1.hmm	227	5mSIPHEX1_2-scaffold_35_c2_7	284	1.8e-51	1	224	24	277	0.9823788546255506
AA6.hmm	195	5mSIPHEX1_2-scaffold_35_c2_83	201	4e-63	2	194	6	194	0.9846153846153847
CE4.hmm	130	5mSIPHEX1_2-scaffold_39_c2_116	252	8e-34	9	120	61	175	0.8538461538461538
GH23.hmm	135	5mSIPHEX1_2-scaffold_39_c2_60	533	3.3e-25	7	129	121	261	0.9037037037037037
GH103.hmm	295	5mSIPHEX1_2-scaffold_40_c1_99	329	8.4e-98	10	293	35	318	0.9593220338983051
GH13_18.hmm	343	5mSIPHEX1_2-scaffold_621_c1_1	585	8.7e-135	2	343	96	436	0.9941690962099126
GT81.hmm	293	5mSIPHEX1_2-scaffold_621_c1_2	418	5.2e-70	88	275	116	322	0.6382252559726962
GH13_20.hmm	300	5mSIPHEX1_2-scaffold_65_c2_125	659	2.5e-97	1	300	137	518	0.9966666666666667
GT4.hmm	160	5mSIPHEX1_2-scaffold_65_c2_4	351	7e-19	9	150	189	323	0.88125
GT4.hmm	160	5mSIPHEX1_2-scaffold_65_c2_45	439	2.5e-37	19	159	267	405	0.875
GT25.hmm	181	5mSIPHEX1_2-scaffold_65_c2_5	267	5e-30	3	170	6	165	0.9226519337016574
AA4.hmm	522	5mSIPHEX1_2-scaffold_65_c2_87	465	2.4e-26	18	256	8	237	0.4559386973180077
GT28.hmm	157	5mSIPHEX1_2-scaffold_86_c1_10	357	1.8e-51	2	157	184	344	0.9872611464968153
CE11.hmm	271	5mSIPHEX1_2-scaffold_86_c1_16	305	2.5e-111	1	270	4	275	0.992619926199262
GH23.hmm	135	5mSIPHEX1_2-scaffold_86_c1_28	486	3.1e-21	12	122	313	462	0.8148148148148148
