Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
5mSIPHEX1_2-scaffold_122_c1_8	AGL63717.2|GT4	45.8	683	293	10	160	837	107	717	1.29e-181	545
5mSIPHEX1_2-scaffold_122_c2_13	ALR08391.2|GT4	54.8	343	145	1	1	333	1	343	3.75e-126	373
5mSIPHEX1_2-scaffold_122_c2_57	CAD7226128.1|GH38	38.1	711	369	14	11	677	1345	2028	1.49e-135	446
5mSIPHEX1_2-scaffold_122_c2_60	CCO12868.2|GH1	44.4	1422	527	12	14	1385	4	1211	0.0	1147
5mSIPHEX1_2-scaffold_123_c1_61	CAD7245033.1|GT58	65.9	472	144	5	2	457	1053	1523	5.57e-195	598
5mSIPHEX1_2-scaffold_123_c1_90	ARU28374.1|CBM50	50.2	323	151	3	23	338	25	344	6.77e-109	326
5mSIPHEX1_2-scaffold_125_c1_31	QEX24842.1|GT1	62.0	424	159	2	5	427	113	535	4.81e-196	558
5mSIPHEX1_2-scaffold_125_c1_44	CBA03971.1|GT30	60.8	380	147	2	5	383	4	382	3.03e-161	485
5mSIPHEX1_2-scaffold_169_c1_4	AIY26234.1|CBM5	48.1	441	225	2	41	477	30	470	7.03e-132	400
5mSIPHEX1_2-scaffold_169_c2_26	AGL63871.2|GT2	43.9	499	233	7	284	779	528	982	4.82e-113	372
5mSIPHEX1_2-scaffold_169_c2_31	AGL63717.2|GT4	41.1	632	308	9	173	747	107	731	9.00e-154	470
5mSIPHEX1_2-scaffold_19_c1_19	QWA11134.1|GT2	56.5	345	148	1	5	349	290	632	3.76e-132	396
5mSIPHEX1_2-scaffold_19_c1_20	QAY63367.1|GT2	59.6	282	113	1	1	282	316	596	1.25e-113	345
5mSIPHEX1_2-scaffold_19_c1_30	AGN91810.2|GT4	52.7	471	215	3	4	466	2	472	1.65e-168	488
5mSIPHEX1_2-scaffold_19_c1_46	UMB52577.1|GH2	40.2	1064	590	14	14	1053	11	1052	2.59e-276	807
5mSIPHEX1_2-scaffold_19_c1_49	QDP00217.1|CE2	43.7	519	239	16	28	518	22	515	2.57e-123	382
5mSIPHEX1_2-scaffold_19_c1_51	AHC21644.2|GH1	47.9	518	265	3	3	519	8	521	1.45e-168	492
5mSIPHEX1_2-scaffold_19_c3_56	QYU68416.1|GT2	61.4	308	119	0	7	314	419	726	1.21e-120	370
5mSIPHEX1_2-scaffold_19_c3_67	QYO62262.1|GH13	67.2	348	113	1	1	348	1	347	4.48e-150	442
5mSIPHEX1_2-scaffold_19_c4_126	AGL64353.2|CBM50|GH25	44.8	571	302	7	1	568	1	561	9.05e-162	478
5mSIPHEX1_2-scaffold_19_c4_127	ALR08738.2|GT83	53.8	591	254	8	1	581	1	582	6.38e-210	602
5mSIPHEX1_2-scaffold_19_c4_71	CAE6204650.1|GH28	50.7	598	287	4	10	600	747	1343	3.23e-192	582
5mSIPHEX1_2-scaffold_22_c1_113	AVM55139.1|GH65	38.6	682	402	9	46	719	682	1354	1.06e-147	470
5mSIPHEX1_2-scaffold_22_c1_138	UHD17259.1|CBM50	35.9	803	460	16	33	782	157	957	4.06e-156	484
5mSIPHEX1_2-scaffold_22_c1_20	QEI14075.1|CBM50	52.3	373	171	3	138	510	83	448	2.16e-124	376
5mSIPHEX1_2-scaffold_22_c1_53	BCD99140.1|GT1	53.2	348	158	1	1	348	1	343	1.72e-126	372
5mSIPHEX1_2-scaffold_22_c2_123	AYF89875.1|GT51	44.4	789	415	12	1	776	1	778	3.32e-196	581
5mSIPHEX1_2-scaffold_22_c2_36	QCE13289.1|CE8	48.3	410	182	5	6	391	409	812	3.89e-115	371
5mSIPHEX1_2-scaffold_22_c2_61	QDP00217.1|CE2	56.2	680	279	8	11	672	13	691	9.79e-267	754
5mSIPHEX1_2-scaffold_22_c2_86	AZV30663.1|GT2	57.8	514	201	5	15	512	871	1384	7.28e-175	534
5mSIPHEX1_2-scaffold_235_c1_30	CCO12112.2|GH13_31	60.7	433	160	5	1	428	1	428	9.90e-167	480
5mSIPHEX1_2-scaffold_235_c1_35	AWZ17133.1|GH13_30	35.2	1101	647	17	5	1061	406	1484	1.19e-192	609
5mSIPHEX1_2-scaffold_235_c1_37	ARN74999.1|GT19	53.4	380	167	3	4	373	5	384	9.00e-129	379
5mSIPHEX1_2-scaffold_34_c1_121	CAE6201330.1|GH1	53.7	631	277	6	23	639	581	1210	1.91e-237	696
5mSIPHEX1_2-scaffold_34_c1_123	ARB44529.1|GT30	52.3	407	193	1	3	408	2	408	2.29e-140	412
5mSIPHEX1_2-scaffold_34_c1_134	QRW27311.1|AA5_1	48.6	319	162	1	9	325	40	358	6.39e-103	334
5mSIPHEX1_2-scaffold_34_c1_17	CDM22846.1|GT51	55.4	399	173	3	15	410	911	1307	1.73e-133	419
5mSIPHEX1_2-scaffold_34_c1_208	AMJ20543.1|GH13_11	54.2	404	184	1	15	418	7	409	1.83e-149	435
5mSIPHEX1_2-scaffold_34_c1_225	QWC20507.1|AA3_2	45.0	531	278	8	1	527	1	521	7.29e-140	419
5mSIPHEX1_2-scaffold_34_c1_57	CAD7251071.1|GT51	65.4	350	120	1	4	353	215	563	9.33e-149	456
5mSIPHEX1_2-scaffold_34_c1_58	ABD81952.1|GT51	49.5	825	378	8	6	798	7	824	4.83e-274	784
5mSIPHEX1_2-scaffold_34_c1_79	UGV29658.1|CBM50	51.8	448	190	6	8	430	14	460	6.35e-134	398
5mSIPHEX1_2-scaffold_34_c1_87	CAN80640.1|GT47	44.8	420	219	5	7	419	944	1357	7.62e-107	349
5mSIPHEX1_2-scaffold_34_c1_96	ATC94335.1|CE9	59.2	375	149	4	1	372	1	374	2.96e-142	413
5mSIPHEX1_2-scaffold_34_c1_99	USD70315.1|GH20	50.2	881	429	7	1	874	1	878	1.36e-316	896
5mSIPHEX1_2-scaffold_35_c2_105	CUS02883.2|GH3	54.5	345	152	2	8	348	2	345	2.75e-130	381
5mSIPHEX1_2-scaffold_35_c2_106	AGH44019.1|GH2	56.3	1025	437	8	31	1048	27	1047	0.0	1189
5mSIPHEX1_2-scaffold_35_c2_186	ABG05503.1|GH31	42.7	562	311	5	188	743	163	719	2.44e-154	471
5mSIPHEX1_2-scaffold_35_c2_191	URO00451.1|GT51	73.6	235	59	3	2	233	3	237	5.31e-126	361
5mSIPHEX1_2-scaffold_35_c2_192	CAD7280782.1|GT2	62.3	775	263	3	145	890	384	1158	0.0	979
5mSIPHEX1_2-scaffold_35_c2_193	CAD7280782.1|GT2	63.2	353	106	5	43	381	1178	1520	1.00e-122	397
5mSIPHEX1_2-scaffold_35_c2_194	CAD7280782.1|GT2	55.4	372	155	4	67	431	1426	1793	7.19e-110	363
5mSIPHEX1_2-scaffold_35_c2_195	CAD7280782.1|GT2	64.2	346	121	2	21	365	1794	2137	5.85e-131	420
5mSIPHEX1_2-scaffold_35_c2_196	QKX60855.1|GT22	61.8	283	105	2	5	284	577	859	6.44e-106	332
5mSIPHEX1_2-scaffold_35_c2_20	AZN34920.1|GH3	38.7	597	313	15	2	553	9	597	8.67e-114	355
5mSIPHEX1_2-scaffold_35_c2_211	CAE6179499.1|GH152	37.1	706	347	17	2	624	71	762	9.45e-125	399
5mSIPHEX1_2-scaffold_35_c2_235	AKG15280.2|GH103	62.9	507	185	3	1	505	1	506	1.11e-223	630
5mSIPHEX1_2-scaffold_35_c2_64	APE01980.1|GH13_38	60.8	625	216	7	8	615	14	626	7.47e-272	763
5mSIPHEX1_2-scaffold_35_c2_65	ADN75308.1|GH31	49.6	748	369	5	23	769	22	762	1.87e-268	767
5mSIPHEX1_2-scaffold_35_c2_67	QFT56520.1|GH13_23	63.7	545	191	5	1	541	1	542	1.11e-265	740
5mSIPHEX1_2-scaffold_35_c2_8	CAG7895893.1|GT1	46.7	377	195	4	1	375	28	400	1.65e-108	343
5mSIPHEX1_2-scaffold_35_c2_89	QOF98253.1|GT2	59.4	419	170	0	10	428	6	424	2.25e-186	530
5mSIPHEX1_2-scaffold_39_c1_9	CCO09729.2|GH1	43.8	418	226	6	313	723	12	427	6.03e-104	330
5mSIPHEX1_2-scaffold_39_c2_158	AMX01498.1|CE6	71.0	283	82	0	29	311	24	306	5.42e-152	433
5mSIPHEX1_2-scaffold_39_c2_4	CAE6110940.1|CE8	44.4	536	275	11	27	553	266	787	1.26e-137	432
5mSIPHEX1_2-scaffold_39_c2_60	UDL07176.1|CBM50|GH23	51.6	473	216	3	72	532	106	577	1.04e-172	504
5mSIPHEX1_2-scaffold_40_c1_122	AMJ20771.1|GH13_26	61.6	868	273	5	3	818	1	860	0.0	1076
5mSIPHEX1_2-scaffold_40_c1_127	CUS04494.2|GH39	58.5	1242	471	10	10	1208	18	1257	0.0	1354
5mSIPHEX1_2-scaffold_40_c1_181	AGL64700.2|GH23	51.1	354	171	2	7	359	6	358	2.88e-118	351
5mSIPHEX1_2-scaffold_40_c1_195	CAG7911095.1|GH5_11	40.6	940	480	20	11	921	589	1479	5.07e-227	688
5mSIPHEX1_2-scaffold_40_c1_211	QMW16239.1|GT4	50.4	407	198	4	2	407	3	406	1.44e-127	379
5mSIPHEX1_2-scaffold_40_c1_24	QYU66396.1|GH13_23	51.0	461	215	7	1	455	1	456	3.26e-133	407
5mSIPHEX1_2-scaffold_40_c1_48	AGL64345.2|GT2	46.5	585	300	5	260	833	273	855	4.35e-166	508
5mSIPHEX1_2-scaffold_40_c1_52	CAD7252417.1|GH13	40.9	577	327	8	131	696	345	918	1.15e-118	394
5mSIPHEX1_2-scaffold_40_c1_97	CAD7221988.1|GH103	45.2	609	329	3	3	607	9	616	1.93e-166	513
5mSIPHEX1_2-scaffold_40_c1_98	CAD7221988.1|GH103	51.0	347	168	2	22	368	631	975	6.16e-103	335
5mSIPHEX1_2-scaffold_405_c1_13	CAN65674.1|GH28	45.2	589	291	7	30	605	60	629	9.00e-162	501
5mSIPHEX1_2-scaffold_405_c1_24	QOF98722.1|GT87	56.2	555	229	7	3	550	12	559	3.47e-224	635
5mSIPHEX1_2-scaffold_621_c1_1	AEE23046.1|GH13_18	61.0	577	223	1	8	582	11	587	2.95e-254	714
5mSIPHEX1_2-scaffold_621_c1_2	AFJ01578.1|GT81	73.9	406	106	0	1	406	1	406	3.86e-223	621
5mSIPHEX1_2-scaffold_65_c2_125	SNR16418.1|GH13_20	49.7	602	299	3	49	650	44	641	6.79e-234	668
5mSIPHEX1_2-scaffold_65_c2_43	QHJ86831.1|GH0	56.5	324	140	1	13	336	15	337	4.09e-137	399
5mSIPHEX1_2-scaffold_65_c2_45	AMX02330.1|GT4	58.6	408	168	1	26	433	17	423	1.04e-166	481
5mSIPHEX1_2-scaffold_65_c2_97	ALR09732.2|GH92	43.5	711	366	6	4	691	34	731	3.15e-181	538
5mSIPHEX1_2-scaffold_86_c1_10	QHQ39831.1|GT28	54.2	347	155	3	8	351	12	357	2.17e-109	328
5mSIPHEX1_2-scaffold_86_c1_16	ACR12897.1|CE11	69.3	296	91	0	1	296	1	296	5.70e-145	414
5mSIPHEX1_2-scaffold_86_c1_49	AKG15649.2|GT51	35.0	844	478	12	4	786	23	856	8.32e-153	472
5mSIPHEX1_2-scaffold_86_c1_63	CCO12102.2|GH13_31	49.6	341	167	3	8	343	4	344	2.53e-106	320
5mSIPHEX1_2-scaffold_86_c1_92	CAD7252683.1|GH23	37.3	655	351	15	23	624	450	1097	5.18e-112	376
