HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE9.hmm	373	700mSIPHEX1_8-scaffold_101_c1_98	388	6.6e-102	6	366	13	378	0.9651474530831099
CE1.hmm	227	700mSIPHEX1_8-scaffold_110_c1_51	311	3.6e-21	10	143	62	244	0.5859030837004405
GT2.hmm	170	700mSIPHEX1_8-scaffold_132_c1_52	230	4.9e-16	1	113	6	111	0.6588235294117647
GT51.hmm	177	700mSIPHEX1_8-scaffold_135_c1_52	716	1.7e-46	16	176	97	257	0.903954802259887
GH3.hmm	216	700mSIPHEX1_8-scaffold_147_c2_21	336	1.6e-35	6	215	55	276	0.9675925925925926
GT4.hmm	160	700mSIPHEX1_8-scaffold_149_c1_1	1296	2.6e-21	7	155	455	601	0.925
GT2.hmm	170	700mSIPHEX1_8-scaffold_149_c1_1	1296	6.1e-21	1	109	640	748	0.6352941176470588
GT4.hmm	160	700mSIPHEX1_8-scaffold_149_c1_1	1296	2e-21	12	150	1114	1253	0.8625
GT2.hmm	170	700mSIPHEX1_8-scaffold_149_c1_12	345	3.1e-19	2	97	27	124	0.5588235294117647
GT4.hmm	160	700mSIPHEX1_8-scaffold_149_c1_16	415	1.5e-19	8	156	213	374	0.925
GH24.hmm	137	700mSIPHEX1_8-scaffold_1501_c1_6	242	6.2e-47	5	137	101	229	0.9635036496350365
GH24.hmm	137	700mSIPHEX1_8-scaffold_157_c1_66	242	6.2e-47	4	136	100	228	0.9635036496350365
AA3_2.hmm	568	700mSIPHEX1_8-scaffold_23_c1_149	530	2.1e-156	2	567	2	525	0.9947183098591549
GH25.hmm	177	700mSIPHEX1_8-scaffold_23_c1_205	272	2.7e-52	1	177	70	248	0.9943502824858758
GH103.hmm	295	700mSIPHEX1_8-scaffold_23_c1_27	390	1.1e-91	1	294	25	317	0.9932203389830508
GT41.hmm	705	700mSIPHEX1_8-scaffold_23_c1_85	742	1.9e-130	117	525	181	708	0.5787234042553191
GT51.hmm	177	700mSIPHEX1_8-scaffold_26_c1_144	247	6.3e-51	10	171	71	227	0.9096045197740112
GT14.hmm	250	700mSIPHEX1_8-scaffold_26_c1_163	568	2.1e-46	4	240	7	248	0.944
