Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
700mSIPHEX1_8-scaffold_101_c1_98	-	CE9(13-378)	CE9_e55	CE9	N	3
700mSIPHEX1_8-scaffold_110_c1_51	-	CE1(62-244)	-	-	Y(1-45)	1
700mSIPHEX1_8-scaffold_132_c1_52	-	GT2(6-111)	GT2	GT2	N	3
700mSIPHEX1_8-scaffold_135_c1_52	-	GT51(97-257)	GT51_e71	GT51	N	3
700mSIPHEX1_8-scaffold_147_c2_21	-	GH3(55-276)	GH3_e228	GH3	N	3
700mSIPHEX1_8-scaffold_149_c1_1	-|-|-	GT4(455-601)+GT2(640-748)+GT4(1114-1253)	GT4_e2767+GT2+GT4_e2767	GT2+GT4	N	3
700mSIPHEX1_8-scaffold_149_c1_12	-	GT2(27-124)	GT2	GT2	N	3
700mSIPHEX1_8-scaffold_149_c1_16	-	GT4(213-374)	GT4_e711	GT4	N	3
700mSIPHEX1_8-scaffold_1501_c1_6	-	GH24(101-229)	GH24_e197	GH24	N	3
700mSIPHEX1_8-scaffold_157_c1_66	-	GH24(100-228)	GH24_e197	-	N	2
700mSIPHEX1_8-scaffold_23_c1_149	-	AA3_2(2-525)	AA3_e57	AA3	N	3
700mSIPHEX1_8-scaffold_23_c1_205	-	GH25(70-248)	GH25_e187	GH25	Y(1-30)	3
700mSIPHEX1_8-scaffold_23_c1_27	-	GH103(25-317)	GH103_e30	GH103	Y(1-20)	3
700mSIPHEX1_8-scaffold_23_c1_85	-	GT41(181-708)	GT41_e8	GT41	N	3
700mSIPHEX1_8-scaffold_26_c1_144	-	GT51(71-227)	GT51_e37	GT51	N	3
700mSIPHEX1_8-scaffold_26_c1_163	-	GT14(7-248)	GT14_e83	GT14	N	3
700mSIPHEX1_8-scaffold_26_c1_164	-	GT2(49-145)	GT2	GT0	N	3
700mSIPHEX1_8-scaffold_26_c1_165	-	GT2(60-147)	GT2	GT0	N	3
700mSIPHEX1_8-scaffold_26_c1_242	-	GH102(117-251)	GH102_e29	GH102	Y(1-27)	3
700mSIPHEX1_8-scaffold_26_c1_274	-	AA3_2(2-532)	AA3_e57	AA3_2	N	3
700mSIPHEX1_8-scaffold_26_c1_343	-	GT30(9-174)	GT30_e45	GT30	N	3
700mSIPHEX1_8-scaffold_26_c1_46	-	GT25(4-177)	GT25_e67	GT25	N	3
700mSIPHEX1_8-scaffold_26_c1_52	-	GT11(1-280)	GT11_e1	GT11	N	3
700mSIPHEX1_8-scaffold_324_c1_8	-	AA3_2(13-538)	AA3_e57	AA3_2	N	3
700mSIPHEX1_8-scaffold_38_c1_29	-	GH13_18(94-434)	GH13_e237	GH13_18	N	3
700mSIPHEX1_8-scaffold_38_c1_30	-	GT81(111-318)	GT81_e1	GT81	N	3
700mSIPHEX1_8-scaffold_38_c2_113	-	GT2(19-116)	-	-	N	1
700mSIPHEX1_8-scaffold_38_c2_13	-	GT28(186-348)	GT28_e3	GT28	N	3
700mSIPHEX1_8-scaffold_38_c2_147	-	GT2(10-111)	-	GT0	N	2
700mSIPHEX1_8-scaffold_38_c2_149	-	GT2(458-557)	GT92_e3	GT0	N	3
700mSIPHEX1_8-scaffold_38_c2_151	-	GT2(10-108)	GT92_e3	GT0	N	3
700mSIPHEX1_8-scaffold_38_c2_187	-	GH109(2-186)	-	-	N	1
700mSIPHEX1_8-scaffold_38_c2_23	-	CE11(37-309)	CE11_e5	CE11	N	3
700mSIPHEX1_8-scaffold_38_c2_68	-	GT4(164-315)	GT4_e3257	GT4	N	3
700mSIPHEX1_8-scaffold_38_c2_69	-	GT30(45-225)	GT30_e43	GT30	N	3
700mSIPHEX1_8-scaffold_412_c1_14	-	GH103(34-235)	GH103_e15	GH103	Y(1-25)	3
700mSIPHEX1_8-scaffold_48_c1_133	-	GH23(491-620)	GH23_e847	GH23	Y(1-21)	3
700mSIPHEX1_8-scaffold_48_c1_150	-	AA2(86-189)	AA2_e1	AA0	N	3
700mSIPHEX1_8-scaffold_48_c1_41	-	GH24(125-253)	GH24_e197	GH24	N	3
700mSIPHEX1_8-scaffold_48_c1_71	-	AA7(52-235)	-	-	N	1
700mSIPHEX1_8-scaffold_48_c1_86	-	GT14(24-266)	GT14_e60	GT14	N	3
700mSIPHEX1_8-scaffold_48_c1_97	2.4.1.129:1	GT51(149-337)	GT51_e144	GT51	N	3
700mSIPHEX1_8-scaffold_51_c1_50	-	GT4(224-365)	GT4_e3096	GT4	N	3
700mSIPHEX1_8-scaffold_51_c1_51	-	GT2(24-129)	GT2	GT2	N	3
700mSIPHEX1_8-scaffold_51_c1_59	-	GT26(57-229)	GT26_e144	GT26	N	3
700mSIPHEX1_8-scaffold_51_c1_60	-	GT2(13-133)	GT2	GT2	N	3
700mSIPHEX1_8-scaffold_51_c2_29	-	GH23(155-267)	GH23_e757	-	Y(1-28)	2
700mSIPHEX1_8-scaffold_51_c2_75	-	GT2(306-533)	GT2	GT2	N	3
700mSIPHEX1_8-scaffold_566_c1_7	-	GT2(4-176)	GT2	GT2	N	3
700mSIPHEX1_8-scaffold_62_c1_193	-	GT19(5-358)	GT19_e34	GT19	N	3
700mSIPHEX1_8-scaffold_69_c1_134	-	CE4(15-160)	CE4_e221	CE4	N	3
700mSIPHEX1_8-scaffold_69_c1_15	-	CE1(21-272)	-	-	N	1
700mSIPHEX1_8-scaffold_78_c1_144	-	GT2(4-112)	GT2	GT2	N	3
700mSIPHEX1_8-scaffold_78_c1_96	-	GT4(232-383)	GT4_e800	GT4	N	3
700mSIPHEX1_8-scaffold_78_c1_97	-	GT4(207-332)	GT4_e164	GT4	N	3
700mSIPHEX1_8-scaffold_78_c1_99	-	GT1(3-374)	GT1_e139	GT1	Y(1-20)	3
700mSIPHEX1_8-scaffold_79_c1_121	-	AA3_2(3-529)	AA3_e57	AA3_2	N	3
700mSIPHEX1_8-scaffold_79_c1_3	-	GH24(100-229)	GH24_e197	GH24	N	3
700mSIPHEX1_8-scaffold_79_c1_34	-	GT51(60-235)	GT51_e77	GT51	N	3
700mSIPHEX1_8-scaffold_815_c1_2	-	GH23(100-199)	GH23_e673	-	Y(1-30)	2
700mSIPHEX1_8-scaffold_82_c1_107	-	GT4(242-384)	GT4_e1969	GT4	N	3
700mSIPHEX1_8-scaffold_82_c1_97	-	AA4(14-242)	AA4_e1	-	N	2
700mSIPHEX1_8-scaffold_84_c1_11	2.4.99.-:2|2.4.99.-:2	GT107(47-328)+GT107(308-676)	GT107_e0+GT107_e0	GT107	N	3
700mSIPHEX1_8-scaffold_964_c1_1	-	GH24(100-229)	GH24_e197	GH24	N	3
700mSIPHEX1_8-scaffold_110_c1_50	-	-	GT2	GT2	N	2
700mSIPHEX1_8-scaffold_26_c1_370	-	-	GH23_e571	GH23	Y(1-20)	2
700mSIPHEX1_8-scaffold_294_c1_5	-	-	GT4_e3724	-	N	1
700mSIPHEX1_8-scaffold_38_c2_128	-|-	-	CBM50_e1000+CBM50_e405	CBM50	Y(1-36)	2
700mSIPHEX1_8-scaffold_51_c1_56	-	-	GT2	GT2	N	2
700mSIPHEX1_8-scaffold_51_c1_67	3.5.1.41:1	-	CE4_e177	CE4	N	2
700mSIPHEX1_8-scaffold_78_c1_95	-	-	GT1_e452	GT1	N	2
700mSIPHEX1_8-scaffold_149_c1_8	-	-	GT2	GT2	N	2
700mSIPHEX1_8-scaffold_157_c1_58	-	-	GH23_e800	-	Y(1-48)	1
700mSIPHEX1_8-scaffold_283_c1_18	-	-	CBM50_e489	-	N	1
700mSIPHEX1_8-scaffold_566_c1_4	-	-	GT2	-	N	1
700mSIPHEX1_8-scaffold_566_c1_6	-	-	GT2	GT2	N	2
700mSIPHEX1_8-scaffold_82_c1_134	-	-	GH104_e12	GH0	Y(1-25)	2
700mSIPHEX1_8-scaffold_101_c1_65	-	-	-	GH103	N	1
700mSIPHEX1_8-scaffold_110_c1_62	-	-	-	CBM50	Y(1-23)	1
700mSIPHEX1_8-scaffold_132_c1_34	-	-	-	GH28	N	1
700mSIPHEX1_8-scaffold_147_c1_19	-	-	-	GH23	N	1
700mSIPHEX1_8-scaffold_147_c1_29	-	-	-	GH13_31	N	1
700mSIPHEX1_8-scaffold_149_c1_18	-	-	-	GT2	N	1
700mSIPHEX1_8-scaffold_149_c1_20	-	-	-	GT2	N	1
700mSIPHEX1_8-scaffold_157_c1_24	-	-	-	GH0	N	1
700mSIPHEX1_8-scaffold_157_c1_59	-	-	-	CBM50	N	1
700mSIPHEX1_8-scaffold_187_c1_17	-	-	-	GH5_11	N	1
700mSIPHEX1_8-scaffold_187_c1_45	-	-	-	GH28	N	1
700mSIPHEX1_8-scaffold_189_c1_39	-	-	-	GH13_30	N	1
700mSIPHEX1_8-scaffold_23_c1_102	-	-	-	GH38	N	1
700mSIPHEX1_8-scaffold_23_c1_169	-	-	-	CBM50	N	1
700mSIPHEX1_8-scaffold_23_c1_178	-	-	-	GH23	N	1
700mSIPHEX1_8-scaffold_23_c1_277	-	-	-	GT87	N	1
700mSIPHEX1_8-scaffold_23_c1_296	-	-	-	GT51	N	1
700mSIPHEX1_8-scaffold_23_c1_310	-	-	-	GT2	N	1
700mSIPHEX1_8-scaffold_23_c1_312	-	-	-	GT22	N	1
