HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH103.hmm	295	700mSIPHEX1_3-scaffold_109_c1_41	330	9.6e-97	8	294	24	311	0.9694915254237289
CE11.hmm	271	700mSIPHEX1_3-scaffold_109_c1_76	305	2.2e-115	1	270	4	275	0.992619926199262
GT28.hmm	157	700mSIPHEX1_3-scaffold_109_c1_82	362	5.2e-51	2	157	187	347	0.9872611464968153
GT51.hmm	177	700mSIPHEX1_3-scaffold_129_c2_9	829	2e-68	2	176	59	233	0.9830508474576272
GH84.hmm	295	700mSIPHEX1_3-scaffold_12_c1_169	358	9.5e-85	2	291	8	302	0.9796610169491525
AA1.hmm	358	700mSIPHEX1_3-scaffold_12_c1_361	622	3.3e-64	7	357	71	614	0.9776536312849162
AA7.hmm	458	700mSIPHEX1_3-scaffold_12_c1_380	491	1.1e-21	15	191	47	230	0.38427947598253276
GH103.hmm	295	700mSIPHEX1_3-scaffold_12_c1_42	423	3.8e-113	1	295	43	336	0.9966101694915255
GT4.hmm	160	700mSIPHEX1_3-scaffold_12_c1_489	739	4.4e-39	8	159	554	705	0.94375
AA3.hmm	618	700mSIPHEX1_3-scaffold_12_c1_67	531	8.4e-53	84	401	25	528	0.5129449838187702
AA6.hmm	195	700mSIPHEX1_3-scaffold_134_c1_20	201	3.9e-68	2	195	8	198	0.9897435897435898
GH23.hmm	135	700mSIPHEX1_3-scaffold_199_c1_30	506	1.4e-23	15	122	302	448	0.7925925925925926
GT2.hmm	170	700mSIPHEX1_3-scaffold_199_c1_4	248	2.2e-18	1	127	19	134	0.7411764705882353
GT90.hmm	250	700mSIPHEX1_3-scaffold_24_c1_146	335	2.4e-21	59	244	151	317	0.74
GT81.hmm	293	700mSIPHEX1_3-scaffold_24_c1_377	407	1.8e-68	16	273	30	320	0.8771331058020477
GH13_18.hmm	343	700mSIPHEX1_3-scaffold_24_c1_378	577	2.8e-143	2	343	87	428	0.9941690962099126
GT4.hmm	160	700mSIPHEX1_3-scaffold_24_c1_43	424	3.4e-30	6	156	233	377	0.9375
GT51.hmm	177	700mSIPHEX1_3-scaffold_284_c1_20	789	1.8e-55	9	176	182	353	0.943502824858757
AA6.hmm	195	700mSIPHEX1_3-scaffold_31_c1_130	218	1.8e-58	1	192	5	199	0.9794871794871794
PL5.hmm	317	700mSIPHEX1_3-scaffold_31_c1_256	395	2.1e-92	3	304	39	341	0.9495268138801262
GT2.hmm	230	700mSIPHEX1_3-scaffold_31_c1_265	495	2.6e-53	1	230	87	343	0.9956521739130435
GT25.hmm	181	700mSIPHEX1_3-scaffold_328_c1_11	263	2.1e-23	3	170	7	176	0.9226519337016574
GT2.hmm	170	700mSIPHEX1_3-scaffold_328_c1_13	298	4.5e-31	1	121	5	121	0.7058823529411765
