Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
5mSIPHEX1_19-scaffold_104_c1_15	CCU70752.1|GT51	99.6	821	3	0	1	821	1	821	0.0	1502
5mSIPHEX1_19-scaffold_104_c1_2	QJD71572.1|CBM50	44.9	437	217	5	11	425	2	436	2.95e-115	349
5mSIPHEX1_19-scaffold_104_c1_23	CAD7252683.1|GH23	37.7	618	349	11	23	616	452	1057	1.58e-113	379
5mSIPHEX1_19-scaffold_104_c1_33	AHK17194.1|GT0	100	305	0	0	1	305	1	305	9.39e-223	611
5mSIPHEX1_19-scaffold_104_c1_57	CDM22846.1|GT51	57.1	413	174	1	2	411	893	1305	1.43e-158	485
5mSIPHEX1_19-scaffold_15_c1_1	APR65884.1|CBM50	73.6	2666	521	10	1	2509	1967	4605	0.0	3203
5mSIPHEX1_19-scaffold_15_c1_119	CCU73424.1|CBM50	100	436	0	0	1	436	1	436	5.59e-304	828
5mSIPHEX1_19-scaffold_15_c1_131	CAG7895893.1|GT1	47.3	368	188	4	7	372	35	398	1.25e-109	346
5mSIPHEX1_19-scaffold_15_c1_217	AHK15014.1|GT4	99.8	400	1	0	1	400	1	400	2.89e-290	790
5mSIPHEX1_19-scaffold_15_c1_233	CCU73313.1|GT4	100	386	0	0	1	386	1	386	2.62e-279	761
5mSIPHEX1_19-scaffold_15_c1_237	AHK15023.1|GH103	99.7	320	1	0	1	320	1	320	3.72e-232	636
5mSIPHEX1_19-scaffold_15_c1_238	CAD7221988.1|GH103	53.2	376	173	3	7	381	608	981	2.81e-113	363
5mSIPHEX1_19-scaffold_15_c1_239	CAD7221988.1|GH103	45.6	619	323	5	2	612	4	616	1.76e-171	526
5mSIPHEX1_19-scaffold_15_c1_265	ALR08391.2|GT4	56.0	352	144	2	1	341	1	352	8.66e-129	379
5mSIPHEX1_19-scaffold_15_c1_294	QYU66396.1|GH13_23	56.0	475	184	9	1	468	1	457	1.41e-147	444
