HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT51.hmm	177	5mSIPHEX1_19-scaffold_104_c1_15	822	1.9e-61	9	176	218	389	0.943502824858757
AA3.hmm	618	5mSIPHEX1_19-scaffold_104_c1_97	545	4.6e-53	89	402	44	541	0.5064724919093851
AA3.hmm	618	5mSIPHEX1_19-scaffold_15_c1_106	500	1.1e-38	86	402	1	493	0.511326860841424
CE1.hmm	227	5mSIPHEX1_19-scaffold_15_c1_132	284	1.6e-53	5	224	28	277	0.9647577092511013
GT4.hmm	160	5mSIPHEX1_19-scaffold_15_c1_217	401	2.1e-26	2	153	201	346	0.94375
GT4.hmm	160	5mSIPHEX1_19-scaffold_15_c1_233	387	2.3e-35	7	150	200	337	0.89375
GH103.hmm	295	5mSIPHEX1_19-scaffold_15_c1_237	321	5.7e-99	12	294	37	319	0.9559322033898305
GH23.hmm	135	5mSIPHEX1_19-scaffold_15_c1_315	649	2.8e-29	4	120	475	607	0.8592592592592593
GT83.hmm	540	5mSIPHEX1_19-scaffold_175_c1_50	533	1.3e-108	9	460	6	456	0.8351851851851851
GT2.hmm	170	5mSIPHEX1_19-scaffold_175_c1_51	353	1.7e-30	1	147	5	148	0.8588235294117647
GT9.hmm	225	5mSIPHEX1_19-scaffold_175_c1_53	341	2.9e-43	2	217	76	310	0.9555555555555556
AA6.hmm	195	5mSIPHEX1_19-scaffold_197_c1_45	185	1.4e-47	2	194	4	180	0.9846153846153847
GH23.hmm	135	5mSIPHEX1_19-scaffold_21_c1_144	480	2.7e-25	11	125	296	449	0.8444444444444444
GH73.hmm	128	5mSIPHEX1_19-scaffold_21_c1_209	354	4.4e-33	3	124	189	324	0.9453125
CE11.hmm	271	5mSIPHEX1_19-scaffold_228_c1_38	302	3e-117	1	270	4	275	0.992619926199262
GT28.hmm	157	5mSIPHEX1_19-scaffold_228_c1_44	357	1.8e-53	2	157	181	341	0.9872611464968153
GT51.hmm	177	5mSIPHEX1_19-scaffold_229_c1_7	799	1.6e-50	12	176	79	242	0.9265536723163842
GH23.hmm	135	5mSIPHEX1_19-scaffold_25_c1_145	359	6.5e-26	11	123	201	355	0.8296296296296296
GH73.hmm	128	5mSIPHEX1_19-scaffold_25_c1_183	255	1.7e-24	9	128	115	244	0.9296875
GT104.hmm	379	5mSIPHEX1_19-scaffold_25_c1_99	378	4.1e-123	7	375	5	376	0.9709762532981531
GH114.hmm	190	5mSIPHEX1_19-scaffold_48_c1_170	287	1.4e-82	1	190	56	245	0.9947368421052631
GH13_18.hmm	343	5mSIPHEX1_19-scaffold_48_c1_179	481	1e-107	2	343	36	370	0.9941690962099126
GT20.hmm	475	5mSIPHEX1_19-scaffold_48_c1_183	753	4.7e-159	12	473	251	738	0.9705263157894737
GH3.hmm	216	5mSIPHEX1_19-scaffold_55_c1_100	347	2.4e-44	10	215	65	289	0.9490740740740741
GH19.hmm	231	5mSIPHEX1_19-scaffold_55_c1_115	263	1.2e-29	55	160	45	145	0.45454545454545453
CE4.hmm	130	5mSIPHEX1_19-scaffold_55_c1_174	354	1.5e-31	4	122	80	210	0.9076923076923077
GH13_18.hmm	343	5mSIPHEX1_19-scaffold_55_c1_71	582	1.3e-145	2	343	95	435	0.9941690962099126
GT81.hmm	293	5mSIPHEX1_19-scaffold_55_c1_74	404	2.7e-70	77	273	89	320	0.6689419795221843
GT51.hmm	177	5mSIPHEX1_19-scaffold_69_c1_149	842	2.1e-66	2	177	36	211	0.9887005649717514
AA4.hmm	522	5mSIPHEX1_19-scaffold_69_c1_150	468	1.8e-21	13	201	5	191	0.36015325670498083
GT30.hmm	177	5mSIPHEX1_19-scaffold_70_c1_1	422	5.4e-72	1	176	33	211	0.9887005649717514
AA3.hmm	618	5mSIPHEX1_19-scaffold_70_c1_44	520	1.1e-40	92	397	44	514	0.4935275080906149
AA3.hmm	618	5mSIPHEX1_19-scaffold_733_c1_11	552	7.6e-39	87	399	56	549	0.5048543689320388
GH23.hmm	135	5mSIPHEX1_19-scaffold_90_c1_48	517	1.4e-23	2	126	98	240	0.9185185185185185
