Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
700mSIPHEX1_20-scaffold_10_c1_109	2.4.1.227:11	GT28(184-341)	GT28_e46	GT28	N	3
700mSIPHEX1_20-scaffold_10_c1_115	3.5.1.108:18	CE11(1-250)	CE11_e22	CE11	N	3
700mSIPHEX1_20-scaffold_10_c1_127	-	GT105(84-224)	-	-	N	1
700mSIPHEX1_20-scaffold_10_c1_128	-	GT2(5-158)	GT2	GT2	N	3
700mSIPHEX1_20-scaffold_10_c1_129	-	GT4(214-359)	GT4_e1719	-	N	2
700mSIPHEX1_20-scaffold_10_c1_232	-	GH114(34-223)	GH114_e28	GH114	N	3
700mSIPHEX1_20-scaffold_10_c1_334	-	GH23(294-450)	GH23_e170	GH23	Y(1-27)	3
700mSIPHEX1_20-scaffold_10_c1_450	-	AA3_2(2-529)	AA3_e57	AA3_2	N	3
700mSIPHEX1_20-scaffold_10_c1_453	-	GH166(6-224)	GH166_e1	GH166	N	3
700mSIPHEX1_20-scaffold_10_c1_459	-	GT4(316-470)	GT4_e324	GT4	N	3
700mSIPHEX1_20-scaffold_10_c1_463	-	GT51(53-220)	GT51_e13	GT51	Y(1-21)	3
700mSIPHEX1_20-scaffold_10_c1_484	-	GT2(4-102)	GT2	-	N	2
700mSIPHEX1_20-scaffold_10_c1_485	-	GT4(183-314)	GT4_e2066	GT4	N	3
700mSIPHEX1_20-scaffold_10_c1_487	-	GT4(197-349)	GT4_e1410	GT4	N	3
700mSIPHEX1_20-scaffold_10_c1_505	-	GT2(8-134)	GT2	GT2	N	3
700mSIPHEX1_20-scaffold_10_c1_506	-	GT2(9-132)	GT2	GT2	N	3
700mSIPHEX1_20-scaffold_13_c1_153	-	GH23(487-617)	GH23_e953	GH23	Y(1-26)	3
700mSIPHEX1_20-scaffold_13_c1_202	-	AA6(5-193)	AA6_e2	-	N	2
700mSIPHEX1_20-scaffold_13_c1_226	-	GH23(535-684)	GH23_e770	GH23	Y(1-20)	3
700mSIPHEX1_20-scaffold_13_c1_383	-|-|-	GH23(111-251)	GH23_e756+CBM50_e496+CBM50_e496	CBM50+GH23	Y(1-23)	3
700mSIPHEX1_20-scaffold_13_c1_446	-	GH23(89-202)	GH23_e799	GH23	Y(1-29)	3
700mSIPHEX1_20-scaffold_17_c1_105	-	GT4(197-308)	GT4_e2988	GT4	N	3
700mSIPHEX1_20-scaffold_17_c1_73	3.2.1.52:1	GH3(67-290)	GH3_e78	GH3	N	3
700mSIPHEX1_20-scaffold_17_c3_147	-	AA3(2-519)	-	-	N	1
700mSIPHEX1_20-scaffold_17_c3_75	2.4.1.182:13	GT19(11-366)	GT19_e17	GT19	N	3
700mSIPHEX1_20-scaffold_17_c3_93	-	AA3(23-520)	AA3_e4	-	N	2
700mSIPHEX1_20-scaffold_17_c3_95	-	AA3(32-525)	-	-	N	1
700mSIPHEX1_20-scaffold_278_c1_6	-	GT2(5-90)	GT2	GT2	N	3
700mSIPHEX1_20-scaffold_281_c1_30	-	AA3(34-533)	-	-	N	1
700mSIPHEX1_20-scaffold_3_c1_11	1.1.3.-:1	AA4(6-188)	AA7_e0	-	N	2
700mSIPHEX1_20-scaffold_3_c1_467	-	AA1(65-604)	AA1_e13	-	N	2
700mSIPHEX1_20-scaffold_3_c1_527	2.4.99.-:11	GT9(78-330)	GT9_e84	GT9	N	3
700mSIPHEX1_20-scaffold_3_c1_528	2.4.99.-:11	GT9(80-312)	GT9_e71	GT9	N	3
700mSIPHEX1_20-scaffold_3_c1_529	2.4.1.-:2	GT4(197-341)	GT4_e1251	-	N	2
700mSIPHEX1_20-scaffold_3_c1_536	-	GT2(4-118)	GT2	-	N	2
700mSIPHEX1_20-scaffold_3_c1_595	-	GT51(58-233)	GT51_e153	GT51	N	3
700mSIPHEX1_20-scaffold_3_c1_624	-	GT9(79-315)	GT9_e234	GT9	N	3
700mSIPHEX1_20-scaffold_3_c3_6	-	GH103(49-350)	GH103_e12	GH103	Y(1-33)	3
700mSIPHEX1_20-scaffold_42_c1_138	2.4.99.-:25	GT30(33-211)	GT30_e0	GT30	N	3
700mSIPHEX1_20-scaffold_42_c1_16	2.4.1.129:11	GT51(218-387)	GT51_e28	GT51	N	3
700mSIPHEX1_20-scaffold_42_c1_188	-	GH103(28-322)	GH103_e38	GH103	Y(1-23)	3
700mSIPHEX1_20-scaffold_42_c1_77	2.4.-.-:2	GT51(51-217)	GT51_e98	GT51	Y(1-11)	3
700mSIPHEX1_20-scaffold_76_c1_11	-	AA3_2(2-531)	AA3_e57	AA3_2	N	3
700mSIPHEX1_20-scaffold_76_c1_26	-	AA3_2(11-545)	AA3_e57	AA3_2	N	3
700mSIPHEX1_20-scaffold_76_c1_51	-	AA3_2(2-534)	AA3_e57	AA3_2	N	3
700mSIPHEX1_20-scaffold_80_c1_57	-	CE1(23-274)	-	-	N	1
700mSIPHEX1_20-scaffold_907_c1_1	-	AA3_2(2-432)	AA3_e57	AA3_2	N	3
700mSIPHEX1_20-scaffold_17_c1_80	-	-	AA5_e0	-	Y(1-30)	1
700mSIPHEX1_20-scaffold_3_c1_160	-	-	CBM50_e855	CBM50	Y(1-25)	2
700mSIPHEX1_20-scaffold_106_c1_17	-	-	GH33_e21	GH33	Y(1-21)	2
700mSIPHEX1_20-scaffold_10_c1_130	-	-	GT2	-	N	1
700mSIPHEX1_20-scaffold_10_c1_482	-	-	GT2	-	N	1
700mSIPHEX1_20-scaffold_10_c1_514	-	-	GH23_e913	GH23	Y(1-20)	2
700mSIPHEX1_20-scaffold_17_c3_90	-	-	CBM50_e690	CBM50	Y(1-19)	2
700mSIPHEX1_20-scaffold_3_c1_633	-	-	CBM50_e126	CBM50	Y(1-30)	2
700mSIPHEX1_20-scaffold_80_c1_110	-	-	AA2_e1	AA0	N	2
700mSIPHEX1_20-scaffold_10_c1_108	-	-	-	GT28	N	1
700mSIPHEX1_20-scaffold_10_c1_154	-	-	-	GH13	N	1
700mSIPHEX1_20-scaffold_10_c1_162	-	-	-	GH1	N	1
700mSIPHEX1_20-scaffold_10_c1_227	-	-	-	CBM13	Y(1-28)	1
700mSIPHEX1_20-scaffold_10_c1_289	-	-	-	CBM50+GH25	N	1
700mSIPHEX1_20-scaffold_10_c1_299	-	-	-	GT83	N	1
700mSIPHEX1_20-scaffold_10_c1_35	-	-	-	GH23	N	1
700mSIPHEX1_20-scaffold_10_c1_461	-	-	-	GT51	Y(1-22)	1
700mSIPHEX1_20-scaffold_10_c1_474	-	-	-	GT2	N	1
700mSIPHEX1_20-scaffold_10_c1_475	-	-	-	GT2	N	1
700mSIPHEX1_20-scaffold_10_c1_501	-	-	-	GT4	N	1
700mSIPHEX1_20-scaffold_10_c1_528	-	-	-	CE8	N	1
700mSIPHEX1_20-scaffold_106_c1_78	-	-	-	GT2	N	1
700mSIPHEX1_20-scaffold_121_c1_100	-	-	-	GH1	N	1
700mSIPHEX1_20-scaffold_121_c1_33	-	-	-	GT4	N	1
700mSIPHEX1_20-scaffold_121_c1_7	-	-	-	GT4	N	1
700mSIPHEX1_20-scaffold_121_c1_97	-	-	-	GH38	N	1
700mSIPHEX1_20-scaffold_13_c1_168	-	-	-	GH13_31	N	1
700mSIPHEX1_20-scaffold_13_c1_307	-	-	-	GT51	N	1
700mSIPHEX1_20-scaffold_13_c1_308	-	-	-	GT2	N	1
700mSIPHEX1_20-scaffold_13_c1_309	-	-	-	GT2	N	1
700mSIPHEX1_20-scaffold_13_c1_310	-	-	-	GT2	N	1
700mSIPHEX1_20-scaffold_13_c1_311	-	-	-	GT2	N	1
700mSIPHEX1_20-scaffold_13_c1_312	-	-	-	GT22	N	1
700mSIPHEX1_20-scaffold_13_c1_316	-	-	-	GH152	N	1
700mSIPHEX1_20-scaffold_13_c1_355	-	-	-	GH103	N	1
700mSIPHEX1_20-scaffold_13_c1_369	-	-	-	CE8	N	1
700mSIPHEX1_20-scaffold_13_c1_380	-	-	-	GH23	Y(1-31)	1
700mSIPHEX1_20-scaffold_13_c1_381	-	-	-	GH23	Y(1-23)	1
700mSIPHEX1_20-scaffold_13_c1_382	-	-	-	GH23	Y(1-25)	1
700mSIPHEX1_20-scaffold_13_c1_95	-	-	-	GH28	N	1
700mSIPHEX1_20-scaffold_1682_c1_3	-	-	-	CBM50	N	1
700mSIPHEX1_20-scaffold_17_c1_38	-	-	-	GT25	N	1
700mSIPHEX1_20-scaffold_17_c3_174	-	-	-	GT4	N	1
700mSIPHEX1_20-scaffold_17_c3_179	-	-	-	GT2	N	1
700mSIPHEX1_20-scaffold_17_c3_20	-	-	-	GT87	N	1
700mSIPHEX1_20-scaffold_17_c3_219	-	-	-	GH39	N	1
700mSIPHEX1_20-scaffold_17_c3_77	-	-	-	GH13_30	N	1
700mSIPHEX1_20-scaffold_17_c3_83	-	-	-	GH13_31	N	1
700mSIPHEX1_20-scaffold_240_c1_42	-	-	-	GH5_11	N	1
700mSIPHEX1_20-scaffold_3_c1_473	-	-	-	CBM50	N	1
