Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
700mSIPHEX1_0-scaffold_1068_c1_6	-	GH23(490-619)	GH23_e847	GH23	Y(1-21)	3
700mSIPHEX1_0-scaffold_1138_c1_3	-	GT14(6-247)	GT14_e83	GT14	N	3
700mSIPHEX1_0-scaffold_1138_c1_4	-	GT2(49-145)	GT2	GT0	N	3
700mSIPHEX1_0-scaffold_1138_c1_5	-	GT4(231-369)	GT4_e3118	GT4	N	3
700mSIPHEX1_0-scaffold_1201_c1_2	1.10.3.2:1	AA1(46-425)	AA1_e26	-	Y(1-23)	2
700mSIPHEX1_0-scaffold_1206_c1_6	-	GH102(112-245)	GH102_e29	GH102	Y(1-30)	3
700mSIPHEX1_0-scaffold_1458_c1_3	-	AA3_2(10-470)	AA3_e57	AA3	N	3
700mSIPHEX1_0-scaffold_1485_c1_5	-	AA4(14-239)	AA4_e1	-	N	2
700mSIPHEX1_0-scaffold_1518_c1_1	-	GT25(13-140)	GT25_e104	GT25	N	3
700mSIPHEX1_0-scaffold_1577_c1_3	-	CE9(33-357)	CE9_e55	CE9	N	3
700mSIPHEX1_0-scaffold_1742_c1_3	-	GH103(48-258)	GH103_e38	GH103	Y(1-34)	3
700mSIPHEX1_0-scaffold_1773_c1_4	-	GT2(16-111)	-	-	N	1
700mSIPHEX1_0-scaffold_1781_c2_2	-	GT2(67-150)	GT2	GT2	N	3
700mSIPHEX1_0-scaffold_1781_c2_4	-	GT26(50-222)	GT26_e144	GT26	N	3
700mSIPHEX1_0-scaffold_1892_c1_4	-	GT4(213-377)	GT4_e711	GT4	N	3
700mSIPHEX1_0-scaffold_2056_c1_4	-	GT2(16-227)	GT2	GT2	N	3
700mSIPHEX1_0-scaffold_2103_c1_2	2.4.1.129:1	GT51(122-314)	GT51_e144	GT51	N	3
700mSIPHEX1_0-scaffold_2192_c1_2	-	GT2(10-108)	GT92_e3	GT0	N	3
700mSIPHEX1_0-scaffold_2341_c1_5	-	CE1(2-160)	-	-	N	1
700mSIPHEX1_0-scaffold_2634_c1_1	-	GH103(29-241)	GH103_e30	GH103	Y(1-22)	3
700mSIPHEX1_0-scaffold_2642_c1_2	-	GT28(186-348)	GT28_e3	GT28	N	3
700mSIPHEX1_0-scaffold_2652_c1_4	-	GH23(139-250)	GH23_e757	GH23	Y(1-21)	3
700mSIPHEX1_0-scaffold_2740_c1_3	-	GH25(57-236)	GH25_e187	GH25	Y(1-22)	3
700mSIPHEX1_0-scaffold_2779_c1_4	-	GT2(6-125)	GT2	GT2	Y(1-29)	3
700mSIPHEX1_0-scaffold_2910_c1_1	2.4.99.-:2	GT107(1-190)	GT107_e0	GT107	N	3
700mSIPHEX1_0-scaffold_2963_c1_1	-	GH103(47-158)	GH103_e38	-	Y(1-26)	2
700mSIPHEX1_0-scaffold_931_c1_10	-	GH103(63-354)	GH103_e38	GH103	Y(1-22)	3
700mSIPHEX1_0-scaffold_971_c1_5	-	GT30(13-189)	GT30_e43	GT30	N	3
700mSIPHEX1_0-scaffold_971_c1_6	-	GT4(165-312)	GT4_e3257	GT4	N	3
700mSIPHEX1_0-scaffold_982_c1_1	-	GT51(99-275)	GT51_e77	GT51	N	3
700mSIPHEX1_0-scaffold_1002_c1_6	-|-	-	CBM50_e1000+CBM50_e405	CBM50	Y(1-29)	2
700mSIPHEX1_0-scaffold_1781_c2_3	-	-	GT2	GT2	N	2
700mSIPHEX1_0-scaffold_1945_c1_1	-	-	GH23_e800	-	N	1
700mSIPHEX1_0-scaffold_1986_c2_3	-	-	CBM50_e982	CBM50	N	2
700mSIPHEX1_0-scaffold_2386_c1_2	-	-	GH104_e12	GH0	Y(1-24)	2
700mSIPHEX1_0-scaffold_2830_c1_6	-	-	GH23_e800	GH23	Y(1-24)	2
700mSIPHEX1_0-scaffold_1089_c1_5	-	-	-	GH13_30	N	1
700mSIPHEX1_0-scaffold_1131_c1_6	-	-	-	GT35	N	1
700mSIPHEX1_0-scaffold_1138_c1_6	-	-	-	GT2	N	1
700mSIPHEX1_0-scaffold_1202_c1_3	-	-	-	GH43_26	N	1
700mSIPHEX1_0-scaffold_1231_c1_6	-	-	-	GT1	N	1
700mSIPHEX1_0-scaffold_1262_c1_6	-	-	-	CE8	N	1
700mSIPHEX1_0-scaffold_1438_c2_1	-	-	-	GH5_11	N	1
700mSIPHEX1_0-scaffold_1496_c1_1	-	-	-	GT0	N	1
700mSIPHEX1_0-scaffold_1496_c1_3	-	-	-	GH23	N	1
700mSIPHEX1_0-scaffold_1511_c1_5	-	-	-	GH13_23	N	1
700mSIPHEX1_0-scaffold_1511_c1_6	-	-	-	PL0	N	1
700mSIPHEX1_0-scaffold_1685_c1_3	-	-	-	GH55	N	1
700mSIPHEX1_0-scaffold_1711_c1_4	-	-	-	GT4	N	1
700mSIPHEX1_0-scaffold_1773_c1_3	-	-	-	GH1	N	1
700mSIPHEX1_0-scaffold_1808_c1_3	-	-	-	GH13	N	1
700mSIPHEX1_0-scaffold_1908_c1_4	-	-	-	GH28	N	1
700mSIPHEX1_0-scaffold_1920_c1_2	-	-	-	GT2	N	1
700mSIPHEX1_0-scaffold_1920_c1_5	-	-	-	GT22	N	1
700mSIPHEX1_0-scaffold_1945_c1_2	-	-	-	CBM50	Y(1-28)	1
700mSIPHEX1_0-scaffold_2042_c1_1	-	-	-	GT2	N	1
700mSIPHEX1_0-scaffold_2045_c1_1	-	-	-	PL0	N	1
700mSIPHEX1_0-scaffold_2277_c1_5	-	-	-	CBM50	Y(1-21)	1
700mSIPHEX1_0-scaffold_2310_c1_2	-	-	-	GT4	N	1
700mSIPHEX1_0-scaffold_2311_c1_4	-	-	-	GH5_11	N	1
700mSIPHEX1_0-scaffold_2392_c1_1	-	-	-	GH0	N	1
700mSIPHEX1_0-scaffold_2450_c1_1	-	-	-	GH13	N	1
700mSIPHEX1_0-scaffold_2523_c1_4	-	-	-	GH13_31	N	1
700mSIPHEX1_0-scaffold_2599_c1_7	-	-	-	GH101	N	1
700mSIPHEX1_0-scaffold_2610_c1_2	-	-	-	GH23	N	1
700mSIPHEX1_0-scaffold_2662_c1_2	-	-	-	GH0	N	1
700mSIPHEX1_0-scaffold_2732_c1_1	-	-	-	GT2	N	1
700mSIPHEX1_0-scaffold_3007_c1_3	-	-	-	GT51	N	1
700mSIPHEX1_0-scaffold_372_c1_13	-	-	-	CBM50	N	1
700mSIPHEX1_0-scaffold_372_c1_20	-	-	-	GT58	N	1
700mSIPHEX1_0-scaffold_739_c1_11	-	-	-	GH1	N	1
700mSIPHEX1_0-scaffold_982_c1_6	-	-	-	GT2	N	1
