HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH23.hmm	135	700mSIPHEX1_0-scaffold_1068_c1_6	652	5.6e-27	17	119	490	619	0.7555555555555555
GT14.hmm	250	700mSIPHEX1_0-scaffold_1138_c1_3	566	1.4e-47	4	240	6	247	0.944
GT2.hmm	96	700mSIPHEX1_0-scaffold_1138_c1_4	337	4.6e-27	1	95	49	145	0.9791666666666666
GT4.hmm	160	700mSIPHEX1_0-scaffold_1138_c1_5	399	1.9e-18	7	148	231	369	0.88125
AA1.hmm	358	700mSIPHEX1_0-scaffold_1201_c1_2	433	2e-58	9	357	46	425	0.9720670391061452
GH102.hmm	157	700mSIPHEX1_0-scaffold_1206_c1_6	354	5.5e-43	2	157	112	245	0.9872611464968153
AA3_2.hmm	568	700mSIPHEX1_0-scaffold_1458_c1_3	472	1.6e-130	2	501	10	470	0.8785211267605634
AA4.hmm	522	700mSIPHEX1_0-scaffold_1485_c1_5	445	1.4e-24	14	251	14	239	0.4540229885057471
GT25.hmm	181	700mSIPHEX1_0-scaffold_1518_c1_1	209	6.2e-18	51	180	13	140	0.712707182320442
CE9.hmm	373	700mSIPHEX1_0-scaffold_1577_c1_3	377	8.8e-102	23	351	33	357	0.8793565683646113
GH103.hmm	295	700mSIPHEX1_0-scaffold_1742_c1_3	383	3.6e-81	1	210	48	258	0.7084745762711865
GT2.hmm	96	700mSIPHEX1_0-scaffold_1773_c1_4	312	8.3e-17	3	88	16	111	0.8854166666666666
GT2.hmm	96	700mSIPHEX1_0-scaffold_1781_c2_2	367	6.1e-16	2	87	67	150	0.8854166666666666
GT26.hmm	171	700mSIPHEX1_0-scaffold_1781_c2_4	242	4.5e-49	2	171	50	222	0.9883040935672515
GT4.hmm	160	700mSIPHEX1_0-scaffold_1892_c1_4	415	1.4e-21	7	158	213	377	0.94375
GT2.hmm	230	700mSIPHEX1_0-scaffold_2056_c1_4	426	2.3e-19	4	216	16	227	0.9217391304347826
GT51.hmm	177	700mSIPHEX1_0-scaffold_2103_c1_2	752	1e-52	5	176	122	314	0.9661016949152542
GT2.hmm	96	700mSIPHEX1_0-scaffold_2192_c1_2	340	7.1e-20	1	95	10	108	0.9791666666666666
CE1.hmm	227	700mSIPHEX1_0-scaffold_2341_c1_5	166	3.4e-30	78	225	2	160	0.6475770925110133
GH103.hmm	295	700mSIPHEX1_0-scaffold_2634_c1_1	241	1.2e-69	1	213	29	241	0.7186440677966102
GT28.hmm	157	700mSIPHEX1_0-scaffold_2642_c1_2	375	1.7e-43	2	157	186	348	0.9872611464968153
GH23.hmm	135	700mSIPHEX1_0-scaffold_2652_c1_4	272	3.3e-26	12	124	139	250	0.8296296296296296
GH25.hmm	177	700mSIPHEX1_0-scaffold_2740_c1_3	263	5.2e-52	1	177	57	236	0.9943502824858758
GT2.hmm	170	700mSIPHEX1_0-scaffold_2779_c1_4	228	1.2e-16	1	128	6	125	0.7470588235294118
GT107.hmm	532	700mSIPHEX1_0-scaffold_2910_c1_1	194	5.2e-77	331	527	1	190	0.3684210526315789
GH103.hmm	295	700mSIPHEX1_0-scaffold_2963_c1_1	158	6.4e-36	2	113	47	158	0.376271186440678
GH103.hmm	295	700mSIPHEX1_0-scaffold_931_c1_10	432	7.1e-110	3	294	63	354	0.9864406779661017
GT30.hmm	177	700mSIPHEX1_0-scaffold_971_c1_5	407	6e-55	2	174	13	189	0.9717514124293786
GT4.hmm	160	700mSIPHEX1_0-scaffold_971_c1_6	348	1.3e-25	12	154	165	312	0.8875
GT51.hmm	177	700mSIPHEX1_0-scaffold_982_c1_1	427	1.1e-63	2	177	99	275	0.9887005649717514
