HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH103.hmm	295	5mSIPHEX1_37-scaffold_111_c1_24	396	3.5e-85	1	214	63	277	0.7220338983050848
GH103.hmm	295	5mSIPHEX1_37-scaffold_111_c1_28	414	1.1e-94	1	294	31	337	0.9932203389830508
AA7.hmm	458	5mSIPHEX1_37-scaffold_114_c2_10	483	3.5e-16	15	191	52	235	0.38427947598253276
GT14.hmm	250	5mSIPHEX1_37-scaffold_114_c2_25	546	2e-55	1	235	24	266	0.936
GT51.hmm	177	5mSIPHEX1_37-scaffold_114_c2_36	751	1.4e-55	10	177	149	337	0.943502824858757
GH23.hmm	135	5mSIPHEX1_37-scaffold_114_c2_72	656	2.2e-22	17	119	491	620	0.7555555555555555
AA2.hmm	255	5mSIPHEX1_37-scaffold_114_c2_89	739	3.3e-16	15	117	86	189	0.4
CE1.hmm	227	5mSIPHEX1_37-scaffold_120_c1_102	278	7.2e-50	1	225	21	272	0.986784140969163
GH24.hmm	137	5mSIPHEX1_37-scaffold_1353_c1_7	242	1.4e-46	4	137	100	229	0.9708029197080292
GT2.hmm	170	5mSIPHEX1_37-scaffold_140_c5_24	324	5.5e-17	1	125	13	133	0.7294117647058823
GT26.hmm	171	5mSIPHEX1_37-scaffold_140_c5_25	252	4.2e-44	2	171	57	229	0.9883040935672515
GT51.hmm	177	5mSIPHEX1_37-scaffold_14_c3_106	247	6.3e-51	10	171	71	227	0.9096045197740112
GT14.hmm	250	5mSIPHEX1_37-scaffold_14_c3_125	568	2.1e-46	4	240	7	248	0.944
GT2.hmm	96	5mSIPHEX1_37-scaffold_14_c3_126	337	2.1e-26	1	95	49	145	0.9791666666666666
GT2.hmm	96	5mSIPHEX1_37-scaffold_14_c3_127	347	1.9e-25	1	88	60	147	0.90625
GT11.hmm	276	5mSIPHEX1_37-scaffold_14_c3_14	283	1.6e-71	1	276	1	280	0.9963768115942029
GT25.hmm	181	5mSIPHEX1_37-scaffold_14_c3_8	238	8.3e-28	5	180	4	177	0.9668508287292817
GH102.hmm	157	5mSIPHEX1_37-scaffold_14_c4_37	359	2e-44	1	157	117	251	0.9936305732484076
AA3_2.hmm	568	5mSIPHEX1_37-scaffold_14_c5_3	541	1.7e-172	2	566	2	532	0.9929577464788732
GT30.hmm	177	5mSIPHEX1_37-scaffold_14_c5_72	395	9.5e-20	9	173	9	174	0.9265536723163842
GT4.hmm	160	5mSIPHEX1_37-scaffold_153_c1_13	1296	2.6e-21	7	155	455	601	0.925
GT2.hmm	170	5mSIPHEX1_37-scaffold_153_c1_13	1296	6.1e-21	1	109	640	748	0.6352941176470588
GT4.hmm	160	5mSIPHEX1_37-scaffold_153_c1_13	1296	2e-21	12	150	1114	1253	0.8625
GT2.hmm	170	5mSIPHEX1_37-scaffold_153_c1_22	345	3.1e-19	2	97	27	124	0.5588235294117647
GT4.hmm	160	5mSIPHEX1_37-scaffold_153_c1_26	415	1.5e-19	8	156	213	374	0.925
GT2.hmm	170	5mSIPHEX1_37-scaffold_153_c1_4	389	5.9e-17	1	166	4	176	0.9705882352941176
GT4.hmm	160	5mSIPHEX1_37-scaffold_159_c1_10	410	1.1e-36	12	153	224	365	0.88125
GT2.hmm	170	5mSIPHEX1_37-scaffold_159_c1_9	306	6e-17	1	104	24	129	0.6058823529411764
GH3.hmm	216	5mSIPHEX1_37-scaffold_160_c1_33	336	1.6e-35	6	215	55	276	0.9675925925925926
GT2.hmm	230	5mSIPHEX1_37-scaffold_186_c1_17	689	1.1e-33	1	228	306	533	0.9869565217391304
GH23.hmm	135	5mSIPHEX1_37-scaffold_186_c2_18	289	1.1e-28	11	124	155	267	0.837037037037037
GT51.hmm	177	5mSIPHEX1_37-scaffold_195_c3_2	716	1.7e-46	16	176	97	257	0.903954802259887
GH24.hmm	137	5mSIPHEX1_37-scaffold_2021_c1_3	227	1.6e-39	6	137	85	217	0.9562043795620438
GT41.hmm	705	5mSIPHEX1_37-scaffold_206_c1_1	569	1.8e-123	116	522	25	547	0.5758865248226951
AA3_2.hmm	568	5mSIPHEX1_37-scaffold_231_c1_41	541	1.3e-151	2	565	13	538	0.9911971830985915
