Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
5mSIPHEX1_26-scaffold_1082_c3_2	CAD7245033.1|GT58	63.9	501	143	6	6	499	1055	1524	8.30e-193	594
5mSIPHEX1_26-scaffold_1187_c1_1	AXT62474.1|CBM6	38.6	946	374	27	3	906	103	883	1.22e-173	545
5mSIPHEX1_26-scaffold_1200_c1_4	AGL64345.2|GT2	50.3	586	282	4	340	917	271	855	2.67e-183	556
5mSIPHEX1_26-scaffold_1295_c2_1	AGL63717.2|GT4	54.4	447	196	4	194	639	106	545	7.41e-147	448
5mSIPHEX1_26-scaffold_1348_c1_10	CUS04921.2|GT4	36.7	687	313	8	8	659	22	621	3.06e-135	425
5mSIPHEX1_26-scaffold_1427_c1_1	AWM12630.1|GT0	65.7	271	93	0	1	271	109	379	1.48e-130	379
5mSIPHEX1_26-scaffold_1448_c2_4	BCY27787.1|CBM50|GH23	75.0	501	121	2	1	499	1	499	1.07e-273	756
5mSIPHEX1_26-scaffold_1460_c1_1	UGS21158.1|GT51	75.0	553	135	2	1	550	212	764	3.35e-301	839
5mSIPHEX1_26-scaffold_1567_c1_2	UOX34335.1|GT28	80.9	362	69	0	2	363	3	364	4.28e-212	589
5mSIPHEX1_26-scaffold_1660_c1_5	UOX34683.1|GT51	77.2	237	54	0	8	244	8	244	2.51e-128	367
5mSIPHEX1_26-scaffold_1666_c1_5	CAG7903126.1|GH28	40.1	454	253	5	7	458	66	502	7.78e-111	359
5mSIPHEX1_26-scaffold_1670_c1_4	UGS24223.1|GT4	64.2	332	119	0	5	336	3	334	4.47e-151	432
5mSIPHEX1_26-scaffold_1837_c1_4	QCW79542.1|GH101	54.3	460	209	1	71	529	609	1068	1.59e-166	504
5mSIPHEX1_26-scaffold_1837_c1_5	UOX33851.1|CBM50	54.9	359	151	5	11	359	11	368	4.08e-112	336
5mSIPHEX1_26-scaffold_1843_c1_3	UGS20196.1|GT2	71.3	331	95	0	1	331	1	331	4.95e-177	498
5mSIPHEX1_26-scaffold_1868_c1_2	AGL63871.2|GT2	43.4	505	240	12	315	803	508	982	2.57e-106	355
5mSIPHEX1_26-scaffold_1912_c1_4	CAD7226128.1|GH38	32.6	740	427	14	9	713	1345	2047	1.98e-113	383
5mSIPHEX1_26-scaffold_1932_c1_5	UOX32907.1|GT0	74.6	410	104	0	1	410	1	410	8.60e-229	635
5mSIPHEX1_26-scaffold_1976_c1_3	CAG5078250.1|CBM66	45.3	517	266	9	2	517	1	501	6.45e-139	462
5mSIPHEX1_26-scaffold_2128_c1_2	UGS20369.1|GT2	72.7	370	92	2	1	370	12	372	3.68e-192	540
5mSIPHEX1_26-scaffold_2148_c1_3	ALR08738.2|GT83	44.0	586	313	7	3	578	2	582	1.41e-168	496
5mSIPHEX1_26-scaffold_2181_c1_5	CCG53904.1|CE14	86.1	238	33	0	1	238	1	238	2.52e-148	417
5mSIPHEX1_26-scaffold_2204_c1_2	UOK42937.1|GT2	68.5	390	123	0	1	390	1	390	8.29e-189	533
5mSIPHEX1_26-scaffold_2388_c1_2	UGS23639.1|GT4	64.2	385	138	0	1	385	1	385	3.97e-172	490
5mSIPHEX1_26-scaffold_2388_c1_3	UPQ80533.1|GT4	83.6	365	59	1	1	365	1	364	8.25e-233	642
5mSIPHEX1_26-scaffold_2414_c1_4	UGS24052.1|GH171	72.4	417	107	3	1	410	1	416	1.11e-220	615
5mSIPHEX1_26-scaffold_2458_c1_1	CAE6201330.1|GH1	52.3	451	204	3	1	443	762	1209	1.36e-157	482
5mSIPHEX1_26-scaffold_2503_c1_3	UGS20443.1|GT2	77.5	271	61	0	1	271	1	271	1.07e-159	449
5mSIPHEX1_26-scaffold_2503_c1_4	UGS20442.1|GT9	77.6	353	79	0	1	353	1	353	3.78e-196	548
5mSIPHEX1_26-scaffold_2503_c1_5	UGS20441.1|GT2	85.8	253	36	0	1	253	1	253	2.94e-159	446
5mSIPHEX1_26-scaffold_2627_c1_5	UGS20273.1|CBM50	56.1	471	187	4	1	456	148	613	9.14e-170	495
5mSIPHEX1_26-scaffold_2661_c1_3	UOX34030.1|GT2	70.2	312	93	0	1	312	1	312	2.45e-167	472
5mSIPHEX1_26-scaffold_2661_c1_4	UOX34029.1|GT2	71.2	313	90	0	1	313	1	313	3.86e-164	464
5mSIPHEX1_26-scaffold_2745_c1_5	QYO62262.1|GH13	68.8	346	106	1	1	346	1	344	4.40e-152	447
5mSIPHEX1_26-scaffold_2762_c1_1	UGS20772.1|GH20	76.1	724	168	4	1	722	1	721	0.0	1123
5mSIPHEX1_26-scaffold_2775_c1_1	CCO12868.2|GH1	42.7	1327	497	14	11	1292	4	1111	0.0	1005
5mSIPHEX1_26-scaffold_2903_c1_4	CCG52652.1|GT4	74.6	389	98	1	6	393	1	389	3.95e-214	597
5mSIPHEX1_26-scaffold_3065_c1_2	UOX34951.1|GT9	75.0	328	82	0	1	328	15	342	7.98e-179	503
5mSIPHEX1_26-scaffold_3113_c1_1	AWZ17133.1|GH13_30	35.8	932	539	17	6	916	651	1544	6.66e-160	516
5mSIPHEX1_26-scaffold_3132_c1_2	UGS22956.1|GT2	84.0	313	50	0	1	313	1	313	2.10e-198	550
5mSIPHEX1_26-scaffold_3132_c1_3	CAD7235639.1|GT2	50.1	541	265	4	7	545	135	672	1.17e-183	538
5mSIPHEX1_26-scaffold_3183_c1_2	UOX33957.1|CBM50	60.8	474	177	4	1	466	1	473	3.33e-195	555
5mSIPHEX1_26-scaffold_3214_c1_1	BCY27454.1|GH2	75.4	513	126	0	1	513	307	819	2.12e-301	840
5mSIPHEX1_26-scaffold_3330_c1_3	CAE6110940.1|CE8	43.1	504	258	10	13	507	254	737	5.43e-113	365
5mSIPHEX1_26-scaffold_3358_c1_4	QEE50492.1|CE11	88.5	462	53	0	1	462	1	462	6.69e-300	820
5mSIPHEX1_26-scaffold_3477_c1_6	UGS24936.1|GH23	69.9	296	89	0	1	296	1	296	1.29e-147	421
5mSIPHEX1_26-scaffold_3909_c1_1	AXT62474.1|CBM6	43.5	764	376	23	80	800	29	779	1.06e-173	539
5mSIPHEX1_26-scaffold_3955_c1_4	URM38948.1|GT2	54.2	306	140	0	1	306	1	306	2.73e-112	332
5mSIPHEX1_26-scaffold_4086_c1_2	ARV13809.1|GT4	52.6	367	170	3	4	367	3	368	2.95e-140	408
5mSIPHEX1_26-scaffold_4125_c1_1	CAE6204650.1|GH28	49.7	531	260	4	2	529	818	1344	9.14e-172	525
5mSIPHEX1_26-scaffold_4543_c1_2	AUC13626.1|CBM50	44.5	625	325	14	25	631	23	643	3.17e-159	479
5mSIPHEX1_26-scaffold_4624_c1_2	CCG54534.1|GT2	82.1	240	43	0	1	240	1	240	3.65e-142	402
5mSIPHEX1_26-scaffold_4795_c1_2	CCO12112.2|GH13_31	65.5	429	145	3	1	427	1	428	2.77e-193	547
5mSIPHEX1_26-scaffold_5046_c1_1	UGS23272.1|GT30	77.1	284	58	1	1	284	1	277	2.75e-154	441
5mSIPHEX1_26-scaffold_5072_c1_2	AVM55139.1|GH65	68.9	676	210	0	32	707	683	1358	0.0	962
5mSIPHEX1_26-scaffold_525_c1_2	UOX34794.1|GH92	78.8	937	184	10	1	934	1	925	0.0	1485
5mSIPHEX1_26-scaffold_5393_c1_1	BCY27454.1|GH2	76.0	242	58	0	1	242	73	314	1.18e-123	375
5mSIPHEX1_26-scaffold_546_c1_4	QBQ55156.1|CBM50	36.7	652	384	11	187	832	69	697	1.33e-111	367
5mSIPHEX1_26-scaffold_5486_c1_1	CAG7911095.1|GH5_11	41.2	865	467	16	1	832	623	1478	3.86e-206	630
