HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CBM41.hmm	102	5mSIPHEX1_10-scaffold_10_c1_172	1052	4.3e-22	1	96	50	153	0.9313725490196079
GH13_13.hmm	361	5mSIPHEX1_10-scaffold_10_c1_172	1052	5.3e-157	1	361	451	869	0.997229916897507
GH13_19.hmm	360	5mSIPHEX1_10-scaffold_10_c1_201	608	1.5e-156	1	360	149	527	0.9972222222222222
GH13_23.hmm	344	5mSIPHEX1_10-scaffold_10_c1_206	537	6.4e-161	1	343	29	375	0.9941860465116279
CE4.hmm	130	5mSIPHEX1_10-scaffold_10_c1_235	345	1.7e-25	7	119	80	205	0.8615384615384616
GT4.hmm	160	5mSIPHEX1_10-scaffold_10_c1_344	649	7.7e-25	11	151	183	324	0.875
CE4.hmm	130	5mSIPHEX1_10-scaffold_10_c1_368	302	2.9e-23	21	126	39	148	0.8076923076923077
GT2.hmm	170	5mSIPHEX1_10-scaffold_10_c1_369	386	5.1e-25	1	119	46	166	0.6941176470588235
GT4.hmm	160	5mSIPHEX1_10-scaffold_10_c1_371	381	2.1e-32	10	154	204	346	0.9
GT4.hmm	160	5mSIPHEX1_10-scaffold_10_c1_372	369	4.3e-38	9	160	187	335	0.94375
GT2.hmm	170	5mSIPHEX1_10-scaffold_10_c1_374	296	6.1e-38	1	167	8	166	0.9764705882352941
CE4.hmm	130	5mSIPHEX1_10-scaffold_10_c1_375	326	1.4e-30	8	124	80	281	0.8923076923076924
GT2.hmm	170	5mSIPHEX1_10-scaffold_10_c1_376	311	4.3e-23	1	166	5	159	0.9705882352941176
GT2.hmm	170	5mSIPHEX1_10-scaffold_10_c1_381	325	1.4e-30	1	122	7	125	0.711764705882353
CBM57.hmm	147	5mSIPHEX1_10-scaffold_10_c1_382	2710	5.1e-34	4	147	36	177	0.9727891156462585
CBM57.hmm	147	5mSIPHEX1_10-scaffold_10_c1_382	2710	4.2e-38	4	146	287	427	0.9659863945578231
