Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
5mSIPHEX1_10-scaffold_10_c1_161	CAE6110940.1|CE8	44.0	539	279	10	27	557	265	788	9.82e-142	443
5mSIPHEX1_10-scaffold_10_c1_162	CAE6076421.1|GH27	43.8	496	238	7	2	458	11	504	3.17e-120	378
5mSIPHEX1_10-scaffold_10_c1_172	AZR42596.1|CBM41|CBM48|GH13_13	99.9	1051	1	0	1	1051	1	1051	0.0	2057
5mSIPHEX1_10-scaffold_10_c1_186	ATE86697.1|GH36	49.3	487	236	6	1	482	717	1197	2.56e-155	478
5mSIPHEX1_10-scaffold_10_c1_197	CCO12112.2|GH13_31	60.3	431	162	3	1	426	1	427	1.26e-170	490
5mSIPHEX1_10-scaffold_10_c1_201	AZR42625.1|GH13_19	98.7	607	8	0	1	607	1	607	0.0	1248
5mSIPHEX1_10-scaffold_10_c1_206	AZR42630.1|GH13_23	99.4	536	3	0	1	536	1	536	0.0	1137
5mSIPHEX1_10-scaffold_10_c1_241	AKG15649.2|GT51	37.1	842	471	7	6	797	24	856	5.83e-173	525
5mSIPHEX1_10-scaffold_10_c1_255	ALR09738.2|GH18	46.4	388	205	3	13	399	11	396	6.32e-106	328
5mSIPHEX1_10-scaffold_10_c1_274	AGL63717.2|GT4	42.8	631	296	9	172	744	107	730	7.99e-162	491
5mSIPHEX1_10-scaffold_10_c1_297	AGL64353.2|CBM50|GH25	47.2	574	289	6	1	569	1	565	2.01e-177	518
5mSIPHEX1_10-scaffold_10_c1_303	CAE6201330.1|GH1	38.3	637	363	13	3	618	582	1209	3.52e-136	432
5mSIPHEX1_10-scaffold_10_c1_310	AVI59029.1|GT2	43.0	440	241	5	1	439	1	431	4.00e-113	344
5mSIPHEX1_10-scaffold_10_c1_313	ALR08738.2|GT83	54.7	596	253	7	1	587	1	588	8.03e-219	625
5mSIPHEX1_10-scaffold_10_c1_344	AZR42773.1|GT4	98.1	648	12	0	1	648	1	648	0.0	1255
5mSIPHEX1_10-scaffold_10_c1_352	AZR42781.1|GT2	98.9	703	8	0	1	703	1	703	0.0	1376
5mSIPHEX1_10-scaffold_10_c1_369	AXS82130.1|GT2	70.1	385	115	0	1	385	1	385	6.29e-185	522
5mSIPHEX1_10-scaffold_10_c1_371	AHI32142.1|GT4	100	380	0	0	1	380	1	380	5.87e-273	744
5mSIPHEX1_10-scaffold_10_c1_372	AHI33273.1|GT4	100	368	0	0	1	368	1	368	1.49e-269	735
5mSIPHEX1_10-scaffold_10_c1_373	QCF26297.1|GT4	74.2	446	115	0	1	446	376	821	1.48e-243	690
5mSIPHEX1_10-scaffold_10_c1_374	AHI32140.1|GT2	100	295	0	0	1	295	6	300	1.33e-225	618
5mSIPHEX1_10-scaffold_10_c1_376	AHI33271.1|GT2	100	310	0	0	1	310	1	310	4.32e-226	620
5mSIPHEX1_10-scaffold_10_c1_381	AHI32138.1|GT2	100	324	0	0	1	324	1	324	6.45e-235	644
5mSIPHEX1_10-scaffold_10_c1_382	AHI33267.1|CBM57	99.5	1485	8	0	1	1485	1	1485	0.0	2383
5mSIPHEX1_10-scaffold_10_c1_384	AHI33265.1|GT2	99.1	320	3	0	1	320	1	320	2.15e-231	634
5mSIPHEX1_10-scaffold_10_c1_385	AHI33264.1|GT2	99.4	326	2	0	1	326	1	326	5.30e-235	644
5mSIPHEX1_10-scaffold_133_c1_22	CAG7911095.1|GH5_11	39.9	951	468	20	15	940	593	1464	6.01e-226	687
5mSIPHEX1_10-scaffold_133_c1_59	CCO12112.2|GH13_31	61.8	432	156	4	1	427	1	428	3.78e-174	499
5mSIPHEX1_10-scaffold_133_c1_64	AWZ17133.1|GH13_30	34.8	1198	702	19	5	1151	406	1575	1.76e-204	640
5mSIPHEX1_10-scaffold_149_c1_26	ALI93560.1|GH18	49.6	393	184	6	53	434	385	774	3.98e-118	367
5mSIPHEX1_10-scaffold_149_c1_34	QUF70630.1|GH24	56.9	633	259	5	7	629	4	632	5.59e-173	525
5mSIPHEX1_10-scaffold_149_c1_39	AXG45674.1|GH6	58.9	880	358	2	1	879	1	877	0.0	990
5mSIPHEX1_10-scaffold_16_c1_111	CDM22846.1|GT51	59.4	411	164	1	4	411	895	1305	4.44e-166	505
5mSIPHEX1_10-scaffold_16_c1_161	UOH82475.1|GH15	49.6	379	182	4	22	391	171	549	2.21e-104	334
5mSIPHEX1_10-scaffold_16_c1_2	QJD71572.1|CBM50	49.2	366	176	4	101	461	65	425	5.13e-116	353
5mSIPHEX1_10-scaffold_16_c1_20	AZR40469.1|GT51	100	788	0	0	1	788	1	788	0.0	1567
5mSIPHEX1_10-scaffold_16_c1_202	AHI30701.1|CE4	100	310	0	0	1	310	1	310	3.09e-244	666
5mSIPHEX1_10-scaffold_16_c1_259	ARM85799.1|CE4	100	316	0	0	1	316	1	316	4.42e-247	674
5mSIPHEX1_10-scaffold_16_c1_295	AGN91810.2|GT4	53.5	471	215	2	1	467	2	472	3.89e-171	495
5mSIPHEX1_10-scaffold_16_c1_296	ARM85854.1|PL5	100	394	0	0	1	394	1	394	1.02e-296	806
5mSIPHEX1_10-scaffold_16_c1_305	AHI31938.1|GT2	100	494	0	0	1	494	1	494	0.0	982
5mSIPHEX1_10-scaffold_16_c1_306	BBJ45253.1|GT4	49.4	425	207	3	9	428	1	422	2.42e-141	421
5mSIPHEX1_10-scaffold_16_c1_317	UQC83749.1|GT32	38.7	553	296	10	49	562	939	1487	1.45e-108	360
5mSIPHEX1_10-scaffold_180_c1_57	CAD7226128.1|GH38	35.6	722	390	14	11	688	1345	2035	3.46e-123	410
5mSIPHEX1_10-scaffold_180_c1_60	CCO12868.2|GH1	45.5	1414	515	10	17	1392	7	1203	0.0	1176
5mSIPHEX1_10-scaffold_217_c1_25	ALR08391.2|GT4	57.3	351	140	2	1	341	1	351	1.14e-128	379
5mSIPHEX1_10-scaffold_217_c1_48	AGL63717.2|GT4	46.6	671	289	8	161	830	107	709	1.07e-181	545
5mSIPHEX1_10-scaffold_217_c1_9	AMJ20543.1|GH13_11	56.0	407	175	2	12	415	4	409	6.60e-154	446
5mSIPHEX1_10-scaffold_24_c1_118	QSX34227.1|CBM2	37.3	579	331	12	26	588	536	1098	1.53e-109	362
5mSIPHEX1_10-scaffold_24_c1_241	QCE13289.1|CE8	58.6	408	144	2	2	385	406	812	1.80e-151	468
5mSIPHEX1_10-scaffold_24_c1_38	AHI30859.1|CBM20|GH13_32	100	569	0	0	3	571	2	570	0.0	1155
5mSIPHEX1_10-scaffold_24_c1_51	AHI30867.1|CBM50	100	338	0	0	1	338	1	338	5.58e-243	665
5mSIPHEX1_10-scaffold_24_c1_7	CAD7245033.1|GT58	64.9	473	149	5	2	458	1053	1524	1.42e-187	578
5mSIPHEX1_10-scaffold_250_c1_29	CAE6153416.1|PL4_2	46.4	349	180	6	6	351	594	938	1.67e-105	335
5mSIPHEX1_10-scaffold_250_c1_36	UPU88665.1|CBM2	42.0	802	406	21	11	765	19	808	3.33e-170	524
5mSIPHEX1_10-scaffold_250_c1_37	ANY76318.1|CBM50	36.3	589	334	14	35	605	31	596	9.07e-110	349
5mSIPHEX1_10-scaffold_28_c1_116	QKX60855.1|GT22	60.8	286	109	2	2	284	574	859	2.16e-107	336
5mSIPHEX1_10-scaffold_28_c1_117	CAD7280782.1|GT2	64.9	348	119	2	21	367	1794	2139	6.56e-134	428
5mSIPHEX1_10-scaffold_28_c1_119	CAD7280782.1|GT2	61.3	351	122	2	43	392	1178	1515	6.26e-120	389
5mSIPHEX1_10-scaffold_28_c1_120	CAD7280782.1|GT2	62.5	775	264	1	182	929	384	1158	0.0	994
5mSIPHEX1_10-scaffold_28_c1_121	URI23168.1|GT51	72.5	233	60	3	4	233	6	237	2.63e-126	362
5mSIPHEX1_10-scaffold_28_c1_146	QYU68416.1|GT2	60.9	304	119	0	7	310	419	722	2.77e-116	358
5mSIPHEX1_10-scaffold_28_c1_164	AZR43286.1|GH73	99.7	329	1	0	1	329	1	329	3.87e-234	642
5mSIPHEX1_10-scaffold_28_c1_165	CAD7222057.1|GH73	61.0	346	134	1	11	355	206	551	3.31e-134	408
5mSIPHEX1_10-scaffold_28_c1_226	UPM44564.1|AA0	65.4	711	242	2	27	736	7	714	0.0	963
5mSIPHEX1_10-scaffold_28_c1_231	CAE6179499.1|GH152	38.4	705	336	16	37	656	71	762	4.47e-138	436
5mSIPHEX1_10-scaffold_28_c1_66	QKX53460.1|AA4	46.9	407	207	4	5	407	637	1038	1.30e-123	387
5mSIPHEX1_10-scaffold_32_c1_203	CAD7252417.1|GH13	45.8	572	295	10	133	693	345	912	1.72e-126	416
5mSIPHEX1_10-scaffold_32_c1_207	AGL64345.2|GT2	47.1	594	287	7	264	839	266	850	2.53e-173	528
5mSIPHEX1_10-scaffold_32_c1_30	ARM83126.1|GT4	99.7	738	2	0	1	738	1	738	0.0	1470
5mSIPHEX1_10-scaffold_32_c1_41	CAD7251071.1|GT51	65.7	350	119	1	4	353	215	563	7.69e-152	464
5mSIPHEX1_10-scaffold_322_c1_1	QUF70630.1|GH24	67.6	358	116	0	1	358	291	648	3.58e-104	335
5mSIPHEX1_10-scaffold_322_c1_11	AGN91810.2|GT4	51.2	477	220	5	1	468	2	474	1.57e-160	467
5mSIPHEX1_10-scaffold_322_c1_35	AHI32326.1|GT19	100	394	0	0	1	394	1	394	1.50e-273	747
5mSIPHEX1_10-scaffold_327_c1_12	ALR09732.2|GH92	41.8	737	399	12	55	771	3	729	1.10e-165	501
5mSIPHEX1_10-scaffold_327_c1_30	AXS84777.1|CBM50	44.4	855	468	7	11	863	55	904	5.48e-234	686
5mSIPHEX1_10-scaffold_327_c1_9	AZR40324.1|GT51	99.9	828	1	0	1	828	1	828	0.0	1578
5mSIPHEX1_10-scaffold_349_c1_10	AZR40352.1|GT4	97.3	371	10	0	1	371	1	371	1.22e-265	725
5mSIPHEX1_10-scaffold_349_c1_11	AHI32809.1|GT4	98.9	351	4	0	1	351	1	351	3.04e-254	695
5mSIPHEX1_10-scaffold_349_c1_15	ARM85491.1|GT2	99.3	276	2	0	1	276	1	276	2.99e-209	575
5mSIPHEX1_10-scaffold_349_c1_16	ARM85492.1|GT4	98.2	393	7	0	1	393	1	393	1.47e-284	775
5mSIPHEX1_10-scaffold_349_c1_22	ARM85498.1|GT2	100	297	0	0	1	297	1	297	1.26e-207	572
5mSIPHEX1_10-scaffold_349_c1_24	ARM85500.1|GT25	100	262	0	0	1	262	1	262	9.51e-190	524
5mSIPHEX1_10-scaffold_349_c1_28	AZR40369.1|GT9	99.4	343	2	0	1	343	1	343	2.91e-252	689
5mSIPHEX1_10-scaffold_349_c1_7	AHI32812.1|GT30	99.5	422	2	0	1	422	1	422	4.40e-303	824
5mSIPHEX1_10-scaffold_36_c1_105	AHI30650.1|GH84	100	357	0	0	1	357	1	357	1.13e-272	742
