Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
5mSIPHEX2_16-scaffold_1051_c1_10	QEE50492.1|CE11	88.2	321	38	0	1	321	142	462	4.71e-205	573
5mSIPHEX2_16-scaffold_1078_c1_2	ARV13809.1|GT4	52.6	367	170	3	4	367	3	368	2.95e-140	408
5mSIPHEX2_16-scaffold_1111_c1_5	CAE6110940.1|CE8	43.3	554	284	11	13	556	254	787	3.09e-128	407
5mSIPHEX2_16-scaffold_1202_c1_2	AUC13626.1|CBM50	44.5	625	325	14	25	631	23	643	3.17e-159	479
5mSIPHEX2_16-scaffold_1207_c1_1	CAD7252417.1|GH13	56.7	471	198	3	130	594	341	811	1.66e-163	511
5mSIPHEX2_16-scaffold_1208_c1_5	UGS23634.1|GT2	77.7	247	55	0	4	250	5	251	8.05e-142	402
5mSIPHEX2_16-scaffold_1218_c1_10	UGS21007.1|GH92	87.9	601	72	1	1	600	1	601	0.0	1090
5mSIPHEX2_16-scaffold_1240_c1_4	CUS04494.2|GH39	54.5	851	349	6	1	814	408	1257	3.73e-311	894
5mSIPHEX2_16-scaffold_1240_c1_6	CUS04494.2|GH39	54.2	325	145	1	3	323	9	333	1.62e-115	367
5mSIPHEX2_16-scaffold_1260_c1_2	UGS23272.1|GT30	78.6	415	82	1	1	415	1	408	1.49e-238	660
5mSIPHEX2_16-scaffold_1264_c1_5	VEJ19452.1|GT4	78.0	327	72	0	5	331	370	696	1.20e-176	511
5mSIPHEX2_16-scaffold_127_c1_10	CAF2936868.1|GT43	37.0	583	318	15	23	575	11	574	6.01e-103	339
5mSIPHEX2_16-scaffold_127_c1_2	UOX34683.1|GT51	77.2	237	54	0	8	244	8	244	2.51e-128	367
5mSIPHEX2_16-scaffold_127_c1_28	AUC13626.1|CBM50	36.6	653	373	15	1	622	1	643	1.38e-113	360
