HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT4.hmm	160	5mSIPHEX2_16-scaffold_1078_c1_2	372	1.9e-20	5	151	197	333	0.9125
CE14.hmm	124	5mSIPHEX2_16-scaffold_1175_c1_6	815	2.9e-18	1	113	44	155	0.9032258064516129
GT2.hmm	170	5mSIPHEX2_16-scaffold_1208_c1_5	251	5.4e-39	1	128	6	131	0.7470588235294118
GH92.hmm	491	5mSIPHEX2_16-scaffold_1218_c1_10	600	9.4e-141	9	380	228	599	0.7556008146639511
GT30.hmm	177	5mSIPHEX2_16-scaffold_1260_c1_2	418	6.5e-47	10	176	45	207	0.9378531073446328
GT51.hmm	177	5mSIPHEX2_16-scaffold_127_c1_2	245	5.5e-54	12	173	74	234	0.9096045197740112
GT9.hmm	225	5mSIPHEX2_16-scaffold_1326_c1_9	333	3.3e-31	2	206	59	292	0.9066666666666666
AA4.hmm	522	5mSIPHEX2_16-scaffold_1363_c1_3	470	3.7e-28	15	259	6	241	0.4674329501915709
GT2.hmm	170	5mSIPHEX2_16-scaffold_1452_c1_4	314	1.7e-29	1	129	4	134	0.7529411764705882
GT2.hmm	170	5mSIPHEX2_16-scaffold_147_c2_32	367	1.6e-18	1	167	41	203	0.9764705882352941
CE1.hmm	227	5mSIPHEX2_16-scaffold_1497_c1_6	572	6.1e-20	5	221	322	568	0.9515418502202643
CE1.hmm	227	5mSIPHEX2_16-scaffold_1653_c1_3	215	1.4e-18	10	207	5	196	0.8678414096916299
GT4.hmm	160	5mSIPHEX2_16-scaffold_1807_c1_2	378	5e-37	6	153	196	340	0.91875
GH3.hmm	216	5mSIPHEX2_16-scaffold_1807_c1_4	961	2.7e-57	4	215	91	317	0.9768518518518519
GT2.hmm	170	5mSIPHEX2_16-scaffold_1935_c1_2	298	3.2e-25	2	147	14	149	0.8529411764705882
GT2.hmm	170	5mSIPHEX2_16-scaffold_1935_c1_3	283	3.3e-21	2	133	5	143	0.7705882352941177
GT2.hmm	170	5mSIPHEX2_16-scaffold_1952_c1_4	332	6.9e-22	2	168	6	181	0.9764705882352941
