HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT9.hmm	225	5mSIPHEX1_33-scaffold_100_c1_109	345	4.8e-43	2	205	84	321	0.9022222222222223
GT4.hmm	160	5mSIPHEX1_33-scaffold_100_c1_110	387	2.1e-28	9	159	202	357	0.9375
GT4.hmm	160	5mSIPHEX1_33-scaffold_100_c1_74	369	8.2e-25	9	136	188	302	0.79375
GH23.hmm	135	5mSIPHEX1_33-scaffold_101_c1_26	240	2.9e-28	5	116	50	166	0.8222222222222222
AA3_2.hmm	568	5mSIPHEX1_33-scaffold_101_c1_5	543	3.3e-169	3	566	2	529	0.9911971830985915
GH43_1.hmm	310	5mSIPHEX1_33-scaffold_101_c1_70	390	8e-149	1	309	55	379	0.9935483870967742
PL6.hmm	372	5mSIPHEX1_33-scaffold_135_c1_21	736	1.7e-133	3	369	42	410	0.9838709677419355
PL6_1.hmm	347	5mSIPHEX1_33-scaffold_135_c1_21	736	1e-41	4	208	472	674	0.5878962536023055
PL17_2.hmm	133	5mSIPHEX1_33-scaffold_135_c1_22	725	1.2e-27	44	132	177	260	0.6616541353383458
PL17.hmm	139	5mSIPHEX1_33-scaffold_135_c1_22	725	3.5e-50	2	137	380	515	0.9712230215827338
GH9.hmm	418	5mSIPHEX1_33-scaffold_135_c1_54	641	1.8e-110	3	418	148	631	0.992822966507177
GH102.hmm	157	5mSIPHEX1_33-scaffold_146_c1_90	408	2.5e-41	1	157	145	287	0.9936305732484076
GT30.hmm	177	5mSIPHEX1_33-scaffold_17_c1_164	421	7.2e-53	2	175	36	212	0.9774011299435028
AA7.hmm	458	5mSIPHEX1_33-scaffold_17_c1_251	470	1e-15	18	211	46	246	0.42139737991266374
AA7.hmm	458	5mSIPHEX1_33-scaffold_17_c1_63	477	4.8e-17	7	182	56	227	0.38209606986899564
AA6.hmm	195	5mSIPHEX1_33-scaffold_18_c1_106	196	3.4e-48	1	194	3	188	0.9897435897435898
GT83.hmm	540	5mSIPHEX1_33-scaffold_18_c1_243	685	6.1e-69	6	317	10	337	0.575925925925926
GT2.hmm	170	5mSIPHEX1_33-scaffold_18_c1_244	244	1.5e-23	1	166	8	170	0.9705882352941176
GT28.hmm	157	5mSIPHEX1_33-scaffold_18_c1_3	366	1.4e-41	1	155	187	349	0.9808917197452229
GH16_3.hmm	230	5mSIPHEX1_33-scaffold_18_c1_349	279	2.1e-39	2	230	38	273	0.991304347826087
AA7.hmm	458	5mSIPHEX1_33-scaffold_200_c1_23	479	1.2e-118	3	457	40	467	0.9912663755458515
CE20.hmm	249	5mSIPHEX1_33-scaffold_200_c1_36	648	6.2e-39	3	129	105	241	0.5060240963855421
CE20.hmm	249	5mSIPHEX1_33-scaffold_200_c1_36	648	1.4e-33	125	246	416	536	0.4859437751004016
GT2.hmm	170	5mSIPHEX1_33-scaffold_200_c1_45	228	6e-19	1	132	6	131	0.7705882352941177
GT2.hmm	197	5mSIPHEX1_33-scaffold_200_c1_5	731	7e-16	3	178	214	410	0.8883248730964467
GT51.hmm	177	5mSIPHEX1_33-scaffold_200_c1_50	893	5e-63	1	177	79	259	0.9943502824858758
AA3_2.hmm	568	5mSIPHEX1_33-scaffold_200_c1_57	546	5e-173	2	566	3	530	0.9929577464788732
GT2.hmm	170	5mSIPHEX1_33-scaffold_255_c1_3	403	1.1e-31	1	161	5	160	0.9411764705882353
