HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
AA3.hmm	618	700mSIPHEX1_1-scaffold_102_c1_116	525	7.7e-56	92	401	15	519	0.5
GH36.hmm	688	700mSIPHEX1_1-scaffold_133_c1_1	386	5e-125	323	673	4	342	0.5087209302325582
GH13_26.hmm	296	700mSIPHEX1_1-scaffold_133_c2_10	748	1.5e-99	2	294	27	293	0.9864864864864865
GH13_10.hmm	313	700mSIPHEX1_1-scaffold_133_c2_11	561	1.2e-115	1	312	111	414	0.9936102236421726
CBM48.hmm	76	700mSIPHEX1_1-scaffold_133_c2_8	681	2e-16	3	70	20	109	0.881578947368421
GH13_11.hmm	351	700mSIPHEX1_1-scaffold_133_c2_8	681	1.1e-157	1	351	188	536	0.9971509971509972
GT4.hmm	160	700mSIPHEX1_1-scaffold_154_c1_57	411	1.5e-38	8	157	214	369	0.93125
GT4.hmm	160	700mSIPHEX1_1-scaffold_154_c1_58	387	9.7e-26	7	159	197	354	0.95
GT1.hmm	382	700mSIPHEX1_1-scaffold_168_c1_10	415	7.6e-47	33	380	19	395	0.9083769633507853
GT25.hmm	181	700mSIPHEX1_1-scaffold_168_c1_66	284	5.7e-35	3	179	11	183	0.9723756906077348
CE4.hmm	130	700mSIPHEX1_1-scaffold_19_c1_11	301	3.5e-21	10	126	37	176	0.8923076923076924
AA3.hmm	618	700mSIPHEX1_1-scaffold_19_c1_174	563	5.4e-53	86	400	3	556	0.5080906148867314
GT2.hmm	230	700mSIPHEX1_1-scaffold_19_c1_197	717	6.1e-33	4	228	276	500	0.9739130434782609
GH25.hmm	177	700mSIPHEX1_1-scaffold_19_c1_214	269	3.9e-51	1	177	66	242	0.9943502824858758
GT8.hmm	257	700mSIPHEX1_1-scaffold_19_c1_216	283	1.2e-27	27	255	18	248	0.8871595330739299
GH109.hmm	399	700mSIPHEX1_1-scaffold_19_c1_264	337	8.4e-24	6	157	2	144	0.37844611528822053
AA7.hmm	458	700mSIPHEX1_1-scaffold_19_c1_316	487	8.3e-18	14	185	51	229	0.37336244541484714
GT4.hmm	160	700mSIPHEX1_1-scaffold_265_c1_10	389	9.8e-24	12	130	192	303	0.7375
CE1.hmm	227	700mSIPHEX1_1-scaffold_265_c1_14	349	2.8e-28	3	193	85	278	0.8370044052863436
GT4.hmm	160	700mSIPHEX1_1-scaffold_265_c1_21	423	1e-25	14	151	245	380	0.85625
GT4.hmm	160	700mSIPHEX1_1-scaffold_265_c1_22	393	1.4e-37	7	159	209	363	0.95
GT2.hmm	170	700mSIPHEX1_1-scaffold_265_c1_26	332	4.5e-17	2	118	21	133	0.6823529411764706
