Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
700mSIPHEX1_1-scaffold_102_c1_76	AWZ17133.1|GH13_30	35.4	1054	589	21	1	992	436	1459	9.51e-165	533
700mSIPHEX1_1-scaffold_133_c1_1	QXI65605.1|GH36	97.9	385	8	0	1	385	296	680	3.05e-282	780
700mSIPHEX1_1-scaffold_133_c1_28	ATE86697.1|GH36	49.1	513	234	3	9	521	725	1210	3.25e-152	471
700mSIPHEX1_1-scaffold_133_c1_8	CAI32746.2|GT4	53.8	390	174	1	6	389	3	392	3.34e-140	409
700mSIPHEX1_1-scaffold_133_c2_10	AZY95338.1|GH13_26	98.1	747	14	0	1	747	1	747	0.0	1455
700mSIPHEX1_1-scaffold_133_c2_11	QXI65566.1|CBM48|GH13_10	98.8	560	7	0	1	560	1	560	0.0	1163
700mSIPHEX1_1-scaffold_133_c2_8	QXI65569.1|CBM48|GH13_11	100	680	0	0	1	680	1	680	0.0	1417
700mSIPHEX1_1-scaffold_154_c1_56	AZY94403.1|GT1	99.5	417	2	0	1	417	1	417	8.52e-303	823
700mSIPHEX1_1-scaffold_154_c1_57	AZY94404.1|GT4	99.0	410	4	0	1	410	1	410	2.15e-297	809
700mSIPHEX1_1-scaffold_154_c1_58	QXI63511.1|GT4	97.9	386	8	0	1	386	1	386	2.36e-266	728
700mSIPHEX1_1-scaffold_154_c1_59	AVD70564.1|GT4	52.1	606	282	3	6	605	414	1017	7.69e-195	580
700mSIPHEX1_1-scaffold_168_c1_10	QXI65338.1|GT1	98.3	414	7	0	1	414	1	414	9.57e-303	823
700mSIPHEX1_1-scaffold_168_c1_28	UAJ15154.1|GH67	53.1	392	175	4	6	396	2	385	2.09e-129	403
700mSIPHEX1_1-scaffold_168_c1_66	AZY95820.1|GT25	99.6	283	1	0	1	283	13	295	1.82e-205	566
700mSIPHEX1_1-scaffold_19_c1_197	AZY94584.1|GT2	96.5	716	25	0	1	716	1	716	0.0	1377
700mSIPHEX1_1-scaffold_19_c1_212	ALR08738.2|GT83	38.9	592	340	10	5	585	2	582	2.44e-128	394
700mSIPHEX1_1-scaffold_19_c1_214	QXI63182.1|GH25	100	268	0	0	1	268	1	268	7.64e-208	570
700mSIPHEX1_1-scaffold_19_c1_216	AZY94600.1|GT8	98.6	282	4	0	1	282	1	282	8.26e-210	577
700mSIPHEX1_1-scaffold_19_c1_343	CAD7245033.1|GT58	75.8	480	104	3	4	474	1053	1529	1.38e-228	688
700mSIPHEX1_1-scaffold_19_c1_349	AGL63717.2|GT4	43.6	628	292	9	180	750	107	729	8.90e-163	494
700mSIPHEX1_1-scaffold_265_c1_10	QXI65705.1|GT4	96.4	388	14	0	1	388	1	388	6.17e-279	760
700mSIPHEX1_1-scaffold_265_c1_19	QXI65696.1|GT2	97.8	279	6	0	1	279	1	279	3.44e-196	542
700mSIPHEX1_1-scaffold_265_c1_21	QXI65694.1|GT4	98.3	422	7	0	1	422	1	422	4.40e-303	824
700mSIPHEX1_1-scaffold_265_c1_22	QXI65693.1|GT4	97.4	392	10	0	1	392	1	392	7.10e-271	740
700mSIPHEX1_1-scaffold_265_c1_26	QXI65689.1|GT2	98.8	331	4	0	1	331	1	331	2.01e-237	650
700mSIPHEX1_1-scaffold_265_c1_28	AZY95417.1|GT2	98.8	325	4	0	1	325	1	325	9.90e-235	643
700mSIPHEX1_1-scaffold_265_c1_29	ULP73394.1|GT2	39.1	1362	788	22	9	1346	1222	2566	2.31e-261	861
700mSIPHEX1_1-scaffold_265_c1_7	QXI65708.1|GT4	98.2	672	12	0	1	672	1	672	0.0	1275
700mSIPHEX1_1-scaffold_265_c1_8	QXI65707.1|GT0	97.2	386	11	0	1	386	1	386	2.09e-285	776
700mSIPHEX1_1-scaffold_265_c1_9	QXI65706.1|GT2	97.8	322	7	0	1	322	1	322	1.60e-243	665
700mSIPHEX1_1-scaffold_297_c1_2	QXI65679.1|GT4	97.4	387	10	0	1	387	1	387	3.54e-273	746
700mSIPHEX1_1-scaffold_297_c1_29	CUS03126.2|CBM50	46.0	411	193	8	19	403	7	414	1.40e-109	333
700mSIPHEX1_1-scaffold_297_c1_3	AZY95486.1|GT26	99.2	251	2	0	1	251	1	251	1.82e-173	482
700mSIPHEX1_1-scaffold_297_c1_5	QXI65676.1|GT4	97.6	414	10	0	1	414	1	414	6.08e-290	790
700mSIPHEX1_1-scaffold_32_c1_119	CAG7883609.1|GT1	41.6	788	425	8	75	835	260	1039	8.05e-177	542
700mSIPHEX1_1-scaffold_32_c1_132	QYO62262.1|GH13	72.2	335	92	1	3	337	2	335	2.56e-155	456
700mSIPHEX1_1-scaffold_32_c1_152	CAE6204650.1|GH28	51.0	598	285	4	7	597	747	1343	9.48e-198	596
700mSIPHEX1_1-scaffold_32_c1_174	UKZ91289.1|AA0	53.2	754	316	7	14	734	1	750	3.99e-275	780
700mSIPHEX1_1-scaffold_32_c1_185	CUS04494.2|GH39	55.2	330	138	3	17	343	15	337	5.99e-108	347
700mSIPHEX1_1-scaffold_32_c1_186	CUS04494.2|GH39	60.8	925	323	7	5	895	341	1259	0.0	1068
700mSIPHEX1_1-scaffold_32_c1_187	CAB3230510.1|AA3_2	49.2	535	263	3	15	540	27	561	5.27e-181	526
