Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
5mSIPHEX1_0-scaffold_12_c2_117	-	CE14(7-119)	CE14_e39	-	N	2
5mSIPHEX1_0-scaffold_12_c2_68	1.10.3.2:1	AA1(40-550)	AA1_e1	-	Y(1-27)	2
5mSIPHEX1_0-scaffold_1458_c1_3	-	GT4(256-409)	GT4_e2929	GT4	N	3
5mSIPHEX1_0-scaffold_190_c1_15	-	GT28(192-354)	GT28_e3	GT28	N	3
5mSIPHEX1_0-scaffold_190_c1_23	-	CE11(2-273)	CE11_e5	CE11	N	3
5mSIPHEX1_0-scaffold_23_c1_146	-	GH103(8-301)	GH103_e38	GH103	N	3
5mSIPHEX1_0-scaffold_23_c1_158	-	GT51(72-228)	GT51_e37	GT51	N	3
5mSIPHEX1_0-scaffold_23_c1_187	-	GH102(100-206)	GH102_e35	GH102	N	3
5mSIPHEX1_0-scaffold_23_c1_19	-	GT30(35-191)	GT30_e4	GT30	N	3
5mSIPHEX1_0-scaffold_23_c1_221	-	GT4(197-340)	GT4_e3800	GT4	N	3
5mSIPHEX1_0-scaffold_23_c1_31	-	GH23(532-668)	GH23_e847	GH23	Y(1-24)	3
5mSIPHEX1_0-scaffold_23_c1_82	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	CBM48(22-113)+GH13_11(191-540)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3
5mSIPHEX1_0-scaffold_23_c1_85	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	CBM48(29-119)+GH13_11(200-548)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3
5mSIPHEX1_0-scaffold_23_c1_86	2.4.1.21:29	GT5(8-477)	GT5_e31	GT5	N	3
5mSIPHEX1_0-scaffold_23_c1_88	2.4.1.18:57|2.4.1.18:14	CBM48(120-203)+GH13_9(273-572)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3
5mSIPHEX1_0-scaffold_23_c1_89	2.4.1.1:158	GT35(101-797)	GT35_e0	GT35	N	3
5mSIPHEX1_0-scaffold_23_c1_90	3.2.1.20:1	GH13_23(30-376)	GH13_e140	GH13_23	N	3
5mSIPHEX1_0-scaffold_23_c1_92	3.2.1.141:34|3.2.1.1:4|-	GH13_10(137-445)	CBM48_e0+GH13_e120	GH13_10	N	3
5mSIPHEX1_0-scaffold_23_c1_93	-	GH13_26(34-310)	GH13_e100	GH13_26	N	3
5mSIPHEX1_0-scaffold_2931_c1_2	-	GT4(207-360)	GT4_e1410	GT4	N	3
5mSIPHEX1_0-scaffold_2955_c1_1	-	GT4(198-343)	GT4_e2199	GT4	N	3
5mSIPHEX1_0-scaffold_2955_c1_4	-	CE14(11-120)	CE14_e48	-	N	2
5mSIPHEX1_0-scaffold_3_c1_104	-	GT2(53-149)	GT2	GT0	N	3
5mSIPHEX1_0-scaffold_3_c1_105	-	GT2(20-116)	GT2	GT0	N	3
5mSIPHEX1_0-scaffold_3_c1_106	-	GT14(5-247)	GT14_e83	GT14	Y(1-17)	3
5mSIPHEX1_0-scaffold_3_c1_147	-	AA7(51-230)	-	-	N	1
5mSIPHEX1_0-scaffold_3_c1_154	-	GT14(4-246)	GT14_e60	GT14	N	3
5mSIPHEX1_0-scaffold_3_c1_215	2.4.1.213:1	GT20(3-483)	GT20_e8	GT20	N	3
5mSIPHEX1_0-scaffold_3_c1_222	-	GH13_18(99-439)	GH13_e237	GH13_18	N	3
5mSIPHEX1_0-scaffold_3_c1_448	-	GT30(33-210)	GT30_e29	GT30	N	3
5mSIPHEX1_0-scaffold_3_c1_489	2.4.99.-:2|2.4.99.-:2	GT107(53-336)+GT107(313-698)	GT107_e0+GT107_e0	GT107	N	3
5mSIPHEX1_0-scaffold_3_c1_53	-	CE1(21-272)	-	-	N	1
5mSIPHEX1_0-scaffold_3_c1_531	-	AA4(9-222)	AA4_e1	-	N	2
5mSIPHEX1_0-scaffold_3_c1_557	-	GT83(14-400)	GT83_e87	-	N	2
