Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
5mSIPHEX2_14-scaffold_1643_c1_4	-	AA3(10-497)	-	-	N	1
5mSIPHEX2_14-scaffold_185_c2_33	-	GH23(40-173)	GH23_e145	GH23	Y(1-23)	3
5mSIPHEX2_14-scaffold_18_c1_244	3.2.1.1:2|3.2.1.-:1|3.2.1.-:1	GH13_24(52-323)+CBM20(474-564)	GH13_e23+CBM20_e11	CBM20+GH13_32	Y(1-27)	3
5mSIPHEX2_14-scaffold_18_c1_56	-	CE1(21-277)	-	-	N	1
5mSIPHEX2_14-scaffold_1_c1_172	3.2.1.41:5|3.2.1.1:4|3.2.1.41:28|3.2.1.68:4|3.2.1.41:2	CBM41(50-153)+GH13_13(451-869)	CBM41_e2+CBM48_e30+GH13_e108	CBM41+CBM48+GH13_13	Y(1-19)	3
5mSIPHEX2_14-scaffold_1_c1_201	3.2.1.-:1|3.2.1.1:1	GH13_19(149-527)	GH13_e62	GH13_19	Y(1-27)	3
5mSIPHEX2_14-scaffold_1_c1_206	3.2.1.20:1	GH13_23(29-375)	GH13_e140	GH13_23	N	3
5mSIPHEX2_14-scaffold_1_c1_235	-	CE4(80-205)	CE4_e95	-	Y(1-25)	2
5mSIPHEX2_14-scaffold_1_c1_344	-	GT4(183-324)	GT4_e3127	GT4	N	3
5mSIPHEX2_14-scaffold_1_c1_368	-	CE4(39-148)	CE4_e165	-	N	2
5mSIPHEX2_14-scaffold_1_c1_369	-	GT2(46-166)	GT2	GT2	N	3
5mSIPHEX2_14-scaffold_1_c1_371	-	GT4(204-346)	GT4_e2646	GT4	N	3
5mSIPHEX2_14-scaffold_1_c1_372	-	GT4(187-335)	GT4_e2064	GT4	N	3
5mSIPHEX2_14-scaffold_1_c1_374	-	GT2(8-166)	GT2	GT2	N	3
5mSIPHEX2_14-scaffold_1_c1_375	-	CE4(80-281)	CE4_e247	-	N	2
5mSIPHEX2_14-scaffold_1_c1_376	-	GT2(5-159)	GT2	GT2	N	3
5mSIPHEX2_14-scaffold_1_c1_381	-	GT2(7-125)	GT2	GT2	N	3
5mSIPHEX2_14-scaffold_1_c1_382	-|-|-|-|-	CBM57(36-177)+CBM57(287-427)+CBM57(537-680)+CBM57(790-933)+AA5_2(1221-1696)	CBM57_e27+CBM57_e27+CBM57_e27+CBM57_e27+AA5_e0	CBM57	Y(1-27)	3
5mSIPHEX2_14-scaffold_1_c1_384	-	GT2(6-130)	GT2	GT2	N	3
5mSIPHEX2_14-scaffold_1_c1_385	2.4.1.-:1	GT2(9-148)	GT2	GT2	N	3
5mSIPHEX2_14-scaffold_1_c1_475	-|-|-|-	GH23(148-287)	GH23_e418+CBM50_e496+CBM50_e496+CBM50_e496	CBM50+GH23	Y(1-22)	3
5mSIPHEX2_14-scaffold_1_c1_600	-	AA3_2(2-529)	AA3_e57	AA3_2	N	3
5mSIPHEX2_14-scaffold_24_c1_164	-	GH73(178-314)	GH73_e204	GH73	N	3
5mSIPHEX2_14-scaffold_24_c1_273	-	CE13(57-246)	-	-	N	1
5mSIPHEX2_14-scaffold_273_c1_10	-	GT4(188-337)	GT4_e1776	GT4	N	3
