Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
5mSIPHEX2_14-scaffold_1_c1_161	CAE6110940.1|CE8	44.0	539	279	10	27	557	265	788	9.82e-142	443
5mSIPHEX2_14-scaffold_1_c1_162	CAE6076421.1|GH27	43.8	496	238	7	2	458	11	504	3.17e-120	378
5mSIPHEX2_14-scaffold_1_c1_172	AZR42596.1|CBM41|CBM48|GH13_13	99.9	1051	1	0	1	1051	1	1051	0.0	2057
5mSIPHEX2_14-scaffold_1_c1_186	ATE86697.1|GH36	49.3	487	236	6	1	482	717	1197	2.56e-155	478
5mSIPHEX2_14-scaffold_1_c1_197	CCO12112.2|GH13_31	60.3	431	162	3	1	426	1	427	1.26e-170	490
5mSIPHEX2_14-scaffold_1_c1_201	AZR42625.1|GH13_19	98.7	607	8	0	1	607	1	607	0.0	1248
5mSIPHEX2_14-scaffold_1_c1_206	AZR42630.1|GH13_23	99.4	536	3	0	1	536	1	536	0.0	1137
5mSIPHEX2_14-scaffold_1_c1_241	AKG15649.2|GT51	37.1	842	471	7	6	797	24	856	5.83e-173	525
5mSIPHEX2_14-scaffold_1_c1_255	ALR09738.2|GH18	46.4	388	205	3	13	399	11	396	6.32e-106	328
5mSIPHEX2_14-scaffold_1_c1_274	AGL63717.2|GT4	42.8	631	296	9	172	744	107	730	7.99e-162	491
5mSIPHEX2_14-scaffold_1_c1_297	AGL64353.2|CBM50|GH25	47.2	574	289	6	1	569	1	565	2.01e-177	518
5mSIPHEX2_14-scaffold_1_c1_303	CAE6201330.1|GH1	38.3	637	363	13	3	618	582	1209	3.52e-136	432
5mSIPHEX2_14-scaffold_1_c1_310	AVI59029.1|GT2	43.0	440	241	5	1	439	1	431	4.00e-113	344
5mSIPHEX2_14-scaffold_1_c1_313	ALR08738.2|GT83	54.7	596	253	7	1	587	1	588	8.03e-219	625
5mSIPHEX2_14-scaffold_1_c1_344	AZR42773.1|GT4	98.1	648	12	0	1	648	1	648	0.0	1255
5mSIPHEX2_14-scaffold_1_c1_352	AZR42781.1|GT2	98.9	703	8	0	1	703	1	703	0.0	1376
5mSIPHEX2_14-scaffold_1_c1_369	AXS82130.1|GT2	70.1	385	115	0	1	385	1	385	6.29e-185	522
5mSIPHEX2_14-scaffold_1_c1_371	AHI32142.1|GT4	100	380	0	0	1	380	1	380	5.87e-273	744
5mSIPHEX2_14-scaffold_1_c1_372	AHI33273.1|GT4	100	368	0	0	1	368	1	368	1.49e-269	735
5mSIPHEX2_14-scaffold_1_c1_373	QCF26297.1|GT4	74.2	446	115	0	1	446	376	821	1.48e-243	690
5mSIPHEX2_14-scaffold_1_c1_374	AHI32140.1|GT2	100	295	0	0	1	295	6	300	1.33e-225	618
5mSIPHEX2_14-scaffold_1_c1_376	AHI33271.1|GT2	100	310	0	0	1	310	1	310	4.32e-226	620
5mSIPHEX2_14-scaffold_1_c1_381	AHI32138.1|GT2	100	324	0	0	1	324	1	324	6.45e-235	644
5mSIPHEX2_14-scaffold_1_c1_382	AHI33267.1|CBM57	99.5	1485	8	0	1	1485	1	1485	0.0	2383
5mSIPHEX2_14-scaffold_1_c1_384	AHI33265.1|GT2	99.1	320	3	0	1	320	1	320	2.15e-231	634
5mSIPHEX2_14-scaffold_1_c1_385	AHI33264.1|GT2	99.4	326	2	0	1	326	1	326	5.30e-235	644
5mSIPHEX2_14-scaffold_1_c1_459	AKG15280.2|GH103	65.8	485	164	2	1	483	1	485	2.17e-232	652
5mSIPHEX2_14-scaffold_1_c1_461	AGL63871.2|GT2	45.9	505	233	7	350	851	515	982	5.98e-124	403
5mSIPHEX2_14-scaffold_1_c1_472	AZV31449.1|GH23	69.1	363	108	2	1	360	817	1178	1.38e-161	488
5mSIPHEX2_14-scaffold_1_c1_473	AZV31449.1|GH23	51.3	567	269	3	1	564	245	807	4.63e-204	606
5mSIPHEX2_14-scaffold_1_c1_475	ARM84155.1|CBM50|GH23	99.8	574	1	0	1	574	1	574	0.0	1135
5mSIPHEX2_14-scaffold_1_c1_488	CUS04494.2|GH39	59.9	1258	468	6	8	1231	4	1259	0.0	1439
5mSIPHEX2_14-scaffold_1_c1_519	QOF98722.1|GT87	59.1	553	216	6	3	550	12	559	5.34e-238	671
5mSIPHEX2_14-scaffold_1_c1_546	ARM84234.1|GT4	99.7	325	1	0	1	325	1	325	8.23e-243	664
5mSIPHEX2_14-scaffold_1_c1_600	QWC20507.1|AA3_2	48.6	531	257	8	2	528	6	524	8.72e-163	479
5mSIPHEX2_14-scaffold_1274_c1_2	CAN80640.1|GT47	45.0	422	227	4	7	425	944	1363	2.62e-105	345
5mSIPHEX2_14-scaffold_1274_c1_3	AKG14948.2|GT28	41.2	743	358	19	6	730	17	698	5.75e-161	486
5mSIPHEX2_14-scaffold_128_c1_57	CAD7226128.1|GH38	35.6	722	390	14	11	688	1345	2035	3.46e-123	410
5mSIPHEX2_14-scaffold_128_c1_60	CCO12868.2|GH1	45.5	1414	515	10	17	1392	7	1203	0.0	1176
5mSIPHEX2_14-scaffold_153_c1_29	ALR08391.2|GT4	57.3	351	140	2	1	341	1	351	1.14e-128	379
5mSIPHEX2_14-scaffold_153_c1_46	AMJ20543.1|GH13_11	56.0	407	175	2	12	415	4	409	6.60e-154	446
5mSIPHEX2_14-scaffold_153_c1_6	AGL63717.2|GT4	46.6	671	289	8	161	830	107	709	1.07e-181	545
5mSIPHEX2_14-scaffold_18_c1_164	QSX34227.1|CBM2	37.3	579	331	12	26	588	536	1098	1.53e-109	362
5mSIPHEX2_14-scaffold_18_c1_231	AHI30867.1|CBM50	100	338	0	0	1	338	1	338	5.58e-243	665
5mSIPHEX2_14-scaffold_18_c1_244	AHI30859.1|CBM20|GH13_32	100	569	0	0	3	571	2	570	0.0	1155
5mSIPHEX2_14-scaffold_18_c1_275	CAD7245033.1|GT58	64.9	473	149	5	2	458	1053	1524	1.42e-187	578
5mSIPHEX2_14-scaffold_18_c1_41	QCE13289.1|CE8	58.6	408	144	2	2	385	406	812	1.80e-151	468
5mSIPHEX2_14-scaffold_185_c2_33	ABA57149.1|GH23	83.5	182	29	1	6	186	6	187	6.70e-114	326
5mSIPHEX2_14-scaffold_1986_c1_2	QBQ55156.1|CBM50	37.4	666	391	8	25	683	51	697	8.45e-127	403
5mSIPHEX2_14-scaffold_2_c1_203	CAD7252417.1|GH13	45.8	572	295	10	133	693	345	912	1.72e-126	416
5mSIPHEX2_14-scaffold_2_c1_207	AGL64345.2|GT2	47.1	594	287	7	264	839	266	850	2.53e-173	528
5mSIPHEX2_14-scaffold_2_c1_30	ARM83126.1|GT4	99.7	738	2	0	1	738	1	738	0.0	1470
5mSIPHEX2_14-scaffold_2_c1_330	QYU66396.1|GH13_23	54.9	461	189	7	9	460	6	456	2.21e-147	443
5mSIPHEX2_14-scaffold_2_c1_350	AHI30650.1|GH84	100	357	0	0	1	357	1	357	1.13e-272	742
5mSIPHEX2_14-scaffold_2_c1_41	CAD7251071.1|GT51	65.7	350	119	1	4	353	215	563	7.69e-152	464
5mSIPHEX2_14-scaffold_2_c1_477	AZR41551.1|GH103	99.8	422	1	0	1	422	1	422	5.21e-311	844
5mSIPHEX2_14-scaffold_220_c1_1	QUF70630.1|GH24	49.4	494	236	5	7	490	4	493	2.28e-156	474
5mSIPHEX2_14-scaffold_220_c1_6	AXG45674.1|GH6	58.9	880	358	2	1	879	1	877	0.0	990
5mSIPHEX2_14-scaffold_24_c1_116	QKX60855.1|GT22	60.8	286	109	2	2	284	574	859	2.16e-107	336
5mSIPHEX2_14-scaffold_24_c1_117	CAD7280782.1|GT2	64.9	348	119	2	21	367	1794	2139	6.56e-134	428
5mSIPHEX2_14-scaffold_24_c1_119	CAD7280782.1|GT2	61.3	351	122	2	43	392	1178	1515	6.26e-120	389
5mSIPHEX2_14-scaffold_24_c1_120	CAD7280782.1|GT2	62.5	775	264	1	182	929	384	1158	0.0	994
5mSIPHEX2_14-scaffold_24_c1_121	URI23168.1|GT51	72.5	233	60	3	4	233	6	237	2.63e-126	362
5mSIPHEX2_14-scaffold_24_c1_146	QYU68416.1|GT2	60.9	304	119	0	7	310	419	722	2.77e-116	358
5mSIPHEX2_14-scaffold_24_c1_164	AZR43286.1|GH73	99.7	329	1	0	1	329	1	329	3.87e-234	642
5mSIPHEX2_14-scaffold_24_c1_165	CAD7222057.1|GH73	61.0	346	134	1	11	355	206	551	3.31e-134	408
5mSIPHEX2_14-scaffold_24_c1_226	UPM44564.1|AA0	65.4	711	242	2	27	736	7	714	0.0	963
5mSIPHEX2_14-scaffold_24_c1_231	CAE6179499.1|GH152	38.4	705	336	16	37	656	71	762	4.47e-138	436
5mSIPHEX2_14-scaffold_24_c1_66	QKX53460.1|AA4	46.9	407	207	4	5	407	637	1038	1.30e-123	387
5mSIPHEX2_14-scaffold_273_c1_10	AZR40352.1|GT4	97.3	371	10	0	1	371	1	371	1.22e-265	725
5mSIPHEX2_14-scaffold_273_c1_11	AHI32809.1|GT4	98.9	351	4	0	1	351	1	351	3.04e-254	695
5mSIPHEX2_14-scaffold_273_c1_15	ARM85491.1|GT2	99.3	276	2	0	1	276	1	276	2.99e-209	575
5mSIPHEX2_14-scaffold_273_c1_16	ARM85492.1|GT4	98.2	393	7	0	1	393	1	393	1.47e-284	775
