Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
5mSIPHEX2_3-scaffold_110_c1_13	AAN05131.1|GT2|GT4	68.9	1322	380	10	4	1294	17	1338	0.0	1476
5mSIPHEX2_3-scaffold_110_c1_18	UFM63291.1|GT2	51.5	588	283	2	18	604	9	595	4.26e-208	599
5mSIPHEX2_3-scaffold_110_c1_2	CUS02574.2|GT2	49.6	351	141	4	1	351	1	315	1.24e-105	318
5mSIPHEX2_3-scaffold_110_c1_22	QAX32086.1|GT2	80.1	321	63	1	18	337	41	361	1.04e-186	524
5mSIPHEX2_3-scaffold_110_c1_26	AZV80652.1|GT4	83.1	414	70	0	1	414	1	414	8.05e-263	722
5mSIPHEX2_3-scaffold_110_c1_28	QWA11134.1|GT2	55.8	335	144	3	1	332	288	621	1.19e-123	374
5mSIPHEX2_3-scaffold_110_c1_30	QAY63367.1|GT2	59.2	287	114	2	11	296	317	601	8.57e-107	327
5mSIPHEX2_3-scaffold_110_c1_4	AAN05139.1|GT2	55.1	381	165	2	1	375	1	381	5.97e-131	386
5mSIPHEX2_3-scaffold_110_c1_5	AAN05138.1|GT2	58.0	326	125	2	1	319	1	321	4.35e-125	365
5mSIPHEX2_3-scaffold_113_c2_11	QDI74945.1|GT4	73.9	402	104	1	1	402	1	401	7.47e-201	564
5mSIPHEX2_3-scaffold_113_c2_12	QDI74946.1|GT2	65.0	286	89	2	21	305	3	278	3.87e-123	358
5mSIPHEX2_3-scaffold_113_c2_17	QDI74950.1|GT2	73.7	338	88	1	4	340	1	338	2.46e-180	507
5mSIPHEX2_3-scaffold_113_c2_18	ULP73394.1|GT2	41.8	1374	758	16	14	1372	1220	2566	1.41e-312	1009
5mSIPHEX2_3-scaffold_114_c1_32	ANP38606.1|GH3	68.4	335	106	0	1	335	1	335	1.14e-155	444
5mSIPHEX2_3-scaffold_114_c2_22	CCO12112.2|GH13_31	64.6	424	145	3	1	419	1	424	2.08e-191	542
5mSIPHEX2_3-scaffold_114_c2_32	AGL64700.2|GH23	49.5	321	158	2	33	349	37	357	1.25e-103	313
5mSIPHEX2_3-scaffold_126_c1_51	AWZ17133.1|GH13_30	35.2	1093	624	22	1	1043	401	1459	6.19e-175	562
5mSIPHEX2_3-scaffold_135_c2_37	QBR36525.1|GH103	81.6	266	44	1	2	267	3	263	5.70e-152	429
5mSIPHEX2_3-scaffold_138_c3_2	ANP37405.1|GT51	72.3	664	183	1	49	711	4	667	0.0	939
5mSIPHEX2_3-scaffold_140_c1_10	APG48063.1|GT2	58.7	566	223	1	126	680	78	643	2.54e-215	622
5mSIPHEX2_3-scaffold_140_c1_24	CAG7883609.1|GT1	39.1	857	474	10	36	852	192	1040	3.40e-174	536
5mSIPHEX2_3-scaffold_150_c1_1	ANP35221.1|GT41	51.6	541	262	0	16	556	56	596	4.11e-197	569
5mSIPHEX2_3-scaffold_159_c1_8	QWC20507.1|AA3_2	42.6	524	293	6	13	535	5	521	4.25e-135	407
5mSIPHEX2_3-scaffold_163_c1_45	UDL88316.1|GT51	68.9	244	72	2	3	242	7	250	4.30e-116	337
5mSIPHEX2_3-scaffold_166_c2_15	QDI75948.1|GH0	67.4	1315	412	5	1	1313	1	1300	0.0	1738
5mSIPHEX2_3-scaffold_173_c1_23	QDI75657.1|GT19	77.9	385	85	0	1	385	1	385	4.72e-202	566
5mSIPHEX2_3-scaffold_182_c1_28	QCO54780.1|GH13_18	83.0	583	98	1	1	582	1	583	0.0	1015
5mSIPHEX2_3-scaffold_182_c1_29	QCO54781.1|GT81	89.7	406	42	0	1	406	1	406	1.39e-275	753
5mSIPHEX2_3-scaffold_197_c1_13	AAN05131.1|GT2|GT4	70.8	1085	293	5	236	1298	252	1334	0.0	1504
5mSIPHEX2_3-scaffold_197_c1_18	QWK92973.1|GT2	51.3	610	291	2	1	610	1	604	9.89e-211	605
5mSIPHEX2_3-scaffold_197_c1_2	CUS02574.2|GT2	49.6	351	141	4	1	351	1	315	2.17e-106	320
5mSIPHEX2_3-scaffold_197_c1_22	AAN05124.1|GT2	68.6	322	93	3	26	347	5	318	6.15e-150	430
5mSIPHEX2_3-scaffold_197_c1_27	AZV80652.1|GT4	83.1	415	69	1	1	415	1	414	5.64e-261	717
5mSIPHEX2_3-scaffold_197_c1_29	QWA11134.1|GT2	55.5	335	145	3	1	332	288	621	1.56e-121	369
5mSIPHEX2_3-scaffold_197_c1_31	QAY63367.1|GT2	58.6	285	117	1	5	289	317	600	4.32e-108	330
5mSIPHEX2_3-scaffold_197_c1_34	AAN05172.1|GT2	65.1	645	217	2	4	648	25	661	2.89e-296	827
5mSIPHEX2_3-scaffold_197_c1_35	AAN05169.1|GT4	67.9	414	132	1	1	414	38	450	8.48e-212	594
5mSIPHEX2_3-scaffold_197_c1_5	AAN05139.1|GT2	50.9	385	180	3	1	380	1	381	1.19e-125	372
5mSIPHEX2_3-scaffold_197_c1_6	AAN05138.1|GT2	55.7	327	139	1	1	327	1	321	1.45e-125	367
5mSIPHEX2_3-scaffold_204_c2_5	QBQ55156.1|CBM50	35.7	678	418	6	119	795	44	704	1.69e-119	387
5mSIPHEX2_3-scaffold_207_c2_27	ANP36595.1|GH103	81.2	389	73	0	1	389	1	389	2.07e-234	648
5mSIPHEX2_3-scaffold_211_c1_5	ATG38150.1|CBM50	75.8	360	86	1	1	360	1	359	5.09e-204	568
5mSIPHEX2_3-scaffold_211_c1_6	AUQ92872.1|CBM50	74.8	341	84	2	1	339	1	341	1.23e-192	538
5mSIPHEX2_3-scaffold_244_c1_22	QYU68416.1|GT2	73.5	309	82	0	7	315	414	722	1.75e-146	436
5mSIPHEX2_3-scaffold_244_c1_27	AHD01217.1|GT51	87.8	834	101	1	1	834	1	833	0.0	1461
5mSIPHEX2_3-scaffold_316_c1_2	QIE45263.1|GT2	51.0	414	201	2	1	412	1	414	1.23e-140	412
5mSIPHEX2_3-scaffold_317_c1_19	CAN65674.1|GH28	45.8	546	270	6	74	617	109	630	3.51e-155	484
5mSIPHEX2_3-scaffold_323_c1_21	CAE6201330.1|GH1	53.5	649	286	9	12	647	566	1211	1.79e-231	681
5mSIPHEX2_3-scaffold_3363_c1_3	AXG45674.1|GH6	39.6	717	408	5	1	716	1	693	2.27e-165	503
5mSIPHEX2_3-scaffold_35_c1_43	AHD00241.1|GT2	72.9	229	59	1	1	229	1	226	1.76e-113	328
5mSIPHEX2_3-scaffold_35_c1_61	CAE6204650.1|GH28	50.8	599	287	5	6	597	746	1343	8.04e-196	591
5mSIPHEX2_3-scaffold_35_c2_112	ANP39559.1|GT4	55.4	437	180	3	4	440	3	424	1.54e-167	482
5mSIPHEX2_3-scaffold_35_c2_16	ALR08738.2|GT83	39.3	615	326	11	5	608	2	580	1.12e-130	400
5mSIPHEX2_3-scaffold_35_c2_42	ANP38208.1|GT0	71.0	283	82	0	12	294	4	286	1.57e-147	420
5mSIPHEX2_3-scaffold_35_c2_54	QYO62262.1|GH13	67.7	344	110	1	3	346	2	344	7.88e-147	434
5mSIPHEX2_3-scaffold_35_c2_73	CAD7245033.1|GT58	75.9	474	102	3	6	470	1055	1525	2.34e-231	696
5mSIPHEX2_3-scaffold_35_c2_79	AGL63717.2|GT4	42.7	634	301	9	182	758	107	735	7.46e-162	491
5mSIPHEX2_3-scaffold_350_c1_40	VCU58971.1|GH24	68.6	239	74	1	1	238	1	239	5.59e-114	331
5mSIPHEX2_3-scaffold_358_c2_19	ANF95373.1|CBM50	52.9	635	285	6	27	652	35	664	1.81e-233	671
5mSIPHEX2_3-scaffold_36_c1_20	ATF06583.1|GT28	84.0	363	58	0	1	363	1	363	1.48e-210	585
5mSIPHEX2_3-scaffold_36_c1_30	ANP38396.1|CE11	83.0	311	53	0	36	346	1	311	9.03e-185	517
5mSIPHEX2_3-scaffold_36_c2_1	ANP38443.1|GT4	79.7	276	56	0	1	276	1	276	1.30e-153	437
5mSIPHEX2_3-scaffold_36_c2_113	ALI93560.1|GH18	47.0	396	186	6	28	408	388	774	1.19e-104	331
5mSIPHEX2_3-scaffold_36_c2_2	ANP38444.1|GT30	66.8	434	144	0	11	444	11	444	6.95e-193	547
5mSIPHEX2_3-scaffold_36_c2_48	AHC21644.2|GH1	46.1	479	257	1	11	489	8	485	4.01e-147	437
5mSIPHEX2_3-scaffold_36_c2_61	ANP38511.1|CBM50	71.6	394	108	3	17	408	10	401	1.69e-180	513
5mSIPHEX2_3-scaffold_36_c2_67	AKG15280.2|GH103	54.8	485	209	6	1	480	1	480	5.02e-177	512
5mSIPHEX2_3-scaffold_36_c2_80	ANP38530.1|GT0	75.5	359	87	1	1	358	1	359	7.57e-200	559
5mSIPHEX2_3-scaffold_36_c2_82	ANP38532.1|GT0	70.6	788	224	2	1	787	1	781	0.0	1132
5mSIPHEX2_3-scaffold_36_c2_84	ANP40184.1|GT0	78.6	341	71	1	1	341	1	339	7.97e-199	554
5mSIPHEX2_3-scaffold_370_c1_18	UQD84776.1|CE4	68.9	293	91	0	1	293	1	293	6.23e-155	439
5mSIPHEX2_3-scaffold_374_c1_8	ANP35914.1|GH0	67.2	256	78	2	7	256	7	262	1.04e-106	314
5mSIPHEX2_3-scaffold_387_c1_20	APG47307.1|GH24	73.1	242	65	0	1	242	1	242	6.87e-125	358
5mSIPHEX2_3-scaffold_397_c1_10	CAG7911095.1|GH5_11	38.6	1040	463	25	5	1017	582	1472	2.44e-203	630
5mSIPHEX2_3-scaffold_51_c1_11	QXI64491.1|GT0	58.8	422	174	0	32	453	26	447	2.11e-175	503
5mSIPHEX2_3-scaffold_51_c1_13	ANP35839.1|GT107	77.4	647	140	3	30	676	1	641	0.0	1010
5mSIPHEX2_3-scaffold_51_c1_9	UAB77099.1|GH23	52.0	358	165	3	14	369	360	712	1.08e-109	341
5mSIPHEX2_3-scaffold_51_c2_18	QCE13289.1|CE8	46.9	409	188	4	16	400	409	812	2.63e-110	359
5mSIPHEX2_3-scaffold_51_c2_40	QOF98253.1|GT2	53.1	422	194	2	11	432	6	423	4.40e-155	450
5mSIPHEX2_3-scaffold_516_c1_16	CCO12102.2|GH13_31	51.5	330	157	3	10	336	5	334	2.57e-108	325
5mSIPHEX2_3-scaffold_521_c1_12	AGL63871.2|GT2	41.7	513	253	10	522	1032	514	982	7.97e-109	367
5mSIPHEX2_3-scaffold_521_c1_15	ANP36961.1|GH23	81.5	195	36	0	1	195	1	195	3.98e-117	335
5mSIPHEX2_3-scaffold_54_c2_25	ANP36266.1|GH25	75.6	271	63	2	1	271	1	268	1.76e-155	438
5mSIPHEX2_3-scaffold_54_c2_52	AZV31449.1|GH23	63.0	362	134	0	1	362	817	1178	8.05e-148	452
5mSIPHEX2_3-scaffold_54_c2_61	UQZ82377.1|CBM50	34.8	638	381	12	10	626	34	657	1.48e-106	342
5mSIPHEX2_3-scaffold_54_c2_81	CAD2222301.1|AA3	50.4	536	248	10	6	524	13	547	7.65e-173	504
5mSIPHEX2_3-scaffold_55_c1_102	AZL15609.1|GH0	70.5	308	91	0	3	310	4	311	1.99e-152	434
5mSIPHEX2_3-scaffold_55_c1_103	CAD7280782.1|GT2	52.2	356	157	3	21	375	1794	2137	4.87e-108	354
