HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT4.hmm	160	5mSIPHEX2_3-scaffold_110_c1_13	1296	2.6e-21	7	155	455	601	0.925
GT2.hmm	170	5mSIPHEX2_3-scaffold_110_c1_13	1296	6.1e-21	1	109	640	748	0.6352941176470588
GT4.hmm	160	5mSIPHEX2_3-scaffold_110_c1_13	1296	2e-21	12	150	1114	1253	0.8625
GT2.hmm	170	5mSIPHEX2_3-scaffold_110_c1_22	345	3.1e-19	2	97	27	124	0.5588235294117647
GT4.hmm	160	5mSIPHEX2_3-scaffold_110_c1_26	415	1.5e-19	8	156	213	374	0.925
GT2.hmm	170	5mSIPHEX2_3-scaffold_110_c1_4	389	5.9e-17	1	166	4	176	0.9705882352941176
GT4.hmm	160	5mSIPHEX2_3-scaffold_113_c2_11	410	1.1e-36	12	153	224	365	0.88125
GT2.hmm	170	5mSIPHEX2_3-scaffold_113_c2_12	306	6e-17	1	104	24	129	0.6058823529411764
GH3.hmm	216	5mSIPHEX2_3-scaffold_114_c1_32	336	1.6e-35	6	215	55	276	0.9675925925925926
GH103.hmm	295	5mSIPHEX2_3-scaffold_135_c2_37	269	7.3e-60	1	205	34	235	0.6915254237288135
GT51.hmm	177	5mSIPHEX2_3-scaffold_138_c3_2	716	1.7e-46	16	176	97	257	0.903954802259887
GT2.hmm	230	5mSIPHEX2_3-scaffold_140_c1_10	689	1.1e-33	1	228	306	533	0.9869565217391304
GH23.hmm	135	5mSIPHEX2_3-scaffold_140_c2_18	289	1.1e-28	11	124	155	267	0.837037037037037
GT41.hmm	705	5mSIPHEX2_3-scaffold_150_c1_1	569	1.8e-123	116	522	25	547	0.5758865248226951
AA3_2.hmm	568	5mSIPHEX2_3-scaffold_159_c1_8	541	1.3e-151	2	565	13	538	0.9911971830985915
GH23.hmm	135	5mSIPHEX2_3-scaffold_173_c1_2	202	4.7e-30	16	118	100	199	0.7555555555555555
GT19.hmm	354	5mSIPHEX2_3-scaffold_173_c1_23	387	2.7e-111	1	341	5	358	0.96045197740113
GH24.hmm	137	5mSIPHEX2_3-scaffold_1750_c1_6	227	1.6e-39	6	137	85	217	0.9562043795620438
GH13_18.hmm	343	5mSIPHEX2_3-scaffold_182_c1_28	583	3.2e-140	2	343	94	434	0.9941690962099126
GT81.hmm	293	5mSIPHEX2_3-scaffold_182_c1_29	407	1.2e-63	82	271	111	318	0.6450511945392492
GT4.hmm	160	5mSIPHEX2_3-scaffold_197_c1_13	1305	3.2e-18	7	159	459	609	0.95
GT2.hmm	170	5mSIPHEX2_3-scaffold_197_c1_13	1305	3.1e-21	1	122	644	766	0.711764705882353
GT4.hmm	160	5mSIPHEX2_3-scaffold_197_c1_13	1305	1.7e-19	10	135	1116	1238	0.78125
GT2.hmm	170	5mSIPHEX2_3-scaffold_197_c1_22	362	1.1e-16	2	93	29	122	0.5352941176470588
GT4.hmm	160	5mSIPHEX2_3-scaffold_197_c1_27	416	1.2e-19	8	156	214	375	0.925
GT4.hmm	160	5mSIPHEX2_3-scaffold_197_c1_35	417	9.7e-22	9	157	215	376	0.925
GT2.hmm	170	5mSIPHEX2_3-scaffold_197_c1_6	330	2e-16	1	98	4	99	0.5705882352941176
AA1.hmm	358	5mSIPHEX2_3-scaffold_204_c2_2	328	8e-18	102	357	2	320	0.7122905027932961
GH103.hmm	295	5mSIPHEX2_3-scaffold_207_c2_27	390	7.7e-92	1	294	25	317	0.9932203389830508
GT51.hmm	177	5mSIPHEX2_3-scaffold_244_c1_27	835	1.5e-62	2	176	60	235	0.9830508474576272
GT2.hmm	170	5mSIPHEX2_3-scaffold_316_c1_2	413	2.3e-18	1	112	4	112	0.6529411764705882
GH24.hmm	137	5mSIPHEX2_3-scaffold_350_c1_40	242	1.3e-46	5	137	101	229	0.9635036496350365
GH24.hmm	137	5mSIPHEX2_3-scaffold_358_c2_12	242	6.2e-47	4	136	100	228	0.9635036496350365
GT2.hmm	170	5mSIPHEX2_3-scaffold_35_c1_43	230	4.9e-16	1	113	6	111	0.6588235294117647
AA4.hmm	522	5mSIPHEX2_3-scaffold_35_c2_102	470	2.2e-26	14	254	14	242	0.45977011494252873
GT4.hmm	160	5mSIPHEX2_3-scaffold_35_c2_112	442	2.3e-18	12	153	242	384	0.88125
GT28.hmm	157	5mSIPHEX2_3-scaffold_36_c1_20	365	2.9e-44	2	157	186	348	0.9872611464968153
CE11.hmm	271	5mSIPHEX2_3-scaffold_36_c1_30	347	1.1e-93	1	270	37	309	0.992619926199262
GT4.hmm	160	5mSIPHEX2_3-scaffold_36_c2_1	276	2.6e-21	12	118	164	275	0.6625
GH109.hmm	399	5mSIPHEX2_3-scaffold_36_c2_120	379	4.2e-16	4	188	2	186	0.46115288220551376
GT30.hmm	177	5mSIPHEX2_3-scaffold_36_c2_2	445	2e-55	2	174	45	225	0.9717514124293786
GT2.hmm	96	5mSIPHEX2_3-scaffold_36_c2_46	324	1.1e-18	5	91	19	116	0.8958333333333334
GT2.hmm	96	5mSIPHEX2_3-scaffold_36_c2_80	363	2.6e-25	1	96	10	111	0.9895833333333334
GT2.hmm	96	5mSIPHEX2_3-scaffold_36_c2_82	788	1.3e-25	1	95	458	557	0.9791666666666666
GT2.hmm	96	5mSIPHEX2_3-scaffold_36_c2_84	353	1.8e-21	1	95	10	108	0.9791666666666666
CE4.hmm	130	5mSIPHEX2_3-scaffold_370_c1_18	300	1.2e-23	10	128	15	160	0.9076923076923077
GH24.hmm	137	5mSIPHEX2_3-scaffold_387_c1_20	243	3.3e-38	5	136	103	231	0.9562043795620438
GT107.hmm	532	5mSIPHEX2_3-scaffold_51_c1_13	679	5.4e-91	216	497	47	328	0.5281954887218046
GT107.hmm	532	5mSIPHEX2_3-scaffold_51_c1_13	679	8.4e-126	146	529	308	676	0.7199248120300752
GH25.hmm	177	5mSIPHEX2_3-scaffold_54_c2_25	272	2.7e-52	1	177	70	248	0.9943502824858758
AA3_2.hmm	568	5mSIPHEX2_3-scaffold_54_c2_81	530	2.1e-156	2	567	2	525	0.9947183098591549
CE9.hmm	373	5mSIPHEX2_3-scaffold_57_c1_114	388	6.6e-102	6	366	13	378	0.9651474530831099
GT2.hmm	170	5mSIPHEX2_3-scaffold_58_c2_39	253	7.7e-21	3	120	7	118	0.6882352941176471
AA3_2.hmm	568	5mSIPHEX2_3-scaffold_58_c2_4	552	7.8e-162	3	566	3	529	0.9911971830985915
GT4.hmm	160	5mSIPHEX2_3-scaffold_64_c1_100	367	1.9e-21	32	157	207	332	0.78125
GT1.hmm	382	5mSIPHEX2_3-scaffold_64_c1_102	379	4.9e-16	27	381	3	374	0.9267015706806283
GT4.hmm	160	5mSIPHEX2_3-scaffold_64_c1_99	415	6.5e-28	12	159	232	383	0.91875
CE1.hmm	227	5mSIPHEX2_3-scaffold_66_c1_74	311	3.6e-21	10	143	62	244	0.5859030837004405
GH23.hmm	135	5mSIPHEX2_3-scaffold_79_c1_25	656	2.2e-22	17	119	491	620	0.7555555555555555
GT51.hmm	177	5mSIPHEX2_3-scaffold_79_c1_61	751	1.4e-55	10	177	149	337	0.943502824858757
GT14.hmm	250	5mSIPHEX2_3-scaffold_79_c1_72	546	2e-55	1	235	24	266	0.936
