Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
5mSIPHEX1_11-scaffold_103_c1_22	-	GH23(484-620)	GH23_e953	GH23	Y(1-32)	3
5mSIPHEX1_11-scaffold_103_c1_71	-	AA6(5-193)	AA6_e2	-	N	2
5mSIPHEX1_11-scaffold_103_c1_89	-	GH23(534-686)	GH23_e770	GH23	Y(1-22)	3
5mSIPHEX1_11-scaffold_113_c1_25	3.2.1.52:1	GH3(59-281)	GH3_e78	GH3	N	3
5mSIPHEX1_11-scaffold_113_c1_86	2.4.1.-:1	GT4(184-316)	GT4_e50	-	N	2
5mSIPHEX1_11-scaffold_113_c1_88	-	GT2(9-172)	GT2	-	N	2
5mSIPHEX1_11-scaffold_113_c1_92	-	GT2(9-135)	GT2	-	N	2
5mSIPHEX1_11-scaffold_1205_c1_6	-	AA3(28-483)	-	-	N	1
5mSIPHEX1_11-scaffold_130_c1_14	-	AA3(36-535)	-	-	N	1
5mSIPHEX1_11-scaffold_130_c1_34	-	AA4(4-188)	AA4_e1	-	N	2
5mSIPHEX1_11-scaffold_148_c1_29	-	GT51(40-207)	GT51_e13	GT51	N	3
5mSIPHEX1_11-scaffold_164_c2_41	-	GT4(317-471)	GT4_e324	GT4	N	3
5mSIPHEX1_11-scaffold_164_c2_47	-	GH166(47-265)	GH166_e1	GH166	Y(1-19)	3
5mSIPHEX1_11-scaffold_164_c2_50	-	AA3_2(2-529)	AA3_e57	AA3_2	N	3
5mSIPHEX1_11-scaffold_168_c1_52	-	GH23(300-451)	GH23_e170	GH23	Y(1-27)	3
5mSIPHEX1_11-scaffold_216_c1_3	-	AA3(160-674)	-	-	N	1
5mSIPHEX1_11-scaffold_29_c1_121	2.4.99.-:25	GT30(32-211)	GT30_e0	GT30	Y(1-27)	3
5mSIPHEX1_11-scaffold_29_c1_181	2.4.-.-:2	GT51(48-217)	GT51_e98	GT51	N	3
5mSIPHEX1_11-scaffold_29_c1_238	2.4.1.129:11	GT51(207-376)	GT51_e28	GT51	N	3
5mSIPHEX1_11-scaffold_29_c1_63	-	GH103(26-320)	GH103_e38	GH103	Y(1-21)	3
5mSIPHEX1_11-scaffold_307_c1_21	-	GT4(197-301)	GT4_e2988	GT4	N	3
5mSIPHEX1_11-scaffold_33_c1_116	2.4.1.227:11	GT28(184-341)	GT28_e46	GT28	N	3
5mSIPHEX1_11-scaffold_33_c1_122	3.5.1.108:18	CE11(4-275)	CE11_e22	CE11	N	3
5mSIPHEX1_11-scaffold_33_c1_223	-	GH31(252-691)	GH31_e24	GH31	N	3
5mSIPHEX1_11-scaffold_33_c1_228	-	GH114(35-224)	GH114_e28	GH114	Y(1-20)	3
5mSIPHEX1_11-scaffold_43_c1_126	-	AA3(2-516)	-	-	N	1
5mSIPHEX1_11-scaffold_43_c1_52	2.4.1.182:13	GT19(11-366)	GT19_e17	GT19	N	3
5mSIPHEX1_11-scaffold_43_c1_70	-	AA3(17-511)	AA3_e4	-	N	2
5mSIPHEX1_11-scaffold_43_c1_72	-	AA3(32-526)	-	-	N	1
5mSIPHEX1_11-scaffold_45_c1_124	-|-|-	GH23(109-255)	GH23_e756+CBM50_e496+CBM50_e496	CBM50+GH23	Y(1-21)	3
