HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH13_23.hmm	344	5mSIPHEX2_25-scaffold_100_c1_50	552	3.4e-155	1	343	42	389	0.9941860465116279
GH1.hmm	429	5mSIPHEX2_25-scaffold_100_c1_55	441	2.7e-147	2	424	6	438	0.9836829836829837
GT4.hmm	160	5mSIPHEX2_25-scaffold_100_c1_8	356	1.1e-20	25	158	199	326	0.83125
GT4.hmm	160	5mSIPHEX2_25-scaffold_100_c1_9	413	3.4e-28	11	154	230	377	0.89375
AA1.hmm	358	5mSIPHEX2_25-scaffold_103_c1_65	476	2.6e-58	17	357	64	468	0.9497206703910615
AA3_2.hmm	568	5mSIPHEX2_25-scaffold_106_c1_61	536	5.5e-159	2	562	2	528	0.9859154929577465
GH23.hmm	135	5mSIPHEX2_25-scaffold_1145_c1_7	209	1.7e-18	15	105	85	176	0.6666666666666666
GH63.hmm	570	5mSIPHEX2_25-scaffold_1165_c1_2	419	6.4e-42	362	562	30	404	0.3508771929824561
CE1.hmm	227	5mSIPHEX2_25-scaffold_1194_c1_5	266	5.5e-21	10	143	32	192	0.5859030837004405
AA6.hmm	195	5mSIPHEX2_25-scaffold_122_c1_44	192	1.9e-37	3	194	9	184	0.9794871794871794
AA4.hmm	522	5mSIPHEX2_25-scaffold_1275_c1_1	267	4.1e-24	41	249	38	237	0.39846743295019155
AA1.hmm	358	5mSIPHEX2_25-scaffold_1297_c2_2	469	2.7e-38	18	358	63	460	0.9497206703910615
GH3.hmm	216	5mSIPHEX2_25-scaffold_149_c1_17	335	4.2e-41	10	215	58	275	0.9490740740740741
GH103.hmm	295	5mSIPHEX2_25-scaffold_154_c1_49	452	1e-112	1	295	83	377	0.9966101694915255
GH23.hmm	135	5mSIPHEX2_25-scaffold_172_c1_35	270	5.3e-31	11	122	136	246	0.8222222222222222
CE1.hmm	227	5mSIPHEX2_25-scaffold_178_c1_18	277	1e-49	1	224	21	271	0.9823788546255506
AA3.hmm	618	5mSIPHEX2_25-scaffold_178_c1_47	547	1.2e-52	89	398	6	545	0.5
GT30.hmm	177	5mSIPHEX2_25-scaffold_184_c1_13	243	2.3e-37	2	164	38	204	0.9152542372881356
GT4.hmm	160	5mSIPHEX2_25-scaffold_1861_c1_2	353	2.4e-37	7	159	164	321	0.95
GT30.hmm	177	5mSIPHEX2_25-scaffold_1861_c1_4	425	7.6e-43	1	174	40	210	0.9774011299435028
GH109.hmm	399	5mSIPHEX2_25-scaffold_193_c1_24	331	2e-17	6	157	3	143	0.37844611528822053
GH109.hmm	399	5mSIPHEX2_25-scaffold_193_c1_28	378	4.9e-18	5	202	3	201	0.49373433583959897
GH109.hmm	399	5mSIPHEX2_25-scaffold_193_c1_30	368	1.1e-22	11	204	4	195	0.48370927318295737
GT51.hmm	177	5mSIPHEX2_25-scaffold_195_c1_24	245	2.2e-47	10	174	69	228	0.9265536723163842
GT51.hmm	177	5mSIPHEX2_25-scaffold_203_c1_34	837	3.1e-62	2	176	60	235	0.9830508474576272
GT2.hmm	230	5mSIPHEX2_25-scaffold_2051_c1_3	314	4e-19	3	214	2	224	0.9173913043478261
GT4.hmm	160	5mSIPHEX2_25-scaffold_2051_c1_4	419	4.2e-32	11	151	220	358	0.875
GT107.hmm	532	5mSIPHEX2_25-scaffold_209_c1_29	671	2e-91	217	500	48	330	0.5319548872180451
GT107.hmm	532	5mSIPHEX2_25-scaffold_209_c1_29	671	1.1e-125	146	525	307	666	0.7124060150375939
GT51.hmm	177	5mSIPHEX2_25-scaffold_210_c1_19	666	2.9e-47	13	175	64	226	0.9152542372881356
AA1.hmm	358	5mSIPHEX2_25-scaffold_2128_c1_3	494	2.3e-28	16	357	71	486	0.952513966480447
AA3_2.hmm	568	5mSIPHEX2_25-scaffold_213_c1_36	550	8.9e-161	4	566	4	526	0.9894366197183099
CE1.hmm	227	5mSIPHEX2_25-scaffold_217_c1_20	265	2.5e-21	3	143	25	174	0.6167400881057269
AA1.hmm	358	5mSIPHEX2_25-scaffold_2305_c1_1	596	2.7e-50	6	239	42	307	0.6508379888268156
GT19.hmm	354	5mSIPHEX2_25-scaffold_271_c1_6	388	1.7e-114	1	345	6	364	0.9717514124293786
GH23.hmm	135	5mSIPHEX2_25-scaffold_272_c1_5	657	4.3e-23	20	119	493	621	0.7333333333333333
GT30.hmm	177	5mSIPHEX2_25-scaffold_2758_c1_5	318	1.1e-26	10	168	28	182	0.8926553672316384
GH108.hmm	86	5mSIPHEX2_25-scaffold_296_c1_16	204	2.5e-28	3	86	9	97	0.9651162790697675
GT2.hmm	96	5mSIPHEX2_25-scaffold_296_c1_28	66	1.9e-16	1	52	10	64	0.53125
GT4.hmm	160	5mSIPHEX2_25-scaffold_301_c1_2	416	1.3e-18	9	150	214	368	0.88125
GH23.hmm	135	5mSIPHEX2_25-scaffold_305_c1_15	196	5.6e-32	14	115	92	190	0.7481481481481481
GH109.hmm	399	5mSIPHEX2_25-scaffold_341_c1_2	375	9.6e-17	4	188	2	183	0.46115288220551376
GT4.hmm	160	5mSIPHEX2_25-scaffold_3474_c1_1	402	9.2e-22	7	158	213	377	0.94375
GT14.hmm	250	5mSIPHEX2_25-scaffold_369_c1_4	526	1.4e-53	1	235	4	246	0.936
AA4.hmm	522	5mSIPHEX2_25-scaffold_4094_c1_2	462	1.1e-26	49	257	38	238	0.39846743295019155
GH42.hmm	371	5mSIPHEX2_25-scaffold_418_c1_3	644	1.9e-154	1	370	8	402	0.9946091644204852
GH36.hmm	688	5mSIPHEX2_25-scaffold_418_c1_8	695	5.1e-188	3	675	6	647	0.9767441860465116
GT2.hmm	230	5mSIPHEX2_25-scaffold_457_c1_11	409	2.5e-25	1	217	4	216	0.9391304347826087
GT4.hmm	160	5mSIPHEX2_25-scaffold_457_c1_13	374	8.3e-19	6	124	205	322	0.7375
GT2.hmm	96	5mSIPHEX2_25-scaffold_457_c1_14	337	3.5e-26	1	95	49	145	0.9791666666666666
GT14.hmm	250	5mSIPHEX2_25-scaffold_457_c1_15	566	1.7e-46	4	240	6	247	0.944
GT2.hmm	230	5mSIPHEX2_25-scaffold_459_c1_8	629	8.7e-38	1	228	255	482	0.9869565217391304
GT2.hmm	96	5mSIPHEX2_25-scaffold_475_c1_1	324	1.1e-16	17	94	1	84	0.8020833333333334
GH13_23.hmm	344	5mSIPHEX2_25-scaffold_520_c1_1	410	1.1e-88	103	343	1	244	0.6976744186046512
CBM48.hmm	76	5mSIPHEX2_25-scaffold_520_c1_2	739	1.2e-17	2	67	130	212	0.8552631578947368
GH13_9.hmm	301	5mSIPHEX2_25-scaffold_520_c1_2	739	2.1e-161	1	301	283	583	0.9966777408637874
GT5.hmm	472	5mSIPHEX2_25-scaffold_520_c1_4	477	6.8e-153	2	471	4	472	0.9936440677966102
CBM48.hmm	76	5mSIPHEX2_25-scaffold_520_c1_5	710	2.4e-19	2	71	25	116	0.9078947368421053
