Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
5mSIPHEX2_25-scaffold_100_c1_50	3.2.1.20:1	GH13_23(42-389)	GH13_e140	GH13_23	N	3
5mSIPHEX2_25-scaffold_100_c1_55	-	GH1(6-438)	GH1_e110	GH1	N	3
5mSIPHEX2_25-scaffold_100_c1_8	-	GT4(199-326)	GT4_e164	GT4	N	3
5mSIPHEX2_25-scaffold_100_c1_9	-	GT4(230-377)	GT4_e800	GT4	N	3
5mSIPHEX2_25-scaffold_103_c1_65	1.10.3.2:77	AA1(64-468)	AA1_e33	-	Y(1-29)	2
5mSIPHEX2_25-scaffold_106_c1_61	-	AA3_2(2-528)	AA3_e57	AA3_2	N	3
5mSIPHEX2_25-scaffold_1145_c1_7	-	GH23(85-176)	GH23_e864	GH23	N	3
5mSIPHEX2_25-scaffold_1165_c1_2	-	GH63(30-404)	GH63_e3	GH63	N	3
5mSIPHEX2_25-scaffold_1194_c1_5	3.1.1.72:1|3.2.1.8:1	CE1(32-192)	CE1_e24	-	Y(1-18)	2
5mSIPHEX2_25-scaffold_122_c1_44	-	AA6(9-184)	-	-	N	1
5mSIPHEX2_25-scaffold_1275_c1_1	-	AA4(38-237)	AA4_e1	-	N	2
5mSIPHEX2_25-scaffold_1297_c2_2	1.10.3.2:1	AA1(63-460)	AA1_e26	-	Y(1-21)	2
5mSIPHEX2_25-scaffold_149_c1_17	-	GH3(58-275)	GH3_e228	GH3	N	3
5mSIPHEX2_25-scaffold_154_c1_49	-	GH103(83-377)	GH103_e38	GH103	Y(1-23)	3
5mSIPHEX2_25-scaffold_172_c1_35	-	GH23(136-246)	GH23_e757	GH23	Y(1-23)	3
5mSIPHEX2_25-scaffold_178_c1_18	-	CE1(21-271)	-	-	N	1
5mSIPHEX2_25-scaffold_178_c1_47	-	AA3(6-545)	-	-	N	1
5mSIPHEX2_25-scaffold_184_c1_13	-	GT30(38-204)	GT30_e43	-	N	2
5mSIPHEX2_25-scaffold_1861_c1_2	-	GT4(164-321)	GT4_e3051	GT4	N	3
5mSIPHEX2_25-scaffold_1861_c1_4	-	GT30(40-210)	GT30_e43	-	N	2
5mSIPHEX2_25-scaffold_193_c1_24	-	GH109(3-143)	-	-	N	1
5mSIPHEX2_25-scaffold_193_c1_28	-	GH109(3-201)	-	-	N	1
5mSIPHEX2_25-scaffold_193_c1_30	-	GH109(4-195)	GH109_e7	-	N	2
5mSIPHEX2_25-scaffold_195_c1_24	-	GT51(69-228)	GT51_e37	GT51	N	3
5mSIPHEX2_25-scaffold_203_c1_34	-	GT51(60-235)	GT51_e77	GT51	N	3
5mSIPHEX2_25-scaffold_2051_c1_3	-	GT2(2-224)	GT2	GT2	N	3
5mSIPHEX2_25-scaffold_2051_c1_4	-	GT4(220-358)	GT4_e1820	GT4	N	3
5mSIPHEX2_25-scaffold_209_c1_29	2.4.99.-:2|2.4.99.-:2	GT107(48-330)+GT107(307-666)	GT107_e0+GT107_e0	GT107	N	3
5mSIPHEX2_25-scaffold_210_c1_19	-	GT51(64-226)	GT51_e71	GT51	Y(1-24)	3
5mSIPHEX2_25-scaffold_2128_c1_3	1.10.3.2:77	AA1(71-486)	AA1_e33	-	Y(1-23)	2
5mSIPHEX2_25-scaffold_213_c1_36	-	AA3_2(4-526)	AA3_e57	AA3_2	N	3
