Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
5mSIPHEX2_25-scaffold_100_c1_10	APX13596.1|GT1	80.5	390	76	0	18	407	18	407	3.51e-228	634
5mSIPHEX2_25-scaffold_100_c1_50	APX10363.1|GH13_23	75.8	553	132	1	1	551	1	553	0.0	912
5mSIPHEX2_25-scaffold_100_c1_55	APX10368.1|GH1	86.1	438	61	0	1	438	1	438	2.86e-301	821
5mSIPHEX2_25-scaffold_100_c1_6	APX10331.1|GT1	58.6	377	156	0	1	377	1	377	1.32e-144	419
5mSIPHEX2_25-scaffold_100_c1_8	ASM71076.1|GT4	60.8	352	137	1	1	352	1	351	5.37e-140	406
5mSIPHEX2_25-scaffold_100_c1_9	APX10333.1|GT4	75.9	411	99	0	1	411	1	411	1.68e-231	642
5mSIPHEX2_25-scaffold_103_c1_25	QYO62262.1|GH13	69.0	336	103	1	1	336	1	335	4.26e-148	437
5mSIPHEX2_25-scaffold_103_c1_52	ALI93560.1|GH18	49.5	390	180	7	24	401	390	774	2.37e-113	353
5mSIPHEX2_25-scaffold_105_c1_29	APX10494.1|GT2	74.3	611	151	2	1	606	6	615	0.0	885
5mSIPHEX2_25-scaffold_105_c1_90	AZL15609.1|GH0	66.6	308	103	0	3	310	4	311	9.79e-146	417
5mSIPHEX2_25-scaffold_106_c1_35	AZV31449.1|GH23	63.6	365	128	2	1	363	817	1178	2.80e-149	456
5mSIPHEX2_25-scaffold_106_c1_36	AZV31449.1|GH23	35.3	600	352	13	53	641	241	815	2.76e-105	350
5mSIPHEX2_25-scaffold_106_c1_61	QWC20507.1|AA3_2	46.3	529	266	8	2	526	5	519	4.30e-142	425
5mSIPHEX2_25-scaffold_1145_c1_7	ATG40142.1|GH23	89.7	174	18	0	1	174	1	174	4.38e-106	308
5mSIPHEX2_25-scaffold_116_c1_51	QCE13289.1|CE8	47.9	403	181	4	13	391	414	811	4.11e-114	368
5mSIPHEX2_25-scaffold_116_c1_61	ALR09732.2|GH92	34.9	743	431	16	20	731	13	733	1.96e-115	369
5mSIPHEX2_25-scaffold_1165_c1_2	QIK42045.1|GH63	76.1	418	98	1	3	418	4	421	1.96e-252	696
5mSIPHEX2_25-scaffold_122_c1_19	CAE6201330.1|GH1	37.4	629	359	14	13	617	592	1209	3.72e-119	387
5mSIPHEX2_25-scaffold_122_c1_43	QKV20388.1|CBM50	63.8	520	182	2	5	518	9	528	3.63e-240	677
5mSIPHEX2_25-scaffold_122_c1_6	AMJ20543.1|GH13_11	58.1	413	169	3	15	427	1	409	7.43e-159	459
5mSIPHEX2_25-scaffold_1223_c1_7	UKZ76834.1|GH93	41.6	579	309	10	25	594	3	561	2.59e-130	409
5mSIPHEX2_25-scaffold_1231_c1_2	CAD7252417.1|GH13	44.6	579	297	10	132	695	345	914	1.86e-125	413
5mSIPHEX2_25-scaffold_1301_c2_2	ATE86697.1|GH36	49.8	518	231	6	5	521	719	1208	1.76e-163	500
5mSIPHEX2_25-scaffold_1374_c1_3	UQC83749.1|GT32	37.6	598	313	11	40	582	891	1483	1.81e-108	361
5mSIPHEX2_25-scaffold_1400_c1_2	CCA14548.1|GT2	46.8	314	164	1	10	320	439	752	1.06e-106	333
5mSIPHEX2_25-scaffold_149_c1_17	APX11651.1|GH3	80.5	329	64	0	2	330	3	331	1.07e-192	538
5mSIPHEX2_25-scaffold_154_c1_49	APX13263.1|GH103	72.3	451	124	1	1	451	1	450	1.90e-233	650
5mSIPHEX2_25-scaffold_161_c1_44	CAG7883609.1|GT1	38.9	859	473	13	31	847	192	1040	7.15e-173	532
5mSIPHEX2_25-scaffold_164_c1_2	AGL63717.2|GT4	45.6	691	301	10	161	842	107	731	3.55e-180	542
5mSIPHEX2_25-scaffold_164_c1_51	APX13384.1|CE4	84.8	473	72	0	1	473	1	473	5.63e-309	843
5mSIPHEX2_25-scaffold_172_c1_35	APX12078.1|GH23	72.2	263	70	2	9	269	8	269	3.76e-126	364
5mSIPHEX2_25-scaffold_1861_c1_2	VCU59250.1|GT4	55.0	349	157	0	2	350	3	351	3.59e-134	391
5mSIPHEX2_25-scaffold_195_c1_22	QYU66445.1|GT4	64.4	315	108	3	31	341	38	352	6.92e-137	418
5mSIPHEX2_25-scaffold_195_c1_24	APX13235.1|GT51	79.3	241	50	0	4	244	1	241	1.01e-131	376
5mSIPHEX2_25-scaffold_1958_c1_2	QND46664.1|GT1	30.5	1236	723	40	5	1177	1608	2770	6.89e-108	382
5mSIPHEX2_25-scaffold_203_c1_34	APX11251.1|GT51	86.4	836	114	0	1	836	1	836	0.0	1452
5mSIPHEX2_25-scaffold_203_c1_40	QYU68416.1|GT2	71.5	309	88	0	7	315	414	722	6.53e-144	430
5mSIPHEX2_25-scaffold_2051_c1_3	AZL59909.1|GT2	60.7	303	113	1	1	303	1	297	3.86e-126	367
5mSIPHEX2_25-scaffold_2051_c1_4	QYZ69221.1|GT4	69.3	401	123	0	1	401	1	401	1.22e-202	570
5mSIPHEX2_25-scaffold_209_c1_25	UAB77099.1|GH23	51.8	353	159	3	21	369	367	712	2.07e-109	340
5mSIPHEX2_25-scaffold_209_c1_27	QXI64491.1|GT0	57.9	432	175	1	9	433	12	443	1.01e-176	506
5mSIPHEX2_25-scaffold_209_c1_29	UOA28194.1|GT107	75.7	666	158	1	9	670	4	669	0.0	1031
5mSIPHEX2_25-scaffold_210_c1_19	APX13984.1|GT51	68.8	650	188	1	15	664	1	635	4.67e-307	853
5mSIPHEX2_25-scaffold_210_c1_28	UHD17260.1|CBM50	50.1	471	232	3	35	504	103	571	1.04e-163	481
5mSIPHEX2_25-scaffold_212_c1_11	AZV31449.1|GH23	39.7	574	335	8	26	594	231	798	2.10e-118	384
5mSIPHEX2_25-scaffold_213_c1_32	QCW79542.1|GH101	55.8	457	198	1	57	509	612	1068	1.70e-172	519
5mSIPHEX2_25-scaffold_213_c1_36	UIZ28087.1|AA3_2	49.5	562	263	10	2	549	27	581	4.96e-171	501
5mSIPHEX2_25-scaffold_217_c1_4	CAD7221988.1|GH103	37.9	599	352	10	33	620	40	629	4.49e-113	373
5mSIPHEX2_25-scaffold_222_c1_7	QKX55086.1|GH55	38.8	605	309	15	5	567	798	1383	2.95e-125	405
5mSIPHEX2_25-scaffold_2381_c1_5	QEO97765.1|GH28	68.7	262	82	0	1	262	1	262	5.42e-120	370
5mSIPHEX2_25-scaffold_240_c1_12	AMJ20771.1|GH13_26	44.7	865	445	11	4	845	5	859	1.17e-244	711
5mSIPHEX2_25-scaffold_256_c1_23	AGL63871.2|GT2	43.0	498	241	8	443	938	526	982	3.06e-111	371
5mSIPHEX2_25-scaffold_256_c1_26	APX13335.1|GH23	83.2	191	32	0	1	191	1	191	6.93e-116	332
5mSIPHEX2_25-scaffold_267_c1_7	CAN65674.1|GH28	43.8	546	281	6	74	617	109	630	4.14e-146	461
5mSIPHEX2_25-scaffold_271_c1_12	CCO12112.2|GH13_31	64.6	424	145	3	1	419	1	424	6.63e-190	538
5mSIPHEX2_25-scaffold_271_c1_34	AGL64700.2|GH23	51.1	329	151	3	1	327	37	357	2.31e-103	312
5mSIPHEX2_25-scaffold_271_c1_6	APX11313.1|GT19	74.2	387	100	0	1	387	1	387	4.21e-196	551
5mSIPHEX2_25-scaffold_272_c1_5	APX12791.1|GH23	70.9	653	190	0	1	653	1	653	0.0	918
5mSIPHEX2_25-scaffold_2758_c1_5	APX12985.1|GT30	56.6	316	137	0	1	316	1	316	5.28e-125	368
5mSIPHEX2_25-scaffold_296_c1_16	APX11694.1|GH108	80.8	203	39	0	1	203	1	203	4.39e-118	338
5mSIPHEX2_25-scaffold_301_c1_2	APX13248.1|GT4	80.0	409	82	0	1	409	1	409	5.94e-254	699
5mSIPHEX2_25-scaffold_322_c1_10	QAY63367.1|GT2	58.1	289	114	2	5	290	317	601	3.05e-105	323
5mSIPHEX2_25-scaffold_322_c1_16	APE45040.1|GT4	57.2	397	168	2	54	449	7	402	3.27e-165	476
5mSIPHEX2_25-scaffold_322_c1_17	AZV80633.1|GT4	60.0	402	161	0	1	402	1	402	1.67e-175	500
