HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
AA1.hmm	358	700mSIPHEX1_15-scaffold_11_c1_195	599	7.9e-68	7	357	69	591	0.9776536312849162
GT35.hmm	674	700mSIPHEX1_15-scaffold_11_c1_213	563	3.7e-104	211	555	172	495	0.5103857566765578
GH13_11.hmm	351	700mSIPHEX1_15-scaffold_11_c1_227	706	4e-164	1	351	191	547	0.9971509971509972
GH73.hmm	128	700mSIPHEX1_15-scaffold_11_c1_406	268	2.5e-24	10	128	122	252	0.921875
GH23.hmm	135	700mSIPHEX1_15-scaffold_11_c1_414	648	6e-30	14	121	482	608	0.7925925925925926
GH23.hmm	135	700mSIPHEX1_15-scaffold_11_c1_521	498	8.6e-25	15	125	302	451	0.8148148148148148
GT2.hmm	96	700mSIPHEX1_15-scaffold_126_c1_54	300	5.7e-18	1	92	20	113	0.9479166666666666
GT51.hmm	177	700mSIPHEX1_15-scaffold_126_c1_71	845	3.3e-60	9	176	241	412	0.943502824858757
CE14.hmm	124	700mSIPHEX1_15-scaffold_131_c1_80	223	9.7e-25	1	117	6	112	0.9354838709677419
GH5_5.hmm	282	700mSIPHEX1_15-scaffold_161_c1_18	355	6e-80	2	281	46	325	0.9893617021276596
GT4.hmm	160	700mSIPHEX1_15-scaffold_161_c1_22	627	8.9e-25	7	149	203	346	0.8875
GT26.hmm	171	700mSIPHEX1_15-scaffold_161_c1_22	627	2.1e-53	4	171	442	608	0.9766081871345029
GH25.hmm	177	700mSIPHEX1_15-scaffold_16_c1_221	257	2.1e-52	1	177	63	233	0.9943502824858758
GH23.hmm	135	700mSIPHEX1_15-scaffold_16_c1_373	531	1.3e-23	7	130	118	259	0.9111111111111111
GH108.hmm	86	700mSIPHEX1_15-scaffold_16_c1_410	172	1.7e-16	2	86	8	97	0.9767441860465116
GT83.hmm	540	700mSIPHEX1_15-scaffold_16_c1_65	536	5.3e-104	10	460	15	463	0.8333333333333334
GT2.hmm	170	700mSIPHEX1_15-scaffold_16_c1_66	347	3e-26	16	146	4	128	0.7647058823529411
GT9.hmm	225	700mSIPHEX1_15-scaffold_16_c1_68	341	4.6e-44	2	217	76	309	0.9555555555555556
CE1.hmm	227	700mSIPHEX1_15-scaffold_2_c1_148	278	5.8e-52	4	224	24	273	0.9691629955947136
GT4.hmm	160	700mSIPHEX1_15-scaffold_2_c1_228	415	1.1e-26	4	156	204	350	0.95
GT4.hmm	160	700mSIPHEX1_15-scaffold_2_c1_243	388	1.1e-33	7	153	199	339	0.9125
GH103.hmm	295	700mSIPHEX1_15-scaffold_2_c1_247	321	1.9e-97	10	294	35	319	0.9627118644067797
GH13_18.hmm	343	700mSIPHEX1_15-scaffold_2_c1_394	481	6.4e-109	2	343	36	370	0.9941690962099126
GT20.hmm	475	700mSIPHEX1_15-scaffold_2_c1_396	760	1.6e-159	13	473	255	741	0.968421052631579
GT28.hmm	157	700mSIPHEX1_15-scaffold_2_c1_428	357	3e-52	2	157	181	341	0.9872611464968153
CE11.hmm	271	700mSIPHEX1_15-scaffold_2_c1_434	303	1.2e-116	1	270	4	275	0.992619926199262
AA4.hmm	522	700mSIPHEX1_15-scaffold_2_c1_5	468	1.5e-20	13	246	5	229	0.446360153256705
GH73.hmm	128	700mSIPHEX1_15-scaffold_2_c1_593	343	2.1e-33	3	124	188	323	0.9453125
GT51.hmm	177	700mSIPHEX1_15-scaffold_2_c1_6	861	2.7e-67	2	176	59	233	0.9830508474576272
GH23.hmm	135	700mSIPHEX1_15-scaffold_2_c1_634	374	7.1e-25	16	123	219	368	0.7925925925925926
AA3.hmm	618	700mSIPHEX1_15-scaffold_2_c1_763	559	2.9e-41	88	399	63	555	0.5032362459546925
GH23.hmm	135	700mSIPHEX1_15-scaffold_2_c1_962	213	1.1e-18	9	120	104	203	0.8222222222222222
AA6.hmm	195	700mSIPHEX1_15-scaffold_36_c1_170	206	4.9e-70	2	194	6	194	0.9846153846153847
GT19.hmm	354	700mSIPHEX1_15-scaffold_36_c1_20	390	1.6e-136	1	353	13	370	0.9943502824858758
GT2.hmm	170	700mSIPHEX1_15-scaffold_36_c1_225	313	4e-22	1	130	10	144	0.7588235294117647
GT4.hmm	160	700mSIPHEX1_15-scaffold_36_c1_227	374	4.9e-28	8	136	201	331	0.8
GT4.hmm	160	700mSIPHEX1_15-scaffold_36_c1_230	365	5.1e-32	7	152	186	332	0.90625
GH13_18.hmm	343	700mSIPHEX1_15-scaffold_36_c1_279	581	7.1e-146	2	343	95	435	0.9941690962099126
GT81.hmm	293	700mSIPHEX1_15-scaffold_36_c1_280	409	8.4e-70	89	275	117	322	0.6348122866894198
GH3.hmm	216	700mSIPHEX1_15-scaffold_36_c1_307	365	2.7e-44	11	214	74	296	0.9398148148148148
CE4.hmm	130	700mSIPHEX1_15-scaffold_57_c1_157	342	6.7e-29	4	123	69	200	0.9153846153846154
GH24.hmm	137	700mSIPHEX1_15-scaffold_9_c1_145	274	4.5e-32	1	136	113	260	0.9854014598540146
GT30.hmm	177	700mSIPHEX1_15-scaffold_9_c1_333	423	2.4e-69	1	176	33	211	0.9887005649717514
AA3.hmm	618	700mSIPHEX1_15-scaffold_9_c1_369	516	1.4e-38	89	398	40	511	0.5
AA3_2.hmm	568	700mSIPHEX1_15-scaffold_9_c1_39	530	2.3e-169	2	566	2	528	0.9929577464788732
