Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
5mSIPHEX1_9-scaffold_1033_c1_13	3.2.1.21:3|3.2.1.74:3|3.2.1.-:3|3.2.1.6:2|3.2.1.155:1	GH3(137-220)	GH3_e227	-	Y(1-20)	2
5mSIPHEX1_9-scaffold_1150_c1_3	3.5.1.108:18	CE11(4-276)	CE11_e22	CE11	N	3
5mSIPHEX1_9-scaffold_1150_c3_5	-	GT28(181-351)	GT28_e48	GT28	N	3
5mSIPHEX1_9-scaffold_1184_c1_9	-	GH103(30-329)	GH103_e33	GH103	Y(1-26)	3
5mSIPHEX1_9-scaffold_1249_c1_4	-|-	AA2(111-214)	AA2_e1+AA2_e1	AA0	Y(1-30)	3
5mSIPHEX1_9-scaffold_1300_c1_2	-	GH103(44-336)	GH103_e38	GH103	Y(1-32)	3
5mSIPHEX1_9-scaffold_1300_c1_6	-	GT30(48-222)	GT30_e74	GT30	Y(1-32)	3
5mSIPHEX1_9-scaffold_1395_c1_4	3.5.1.80:1	CE9(8-373)	CE9_e15	CE9	N	3
5mSIPHEX1_9-scaffold_1440_c2_6	-	PL22(321-435)	-	-	Y(1-35)	1
5mSIPHEX1_9-scaffold_1595_c1_4	3.2.1.8:1	GH10(50-386)	GH10_e124	GH10	Y(1-28)	3
5mSIPHEX1_9-scaffold_1728_c1_2	4.2.2.3:4|4.2.2.11:1|4.2.2.3:7|4.2.2.11:6|4.2.2.-:1	CBM32(68-177)+PL7_5(217-494)	CBM32_e174+PL7_e24	CBM16+CBM32+PL7_5	Y(1-24)	3
5mSIPHEX1_9-scaffold_1978_c1_5	-	GT25(5-176)	GT25_e113	-	N	2
5mSIPHEX1_9-scaffold_2044_c1_1	-	AA1(80-353)	AA1_e13	-	N	2
5mSIPHEX1_9-scaffold_2167_c1_3	-	GT51(165-333)	GT51_e15	GT51	N	3
5mSIPHEX1_9-scaffold_2177_c1_2	4.2.2.26:6|4.2.2.3:2|4.2.2.26:6|4.2.2.3:2	PL17_2(174-257)+PL17(377-514)	PL17_e4+PL17_e4	PL17_2	Y(1-21)	3
5mSIPHEX1_9-scaffold_2177_c1_4	4.2.2.3:7|4.2.2.11:6|4.2.2.-:1	PL7_5(77-339)	PL7_e24	PL7_5	Y(1-42)	3
5mSIPHEX1_9-scaffold_2179_c1_7	-	GT113(11-246)	GT113_e22	GT113	N	3
5mSIPHEX1_9-scaffold_2291_c1_3	3.2.1.23:13	GH42(5-392)	GH42_e1	GH42	N	3
5mSIPHEX1_9-scaffold_2291_c1_4	3.2.1.22:8	GH36(13-438)	GH36_e2	GH36	N	3
5mSIPHEX1_9-scaffold_2473_c1_1	-	CE1(418-636)	-	-	Y(1-23)	1
5mSIPHEX1_9-scaffold_2512_c1_2	2.4.1.25:11	GH77(183-722)	GH77_e27	GH77	N	3
5mSIPHEX1_9-scaffold_2512_c1_3	-|2.4.1.18:14	CBM48(116-198)+GH13_9(271-570)	CBM48_e87+GH13_e200	CBM48+GH13_9	N	3
5mSIPHEX1_9-scaffold_2654_c1_2	-	GH73(173-309)	GH73_e91	GH73	N	3
5mSIPHEX1_9-scaffold_2768_c1_4	3.2.1.1:1	GH13_2(86-431)	GH13_e77	GH13	Y(1-39)	3
5mSIPHEX1_9-scaffold_3096_c1_3	-	GT4(186-337)	GT4_e43	GT4	N	3
5mSIPHEX1_9-scaffold_3096_c1_4	-	GT2(10-149)	GT2	-	N	2
5mSIPHEX1_9-scaffold_337_c1_36	3.2.1.4:17|3.2.1.-:3|3.2.1.151:2	GH9(145-590)	GH9_e26	GH9	Y(1-25)	3
5mSIPHEX1_9-scaffold_3611_c1_2	-	CE1(21-277)	-	-	N	1
5mSIPHEX1_9-scaffold_3830_c1_1	-	GH2(4-814)	GH2_e30	GH2	N	3
5mSIPHEX1_9-scaffold_386_c2_16	-	GH105(117-439)	GH105_e16	GH105	Y(1-33)	3
5mSIPHEX1_9-scaffold_386_c2_18	-	PL38(88-364)	PL38_e18	-	Y(1-27)	2
5mSIPHEX1_9-scaffold_386_c2_19	-	GH2(50-527)	GH2_e19	GH2	Y(1-47)	3
5mSIPHEX1_9-scaffold_386_c2_20	-	PL29(75-410)	PL29_e6	PL29	Y(1-30)	3
5mSIPHEX1_9-scaffold_3896_c1_2	-	AA6(6-192)	AA6_e2	-	N	2
5mSIPHEX1_9-scaffold_4071_c1_2	-|-|-	GH23(146-292)	GH23_e756+CBM50_e496+CBM50_e956	CBM50+GH23	Y(1-24)	3
5mSIPHEX1_9-scaffold_4342_c1_3	-	GH109(2-155)	-	-	N	1
5mSIPHEX1_9-scaffold_4374_c1_3	-	CE1(370-579)	-	-	N	1
5mSIPHEX1_9-scaffold_4412_c1_1	-	CE1(18-144)	-	-	N	1
5mSIPHEX1_9-scaffold_4891_c1_4	-	CBM85(76-196)	CBM85_e0	-	Y(1-26)	2
5mSIPHEX1_9-scaffold_534_c1_4	3.2.1.39:2	GH16_3(55-330)	GH16_e252	GH16_3	Y(1-21)	3
5mSIPHEX1_9-scaffold_534_c1_7	3.2.1.21:3|3.2.1.74:3|3.2.1.-:3|3.2.1.6:2|3.2.1.155:1	GH3(141-361)	GH3_e227	GH3	Y(1-24)	3
5mSIPHEX1_9-scaffold_5413_c1_1	3.2.1.41:10|3.2.1.1:3|3.2.1.68:1	GH13_13(114-453)	GH13_e183	GH13	Y(1-32)	3
5mSIPHEX1_9-scaffold_580_c1_10	-	CE1(184-488)	-	-	Y(1-27)	1
5mSIPHEX1_9-scaffold_5851_c1_3	-	GT9(70-302)	GT9_e54	GT9	N	3
5mSIPHEX1_9-scaffold_592_c1_4	-	GT51(67-228)	GT51_e120	GT51	N	3
