HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH3.hmm	216	5mSIPHEX1_9-scaffold_1033_c1_13	221	1.4e-29	8	91	137	220	0.38425925925925924
CE11.hmm	271	5mSIPHEX1_9-scaffold_1150_c1_3	305	2.8e-116	1	270	4	276	0.992619926199262
GT28.hmm	157	5mSIPHEX1_9-scaffold_1150_c3_5	370	2.3e-48	2	157	181	351	0.9872611464968153
GH103.hmm	295	5mSIPHEX1_9-scaffold_1184_c1_9	334	3.9e-115	1	294	30	329	0.9932203389830508
AA2.hmm	255	5mSIPHEX1_9-scaffold_1249_c1_4	756	3.9e-17	14	116	111	214	0.4
GH103.hmm	295	5mSIPHEX1_9-scaffold_1300_c1_2	414	1.5e-109	1	294	44	336	0.9932203389830508
GT30.hmm	177	5mSIPHEX1_9-scaffold_1300_c1_6	437	1.5e-57	4	176	48	222	0.9717514124293786
CE9.hmm	373	5mSIPHEX1_9-scaffold_1395_c1_4	383	9.8e-111	5	373	8	373	0.9865951742627346
PL22.hmm	265	5mSIPHEX1_9-scaffold_1440_c2_6	466	1.3e-17	136	250	321	435	0.43018867924528303
GH10.hmm	303	5mSIPHEX1_9-scaffold_1595_c1_4	398	7.5e-103	4	300	50	386	0.976897689768977
CBM32.hmm	124	5mSIPHEX1_9-scaffold_1728_c1_2	504	5.2e-17	10	118	68	177	0.8709677419354839
PL7_5.hmm	267	5mSIPHEX1_9-scaffold_1728_c1_2	504	2.6e-78	1	264	217	494	0.9850187265917603
GT25.hmm	181	5mSIPHEX1_9-scaffold_1978_c1_5	251	5.1e-39	3	178	5	176	0.9668508287292817
AA1.hmm	358	5mSIPHEX1_9-scaffold_2044_c1_1	532	2.8e-58	10	250	80	353	0.6703910614525139
GT51.hmm	177	5mSIPHEX1_9-scaffold_2167_c1_3	777	4.8e-58	10	174	165	333	0.9265536723163842
PL17_2.hmm	133	5mSIPHEX1_9-scaffold_2177_c1_2	731	2.3e-28	44	132	174	257	0.6616541353383458
PL17.hmm	139	5mSIPHEX1_9-scaffold_2177_c1_2	731	3.8e-50	2	138	377	514	0.9784172661870504
PL7_5.hmm	267	5mSIPHEX1_9-scaffold_2177_c1_4	348	6.3e-105	1	267	77	339	0.9962546816479401
GT113.hmm	322	5mSIPHEX1_9-scaffold_2179_c1_7	246	1.1e-49	4	224	11	246	0.6832298136645962
GH42.hmm	371	5mSIPHEX1_9-scaffold_2291_c1_3	653	2.4e-148	1	370	5	392	0.9946091644204852
GH36.hmm	688	5mSIPHEX1_9-scaffold_2291_c1_4	438	2.2e-134	2	437	13	438	0.6322674418604651
CE1.hmm	227	5mSIPHEX1_9-scaffold_2473_c1_1	658	1.9e-18	8	210	418	636	0.8898678414096917
GH77.hmm	494	5mSIPHEX1_9-scaffold_2512_c1_2	732	1.5e-148	1	489	183	722	0.9878542510121457
CBM48.hmm	76	5mSIPHEX1_9-scaffold_2512_c1_3	700	3.8e-16	2	67	116	198	0.8552631578947368
GH13_9.hmm	301	5mSIPHEX1_9-scaffold_2512_c1_3	700	1.3e-158	2	301	271	570	0.9933554817275747
GH73.hmm	128	5mSIPHEX1_9-scaffold_2654_c1_2	318	1.1e-37	3	125	173	309	0.953125
GH13_2.hmm	310	5mSIPHEX1_9-scaffold_2768_c1_4	804	3e-70	1	308	86	431	0.9903225806451613
GT4.hmm	160	5mSIPHEX1_9-scaffold_3096_c1_3	372	1.2e-30	6	159	186	337	0.95625
GT2.hmm	170	5mSIPHEX1_9-scaffold_3096_c1_4	326	2.1e-17	1	133	10	149	0.7764705882352941
GH9.hmm	418	5mSIPHEX1_9-scaffold_337_c1_36	597	2.1e-111	5	418	145	590	0.9880382775119617
CE1.hmm	227	5mSIPHEX1_9-scaffold_3611_c1_2	281	4e-51	1	224	21	277	0.9823788546255506
GH2.hmm	752	5mSIPHEX1_9-scaffold_3830_c1_1	936	1.9e-211	57	751	4	814	0.9228723404255319
GH105.hmm	332	5mSIPHEX1_9-scaffold_386_c2_16	445	3.8e-75	14	332	117	439	0.9578313253012049
PL38.hmm	279	5mSIPHEX1_9-scaffold_386_c2_18	443	1.1e-98	1	279	88	364	0.996415770609319
GH2.hmm	752	5mSIPHEX1_9-scaffold_386_c2_19	834	1.7e-106	22	414	50	527	0.5212765957446809
PL29.hmm	301	5mSIPHEX1_9-scaffold_386_c2_20	565	4.6e-54	1	299	75	410	0.9900332225913622
AA6.hmm	195	5mSIPHEX1_9-scaffold_3896_c1_2	200	2.9e-64	2	193	6	192	0.9794871794871794
GH23.hmm	135	5mSIPHEX1_9-scaffold_4071_c1_2	563	1.4e-26	3	131	146	292	0.9481481481481482
GH109.hmm	399	5mSIPHEX1_9-scaffold_4342_c1_3	331	9.6e-19	6	164	2	155	0.39598997493734334
CE1.hmm	227	5mSIPHEX1_9-scaffold_4374_c1_3	613	2.2e-17	8	200	370	579	0.8458149779735683
CE1.hmm	227	5mSIPHEX1_9-scaffold_4412_c1_1	318	1.3e-18	56	176	18	144	0.5286343612334802
CBM85.hmm	132	5mSIPHEX1_9-scaffold_4891_c1_4	212	1.2e-22	11	131	76	196	0.9090909090909091
GH16_3.hmm	230	5mSIPHEX1_9-scaffold_534_c1_4	961	4.4e-78	1	230	55	330	0.9956521739130435
GH3.hmm	216	5mSIPHEX1_9-scaffold_534_c1_7	864	6.1e-66	8	216	141	361	0.9629629629629629
GH13_13.hmm	361	5mSIPHEX1_9-scaffold_5413_c1_1	567	1.3e-63	1	361	114	453	0.997229916897507
CE1.hmm	227	5mSIPHEX1_9-scaffold_580_c1_10	516	1.1e-21	7	207	184	488	0.8810572687224669
GT9.hmm	225	5mSIPHEX1_9-scaffold_5851_c1_3	341	1.1e-52	4	210	70	302	0.9155555555555556
GT51.hmm	177	5mSIPHEX1_9-scaffold_592_c1_4	828	2.6e-47	10	170	67	228	0.903954802259887
GT9.hmm	225	5mSIPHEX1_9-scaffold_601_c1_3	348	5.3e-52	5	195	73	292	0.8444444444444444
GH13_15.hmm	285	5mSIPHEX1_9-scaffold_6420_c1_1	631	5.3e-102	1	285	22	286	0.9964912280701754
GH3.hmm	216	5mSIPHEX1_9-scaffold_689_c1_1	711	3.6e-62	4	215	84	304	0.9768518518518519
GH23.hmm	135	5mSIPHEX1_9-scaffold_695_c1_6	662	1.3e-25	9	127	495	629	0.8740740740740741
GH43_11.hmm	292	5mSIPHEX1_9-scaffold_695_c1_9	556	1.2e-149	1	292	7	298	0.9965753424657534
CBM91.hmm	200	5mSIPHEX1_9-scaffold_695_c1_9	556	1.4e-56	3	198	337	554	0.975
GT51.hmm	177	5mSIPHEX1_9-scaffold_718_c1_1	650	2.1e-48	12	174	60	223	0.9152542372881356
CE4.hmm	130	5mSIPHEX1_9-scaffold_7655_c1_2	346	1.6e-27	7	122	102	230	0.8846153846153846
GT51.hmm	177	5mSIPHEX1_9-scaffold_820_c1_9	873	9.2e-66	1	176	30	205	0.9887005649717514
GH23.hmm	135	5mSIPHEX1_9-scaffold_941_c1_3	541	1.7e-25	12	126	341	494	0.8444444444444444
GH94.hmm	1036	5mSIPHEX1_9-scaffold_945_c1_3	819	2.3e-293	262	1035	6	812	0.7461389961389961
GH5_26.hmm	279	5mSIPHEX1_9-scaffold_945_c1_4	363	9.6e-128	1	279	59	343	0.996415770609319
CBM9.hmm	182	5mSIPHEX1_9-scaffold_999_c1_2	787	8.8e-18	1	147	52	208	0.8021978021978022
