Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
5mSIPHEX1_9-scaffold_1019_c1_2	CAD7280782.1|GT2	55.7	799	322	2	124	890	360	1158	1.98e-294	891
5mSIPHEX1_9-scaffold_1019_c2_1	CAD7280782.1|GT2	60.9	350	116	3	152	487	1178	1520	7.72e-119	390
5mSIPHEX1_9-scaffold_1019_c2_2	CAD7280782.1|GT2	65.3	346	117	2	21	365	1794	2137	4.81e-134	429
5mSIPHEX1_9-scaffold_1019_c2_3	QKX60855.1|GT22	65.0	283	96	3	5	284	577	859	1.22e-110	344
5mSIPHEX1_9-scaffold_1025_c1_1	ARD42998.1|GH36	71.5	281	80	0	1	281	430	710	1.41e-143	424
5mSIPHEX1_9-scaffold_1140_c1_2	BCO24730.1|CBM50	58.6	447	173	4	6	442	1	445	1.32e-183	524
5mSIPHEX1_9-scaffold_1144_c1_4	ARK04236.1|CBM5	45.2	440	208	9	319	756	107	515	7.77e-111	356
5mSIPHEX1_9-scaffold_1150_c1_3	AEP30787.1|CE11	96.1	304	12	0	1	304	1	304	2.87e-212	585
5mSIPHEX1_9-scaffold_1150_c3_5	AEP30793.1|GT28	67.3	370	102	3	2	365	32	388	3.15e-168	479
5mSIPHEX1_9-scaffold_1158_c2_1	CAE6110940.1|CE8	44.9	550	277	13	13	551	253	787	4.51e-142	444
5mSIPHEX1_9-scaffold_1179_c1_7	QOF98722.1|GT87	55.8	548	235	5	1	544	15	559	4.65e-213	607
5mSIPHEX1_9-scaffold_1184_c1_9	AEP30322.1|GH103	76.3	304	72	0	30	333	49	352	2.79e-169	479
5mSIPHEX1_9-scaffold_1247_c1_2	VDZ76225.1|GT5	52.3	421	193	4	1	415	4	422	1.44e-152	452
5mSIPHEX1_9-scaffold_1249_c1_4	UPM44564.1|AA0	61.5	711	264	6	53	755	3	711	1.65e-309	867
5mSIPHEX1_9-scaffold_1266_c1_8	AGL63717.2|GT4	44.5	694	314	9	161	853	107	730	1.11e-177	535
5mSIPHEX1_9-scaffold_1284_c1_3	AWZ17133.1|GH13_30	35.4	1190	702	20	4	1145	405	1575	1.08e-210	656
5mSIPHEX1_9-scaffold_1291_c1_5	CAE6204650.1|GH28	49.8	600	293	4	4	596	745	1343	6.50e-198	596
5mSIPHEX1_9-scaffold_1297_c1_8	AWB67793.1|GT0	54.4	320	144	2	7	324	4	323	5.17e-122	358
5mSIPHEX1_9-scaffold_1300_c1_2	AEP28559.1|GH103	74.7	399	97	2	13	410	5	400	9.61e-217	605
5mSIPHEX1_9-scaffold_1300_c1_6	AEP28536.1|GT30	60.7	417	163	1	1	417	1	416	3.17e-167	481
5mSIPHEX1_9-scaffold_1337_c1_9	CAE6201330.1|GH1	39.1	640	364	13	1	621	580	1212	3.63e-135	430
5mSIPHEX1_9-scaffold_1395_c1_4	AEP28298.1|CE9	57.3	391	148	5	1	376	5	391	6.33e-140	409
5mSIPHEX1_9-scaffold_1479_c1_1	CCO12868.2|GH1	65.8	292	99	1	17	308	7	297	8.13e-131	405
5mSIPHEX1_9-scaffold_1595_c1_4	AZG73270.1|GH10	55.4	341	151	1	47	386	43	383	8.74e-132	388
5mSIPHEX1_9-scaffold_1718_c2_2	QSX34227.1|CBM2	32.0	1236	418	14	237	1465	248	1068	6.87e-166	540
5mSIPHEX1_9-scaffold_1728_c1_2	QIL91966.1|CBM16|CBM32|PL7_5	44.3	461	222	9	54	500	159	598	1.66e-109	342
5mSIPHEX1_9-scaffold_1784_c2_1	AMJ20771.1|GH13_26	64.3	829	286	4	10	837	4	823	0.0	1097
5mSIPHEX1_9-scaffold_1817_c1_2	ALR08738.2|GT83	54.1	590	256	7	1	581	1	584	6.01e-210	602
5mSIPHEX1_9-scaffold_1911_c1_7	CUS04494.2|GH39	57.5	346	147	0	22	367	6	351	2.95e-132	413
5mSIPHEX1_9-scaffold_1911_c1_8	CUS04494.2|GH39	69.3	486	146	2	6	489	356	840	3.08e-222	652
5mSIPHEX1_9-scaffold_2003_c1_4	CDM22846.1|GT51	56.7	406	170	2	11	412	902	1305	3.64e-154	474
5mSIPHEX1_9-scaffold_2003_c1_6	AEP28464.1|GT1	69.3	365	99	2	1	352	1	365	8.79e-189	530
5mSIPHEX1_9-scaffold_2029_c1_1	CUS04610.2|GT4	44.8	462	254	1	1	462	312	772	2.53e-131	402
5mSIPHEX1_9-scaffold_2167_c1_3	AEP28566.1|GT51	78.4	777	167	1	1	776	1	777	0.0	1237
5mSIPHEX1_9-scaffold_2177_c1_2	QDP02845.1|PL17_2	58.4	712	278	8	23	727	18	718	1.04e-278	788
5mSIPHEX1_9-scaffold_2177_c1_4	ARD24077.1|PL7_5	81.4	323	58	1	27	347	7	329	4.17e-197	549
5mSIPHEX1_9-scaffold_2179_c1_7	ALO40651.1|GT113	65.0	246	83	1	1	246	1	243	7.13e-120	350
5mSIPHEX1_9-scaffold_2188_c2_1	AGL63717.2|GT4	44.9	535	235	8	169	646	106	637	3.31e-147	449
5mSIPHEX1_9-scaffold_2217_c1_4	QOF98253.1|GT2	54.5	411	187	0	6	416	6	416	1.49e-166	479
5mSIPHEX1_9-scaffold_2291_c1_3	UAL43653.1|GH42	70.9	652	189	1	1	651	1	652	0.0	1018
5mSIPHEX1_9-scaffold_2291_c1_4	ARD42998.1|GH36	67.4	426	137	1	13	438	8	431	3.00e-217	619
5mSIPHEX1_9-scaffold_2512_c1_2	AEP30212.1|GH77	77.8	729	162	0	1	729	1	729	0.0	1201
5mSIPHEX1_9-scaffold_2512_c1_3	AEP30211.1|CBM48|GH13_9	77.4	707	153	2	1	700	1	707	0.0	1172
5mSIPHEX1_9-scaffold_2530_c1_2	AEP31018.1|CBM50	69.7	267	74	2	21	287	20	279	7.48e-127	367
5mSIPHEX1_9-scaffold_2632_c1_3	CAE6201330.1|GH1	52.9	647	294	3	6	641	564	1210	2.31e-239	701
5mSIPHEX1_9-scaffold_2654_c1_2	AEP30507.1|GH73	84.9	318	47	1	1	317	1	318	3.15e-193	538
5mSIPHEX1_9-scaffold_2768_c1_4	UAA38248.1|GH13	43.9	786	405	9	31	802	44	807	3.92e-236	689
5mSIPHEX1_9-scaffold_2875_c1_4	ALR09732.2|GH92	46.4	483	253	2	1	478	250	731	1.87e-144	436
5mSIPHEX1_9-scaffold_3096_c1_3	AFT96194.1|GT4	60.4	369	144	2	1	369	1	367	4.57e-159	456
5mSIPHEX1_9-scaffold_3221_c1_1	CAD7280782.1|GT2	57.9	806	309	2	147	922	387	1192	1.30e-308	931
5mSIPHEX1_9-scaffold_337_c1_36	ARU30213.1|GH9	54.2	578	253	6	19	592	7	576	2.11e-208	598
5mSIPHEX1_9-scaffold_3464_c1_4	QCE13289.1|CE8	51.9	401	170	2	15	393	418	817	1.09e-132	418
5mSIPHEX1_9-scaffold_3684_c1_3	CCO12868.2|GH1	36.5	765	286	7	11	773	620	1186	2.96e-141	452
5mSIPHEX1_9-scaffold_3830_c1_1	ABG42564.1|GH2	61.1	951	353	7	1	934	94	1044	0.0	1205
5mSIPHEX1_9-scaffold_386_c2_11	ACU62277.1|GH35	47.3	387	193	3	1	386	3	379	6.97e-118	369
5mSIPHEX1_9-scaffold_386_c2_16	AFU98805.1|GH105	53.6	418	194	0	23	440	10	427	2.47e-156	454
5mSIPHEX1_9-scaffold_386_c2_19	ABD80547.1|GH2	63.3	787	281	5	47	830	39	820	0.0	1045
5mSIPHEX1_9-scaffold_386_c2_20	QOD60957.1|PL29	52.7	528	249	1	35	561	23	550	1.09e-202	581
5mSIPHEX1_9-scaffold_4071_c1_2	AEP29591.1|CBM50|GH23	76.3	562	117	2	1	562	1	546	7.54e-316	868
5mSIPHEX1_9-scaffold_5252_c1_2	UAA39366.1|CBM50	59.3	430	173	2	4	432	8	436	2.94e-184	525
5mSIPHEX1_9-scaffold_534_c1_4	URQ87645.1|GH16_3	49.9	691	285	22	3	657	7	672	4.06e-204	612
