Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
700mSIPHEX2_13-scaffold_105_c1_123	VCU58971.1|GH24	67.8	239	76	1	1	238	1	239	6.17e-111	323
700mSIPHEX2_13-scaffold_105_c1_50	QDI76139.1|GT2	74.4	613	157	0	13	625	3	615	0.0	889
700mSIPHEX2_13-scaffold_105_c1_62	AKH99103.1|CBM50	53.8	526	235	3	5	523	7	531	4.86e-197	569
700mSIPHEX2_13-scaffold_107_c1_13	AXT29196.1|CE9	57.3	382	156	2	1	382	1	375	1.41e-136	399
700mSIPHEX2_13-scaffold_107_c1_46	CAD7221988.1|GH103	38.3	609	358	8	18	616	25	625	2.43e-119	390
700mSIPHEX2_13-scaffold_111_c1_34	CAE6204650.1|GH28	50.8	599	287	5	6	597	746	1343	1.13e-195	590
700mSIPHEX2_13-scaffold_111_c1_52	AHD00241.1|GT2	72.9	229	59	1	1	229	1	226	1.76e-113	328
700mSIPHEX2_13-scaffold_141_c1_52	ANP37405.1|GT51	72.1	664	184	1	49	711	4	667	0.0	936
700mSIPHEX2_13-scaffold_150_c1_36	ANP38606.1|GH3	68.4	335	106	0	1	335	1	335	1.14e-155	444
700mSIPHEX2_13-scaffold_150_c1_60	CCO12112.2|GH13_31	64.6	424	145	3	1	419	1	424	2.08e-191	542
700mSIPHEX2_13-scaffold_150_c1_70	AGL64700.2|GH23	49.5	321	158	2	33	349	37	357	1.25e-103	313
700mSIPHEX2_13-scaffold_154_c1_1	AAN05131.1|GT2|GT4	68.9	1322	380	10	4	1294	17	1338	0.0	1475
700mSIPHEX2_13-scaffold_154_c1_12	QAX32086.1|GT2	80.1	321	63	1	18	337	41	361	1.04e-186	524
700mSIPHEX2_13-scaffold_154_c1_16	AZV80652.1|GT4	83.1	414	70	0	1	414	1	414	8.05e-263	722
700mSIPHEX2_13-scaffold_154_c1_18	QWA11134.1|GT2	55.8	335	144	3	1	332	288	621	1.19e-123	374
700mSIPHEX2_13-scaffold_154_c1_20	QAY63367.1|GT2	59.2	287	114	2	11	296	317	601	8.57e-107	327
700mSIPHEX2_13-scaffold_154_c1_8	UFM63291.1|GT2	51.5	588	283	2	18	604	9	595	4.26e-208	599
700mSIPHEX2_13-scaffold_1553_c1_2	VCU58971.1|GH24	68.2	239	75	1	1	238	1	239	2.27e-113	329
700mSIPHEX2_13-scaffold_160_c1_24	QDI75948.1|GH0	67.5	1315	411	5	1	1313	1	1300	0.0	1741
700mSIPHEX2_13-scaffold_160_c1_59	ANF95373.1|CBM50	52.8	635	286	6	27	652	35	664	1.46e-232	669
700mSIPHEX2_13-scaffold_189_c1_39	AWZ17133.1|GH13_30	35.2	1093	624	22	1	1043	401	1459	6.19e-175	562
700mSIPHEX2_13-scaffold_190_c1_22	CAN65674.1|GH28	45.8	546	270	6	74	617	109	630	1.79e-155	485
700mSIPHEX2_13-scaffold_190_c1_50	CAG7911095.1|GH5_11	38.6	1040	463	25	5	1017	582	1472	2.44e-203	630
700mSIPHEX2_13-scaffold_20_c1_101	AZL15609.1|GH0	70.5	308	91	0	3	310	4	311	1.99e-152	434
700mSIPHEX2_13-scaffold_20_c1_102	CAD7280782.1|GT2	52.2	356	157	3	21	375	1794	2137	4.87e-108	354
700mSIPHEX2_13-scaffold_20_c1_103	QKX60855.1|GT22	64.7	286	98	2	5	289	577	860	1.11e-113	352
700mSIPHEX2_13-scaffold_20_c1_105	CAD7280782.1|GT2	45.5	808	383	12	177	947	390	1177	4.49e-216	684
700mSIPHEX2_13-scaffold_20_c1_119	CDM22846.1|GT51	48.1	420	207	5	4	418	895	1308	4.52e-118	378
700mSIPHEX2_13-scaffold_20_c1_138	QOF98722.1|GT87	53.9	549	247	3	6	549	12	559	4.57e-207	592
700mSIPHEX2_13-scaffold_20_c1_210	ANP36266.1|GH25	75.6	271	63	2	1	271	1	268	2.50e-155	438
700mSIPHEX2_13-scaffold_20_c1_237	AZV31449.1|GH23	63.0	362	134	0	1	362	817	1178	8.05e-148	452
700mSIPHEX2_13-scaffold_20_c1_246	UQZ82377.1|CBM50	34.8	638	381	12	10	626	34	657	1.48e-106	342
700mSIPHEX2_13-scaffold_20_c1_266	CAD2222301.1|AA3	50.4	536	248	10	6	524	13	547	7.65e-173	504
700mSIPHEX2_13-scaffold_20_c1_313	CAD7226128.1|GH38	35.2	749	392	18	11	705	1345	2054	8.77e-115	386
700mSIPHEX2_13-scaffold_20_c1_319	CCO12868.2|GH1	45.9	1383	509	9	19	1362	7	1189	0.0	1155
700mSIPHEX2_13-scaffold_20_c1_330	ANP36532.1|GT41	61.8	714	269	1	1	714	1	710	1.02e-250	717
700mSIPHEX2_13-scaffold_20_c1_388	ANP36595.1|GH103	81.2	389	73	0	1	389	1	389	1.02e-234	649
700mSIPHEX2_13-scaffold_24_c1_142	QYU66445.1|GT4	60.1	346	133	2	5	349	8	349	1.37e-136	417
700mSIPHEX2_13-scaffold_24_c1_144	QAX31390.1|GT51	74.3	245	62	1	1	245	1	244	7.68e-126	361
700mSIPHEX2_13-scaffold_24_c1_163	AZV79999.1|GT14	82.5	566	99	0	1	566	1	566	0.0	976
700mSIPHEX2_13-scaffold_24_c1_164	QDI78127.1|GT0	82.0	328	59	0	9	336	1	328	1.89e-206	572
700mSIPHEX2_13-scaffold_24_c1_165	QAX31407.1|GT0	69.1	346	107	0	1	346	1	346	4.15e-180	507
700mSIPHEX2_13-scaffold_24_c1_166	ADN17640.1|GT2	53.6	321	146	1	4	321	11	331	8.11e-110	340
