Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
700mSIPHEX2_16-scaffold_103_c1_3	-|-|3.2.1.41:2	GH13_13(542-936)	CBM41_e4+CBM48_e94+GH13_e108	CBM41+CBM48+GH13_13	N	3
700mSIPHEX2_16-scaffold_103_c1_82	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	GH13_11(188-540)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3
700mSIPHEX2_16-scaffold_103_c1_83	-|2.4.1.18:14	CBM48(116-198)+GH13_9(271-570)	CBM48_e87+GH13_e200	CBM48+GH13_9	N	3
700mSIPHEX2_16-scaffold_103_c1_84	2.4.1.25:11	GH77(183-722)	GH77_e27	GH77	N	3
700mSIPHEX2_16-scaffold_104_c1_102	-	AA3_2(3-530)	AA3_e57	AA3_2	N	3
700mSIPHEX2_16-scaffold_104_c1_12	-	PL22(321-435)	-	-	Y(1-35)	1
700mSIPHEX2_16-scaffold_104_c1_97	-	GH13(28-312)	GH13_e93	GH13	N	3
700mSIPHEX2_16-scaffold_117_c1_62	-	GH23(341-494)	GH23_e170	GH23	N	3
700mSIPHEX2_16-scaffold_117_c1_78	2.4.1.182:13	GT19(9-363)	GT19_e17	GT19	N	3
700mSIPHEX2_16-scaffold_128_c1_37	-	CE1(556-765)	-	-	Y(1-23)	1
700mSIPHEX2_16-scaffold_142_c1_68	2.4.1.161:1	GH31(236-680)	GH31_e76	GH31	Y(1-32)	3
700mSIPHEX2_16-scaffold_142_c1_69	3.2.1.20:2	GH13_38(93-489)	GH13_e113	GH13_38	Y(1-40)	3
700mSIPHEX2_16-scaffold_152_c1_59	-	GT2(6-147)	GT2	GT2	N	3
700mSIPHEX2_16-scaffold_152_c1_70	-	GT2(16-173)	GT2	GT2	N	3
700mSIPHEX2_16-scaffold_152_c1_71	-	GT83(5-377)	GT83_e58	GT83	N	3
700mSIPHEX2_16-scaffold_165_c1_27	-	CE1(21-277)	-	-	N	1
700mSIPHEX2_16-scaffold_167_c1_11	-	GH103(44-336)	GH103_e38	GH103	Y(1-32)	3
700mSIPHEX2_16-scaffold_167_c1_15	-	GT30(48-222)	GT30_e74	GT30	Y(1-32)	3
700mSIPHEX2_16-scaffold_167_c1_4	-	GT51(165-333)	GT51_e15	GT51	N	3
700mSIPHEX2_16-scaffold_172_c1_29	3.5.1.80:1	CE9(8-373)	CE9_e15	CE9	N	3
700mSIPHEX2_16-scaffold_180_c1_41	-	GT51(67-228)	GT51_e120	GT51	N	3
700mSIPHEX2_16-scaffold_180_c1_6	4.2.2.3:2|4.2.2.-:2|4.2.2.11:1	PL7_5(51-360)	PL7_e12	PL7_5	Y(1-28)	3
700mSIPHEX2_16-scaffold_22_c1_28	-	GH16_3(34-274)	GH16_e93	GH16_3	Y(1-29)	3
700mSIPHEX2_16-scaffold_22_c1_53	3.2.1.22:8	GH36(13-668)	GH36_e2	GH36	N	3
700mSIPHEX2_16-scaffold_22_c1_54	3.2.1.23:13	GH42(5-392)	GH42_e1	GH42	N	3
700mSIPHEX2_16-scaffold_22_c1_62	-	GH109(2-155)	-	-	N	1
700mSIPHEX2_16-scaffold_22_c1_69	-	GT5(2-467)	GT5_e2	GT5	N	3
700mSIPHEX2_16-scaffold_22_c1_84	4.2.2.-:1|4.2.2.11:4|4.2.2.-:3|4.2.2.26:1	PL6(47-415)+PL6_1(486-699)	PL6_e0+PL6_e5	PL6_1	Y(1-29)	3
