HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT2.hmm	170	5mSIPHEX1_32-scaffold_1014_c1_10	326	5e-22	2	166	17	179	0.9647058823529412
GT2.hmm	170	5mSIPHEX1_32-scaffold_1014_c1_5	323	7.2e-28	2	131	12	143	0.7588235294117647
GT2.hmm	170	5mSIPHEX1_32-scaffold_1014_c1_8	379	7.2e-38	1	170	6	171	0.9941176470588236
GT4.hmm	160	5mSIPHEX1_32-scaffold_1014_c1_9	408	4.9e-34	12	157	210	363	0.90625
AA3_2.hmm	568	5mSIPHEX1_32-scaffold_1046_c1_5	546	6.7e-173	2	566	3	530	0.9929577464788732
AA6.hmm	195	5mSIPHEX1_32-scaffold_1260_c1_6	196	2.5e-47	1	193	3	187	0.9846153846153847
GT20.hmm	475	5mSIPHEX1_32-scaffold_126_c1_11	465	1.1e-153	8	473	5	459	0.9789473684210527
GH15.hmm	361	5mSIPHEX1_32-scaffold_126_c1_13	590	3.8e-73	3	360	214	577	0.9889196675900277
CE11.hmm	271	5mSIPHEX1_32-scaffold_126_c1_47	309	1.2e-104	1	270	9	282	0.992619926199262
GT2.hmm	197	5mSIPHEX1_32-scaffold_126_c1_5	487	1.9e-23	2	195	207	396	0.9796954314720813
AA7.hmm	458	5mSIPHEX1_32-scaffold_134_c1_33	473	7.8e-68	3	454	34	457	0.9847161572052402
GH3.hmm	216	5mSIPHEX1_32-scaffold_138_c1_5	924	6.6e-68	2	215	98	353	0.9861111111111112
GH25.hmm	177	5mSIPHEX1_32-scaffold_138_c1_68	230	6.5e-44	1	177	39	214	0.9943502824858758
GT83.hmm	540	5mSIPHEX1_32-scaffold_138_c1_79	574	1.1e-53	11	428	19	403	0.7722222222222223
GT51.hmm	177	5mSIPHEX1_32-scaffold_138_c1_81	686	1.2e-48	13	175	58	219	0.9152542372881356
GH43_1.hmm	310	5mSIPHEX1_32-scaffold_173_c1_50	390	3.3e-148	1	310	55	380	0.9967741935483871
GT30.hmm	177	5mSIPHEX1_32-scaffold_183_c1_35	421	4.8e-53	2	175	36	212	0.9774011299435028
GH16_3.hmm	230	5mSIPHEX1_32-scaffold_184_c1_53	345	1.7e-74	1	229	48	312	0.991304347826087
GT19.hmm	354	5mSIPHEX1_32-scaffold_210_c1_5	396	8.6e-95	1	350	6	362	0.9858757062146892
GH13_23.hmm	344	5mSIPHEX1_32-scaffold_210_c1_50	543	5.8e-148	1	343	40	384	0.9941860465116279
GH3.hmm	216	5mSIPHEX1_32-scaffold_213_c1_31	346	2.5e-43	8	215	55	278	0.9583333333333334
GH28.hmm	325	5mSIPHEX1_32-scaffold_218_c1_13	416	4e-83	6	321	25	406	0.9692307692307692
CE1.hmm	227	5mSIPHEX1_32-scaffold_218_c1_14	328	7.1e-16	11	202	39	238	0.8414096916299559
GH28.hmm	325	5mSIPHEX1_32-scaffold_218_c1_15	537	3.8e-56	7	308	69	427	0.9261538461538461
GH43_18.hmm	229	5mSIPHEX1_32-scaffold_218_c1_25	322	2e-89	2	228	70	306	0.9868995633187773
GH10.hmm	303	5mSIPHEX1_32-scaffold_218_c1_27	377	4.4e-78	6	301	46	367	0.9735973597359736
CE14.hmm	124	5mSIPHEX1_32-scaffold_218_c1_4	218	1.6e-19	1	91	13	106	0.7258064516129032
GT4.hmm	160	5mSIPHEX1_32-scaffold_219_c1_31	369	1.8e-25	9	134	188	300	0.78125
GT81.hmm	293	5mSIPHEX1_32-scaffold_2416_c1_3	328	3.1e-19	20	215	19	198	0.6655290102389079
AA2.hmm	255	5mSIPHEX1_32-scaffold_242_c1_27	738	4.4e-16	14	117	79	183	0.403921568627451
AA7.hmm	458	5mSIPHEX1_32-scaffold_259_c1_16	470	1e-15	18	205	46	240	0.40829694323144106
GH24.hmm	137	5mSIPHEX1_32-scaffold_2653_c1_2	397	1.2e-33	2	137	8	144	0.9854014598540146
GH23.hmm	135	5mSIPHEX1_32-scaffold_273_c1_20	675	3.3e-28	17	123	520	651	0.7851851851851852
GT2.hmm	170	5mSIPHEX1_32-scaffold_273_c1_37	341	6.9e-34	1	127	12	137	0.7411764705882353
GT2.hmm	170	5mSIPHEX1_32-scaffold_303_c1_29	250	2.2e-23	1	168	8	173	0.9823529411764705
GT4.hmm	160	5mSIPHEX1_32-scaffold_303_c1_43	350	4.4e-34	4	157	164	311	0.95625
GT51.hmm	177	5mSIPHEX1_32-scaffold_306_c1_16	676	1.8e-64	14	176	102	264	0.9152542372881356
GT2.hmm	230	5mSIPHEX1_32-scaffold_311_c1_10	270	1.1e-21	1	226	4	235	0.9782608695652174
GH103.hmm	295	5mSIPHEX1_32-scaffold_311_c1_24	448	7.7e-95	2	293	57	356	0.9864406779661017
GT2.hmm	170	5mSIPHEX1_32-scaffold_311_c1_39	470	1.2e-25	2	166	63	264	0.9647058823529412
GT2.hmm	197	5mSIPHEX1_32-scaffold_311_c1_39	470	5.2e-20	4	190	168	378	0.9441624365482234
GT4.hmm	160	5mSIPHEX1_32-scaffold_325_c1_17	988	9.8e-31	11	154	221	366	0.89375
GT4.hmm	160	5mSIPHEX1_32-scaffold_325_c1_17	988	8.8e-29	4	150	631	779	0.9125
GT2.hmm	170	5mSIPHEX1_32-scaffold_325_c1_24	344	2e-17	2	131	23	158	0.7588235294117647
GT2.hmm	170	5mSIPHEX1_32-scaffold_325_c1_32	355	3.1e-26	1	161	31	194	0.9411764705882353
GH3.hmm	216	5mSIPHEX1_32-scaffold_331_c1_9	706	5.5e-60	3	192	60	248	0.875
AA1.hmm	358	5mSIPHEX1_32-scaffold_3376_c1_4	585	3e-68	10	357	53	570	0.9692737430167597
AA1.hmm	358	5mSIPHEX1_32-scaffold_3555_c1_1	590	9.9e-68	10	357	53	575	0.9692737430167597
GT83.hmm	540	5mSIPHEX1_32-scaffold_364_c1_1	685	3.5e-70	6	317	10	337	0.575925925925926
CE1.hmm	227	5mSIPHEX1_32-scaffold_365_c1_36	281	7.1e-51	3	226	25	277	0.9823788546255506
GH109.hmm	399	5mSIPHEX1_32-scaffold_367_c1_25	402	3e-22	6	171	65	226	0.41353383458646614
GH3.hmm	216	5mSIPHEX1_32-scaffold_407_c1_27	755	5.1e-70	3	215	103	325	0.9814814814814815
GH51.hmm	630	5mSIPHEX1_32-scaffold_424_c1_6	497	7.1e-116	83	541	7	495	0.726984126984127
GT4.hmm	160	5mSIPHEX1_32-scaffold_436_c1_23	387	8.7e-28	7	159	200	357	0.95
GT9.hmm	225	5mSIPHEX1_32-scaffold_436_c1_24	345	4.7e-43	2	205	84	321	0.9022222222222223
GT20.hmm	475	5mSIPHEX1_32-scaffold_438_c1_15	470	9.3e-149	13	475	2	448	0.9726315789473684
GH3.hmm	216	5mSIPHEX1_32-scaffold_440_c1_16	789	9.6e-70	3	215	127	348	0.9814814814814815
GT66.hmm	693	5mSIPHEX1_32-scaffold_446_c1_2	610	1.2e-16	42	443	50	446	0.5786435786435786
GT81.hmm	293	5mSIPHEX1_32-scaffold_446_c1_3	344	8.9e-17	20	213	8	185	0.658703071672355
GH16_3.hmm	230	5mSIPHEX1_32-scaffold_462_c1_11	279	3.2e-39	2	230	38	273	0.991304347826087
GH9.hmm	418	5mSIPHEX1_32-scaffold_507_c1_2	832	1.1e-31	25	396	385	800	0.8875598086124402
GT51.hmm	177	5mSIPHEX1_32-scaffold_510_c1_1	892	1.6e-63	1	177	79	259	0.9943502824858758
CE20.hmm	249	5mSIPHEX1_32-scaffold_510_c1_13	648	1.3e-37	3	117	105	221	0.4578313253012048
CE20.hmm	249	5mSIPHEX1_32-scaffold_510_c1_13	648	1.6e-33	123	246	414	536	0.4939759036144578
GT2.hmm	170	5mSIPHEX1_32-scaffold_510_c1_6	228	6.6e-17	1	131	6	129	0.7647058823529411
GT51.hmm	177	5mSIPHEX1_32-scaffold_519_c1_2	344	4e-51	11	176	50	214	0.9322033898305084
GT83.hmm	540	5mSIPHEX1_32-scaffold_533_c1_1	481	5.3e-71	6	316	10	336	0.5740740740740741
GT2.hmm	170	5mSIPHEX1_32-scaffold_533_c1_2	244	2.3e-23	1	147	8	151	0.8588235294117647
GH29.hmm	346	5mSIPHEX1_32-scaffold_581_c1_2	481	4e-95	23	344	10	388	0.9277456647398844
GH29.hmm	346	5mSIPHEX1_32-scaffold_581_c1_4	473	1.3e-94	27	344	6	380	0.9161849710982659
GH67.hmm	669	5mSIPHEX1_32-scaffold_588_c1_12	734	1.1e-288	1	667	41	708	0.9955156950672646
GT4.hmm	160	5mSIPHEX1_32-scaffold_6146_c1_1	381	1.2e-30	9	157	195	352	0.925
GH9.hmm	418	5mSIPHEX1_32-scaffold_623_c2_4	612	1.4e-110	3	418	117	602	0.992822966507177
GT28.hmm	157	5mSIPHEX1_32-scaffold_7778_c1_1	366	3.1e-41	1	155	187	349	0.9808917197452229
GH43_12.hmm	281	5mSIPHEX1_32-scaffold_791_c1_5	576	5.6e-117	1	281	63	354	0.99644128113879
CBM91.hmm	200	5mSIPHEX1_32-scaffold_791_c1_5	576	8.1e-49	5	181	389	573	0.88
