HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT30.hmm	177	5mSIPHEX1_1-scaffold_1040_c1_2	445	1.6e-49	2	176	43	221	0.9830508474576272
AA3_2.hmm	568	5mSIPHEX1_1-scaffold_1040_c1_3	506	7.6e-69	2	560	15	497	0.9823943661971831
AA3_2.hmm	568	5mSIPHEX1_1-scaffold_1400_c1_1	554	3.6e-161	3	566	3	530	0.9911971830985915
GT2.hmm	96	5mSIPHEX1_1-scaffold_1400_c1_2	350	2.7e-19	1	95	10	109	0.9791666666666666
GH13_23.hmm	344	5mSIPHEX1_1-scaffold_1482_c1_4	517	1e-128	1	343	29	385	0.9941860465116279
GH1.hmm	429	5mSIPHEX1_1-scaffold_1482_c1_6	440	1.1e-146	2	425	4	438	0.986013986013986
GH102.hmm	157	5mSIPHEX1_1-scaffold_1528_c1_4	343	2.2e-41	1	157	102	236	0.9936305732484076
GT28.hmm	157	5mSIPHEX1_1-scaffold_1870_c1_5	365	2e-43	2	157	187	349	0.9872611464968153
GT51.hmm	177	5mSIPHEX1_1-scaffold_1934_c1_2	712	1.9e-54	13	176	117	301	0.9209039548022598
GT2.hmm	170	5mSIPHEX1_1-scaffold_1970_c1_3	308	3.3e-21	1	130	9	136	0.7588235294117647
GH109.hmm	399	5mSIPHEX1_1-scaffold_2544_c1_2	367	6.8e-21	9	167	2	163	0.39598997493734334
CE11.hmm	271	5mSIPHEX1_1-scaffold_2572_c1_2	307	9.6e-99	1	270	2	273	0.992619926199262
GT2.hmm	230	5mSIPHEX1_1-scaffold_5161_c1_1	590	1.1e-31	1	228	203	429	0.9869565217391304
GH36.hmm	688	5mSIPHEX1_1-scaffold_5284_c1_3	476	1.7e-134	8	503	11	476	0.7194767441860465
GH3.hmm	216	5mSIPHEX1_1-scaffold_5855_c1_1	317	2.3e-36	8	215	41	259	0.9583333333333334
AA3_2.hmm	568	5mSIPHEX1_1-scaffold_6190_c1_1	344	5.3e-103	208	567	2	341	0.6320422535211268
AA4.hmm	522	5mSIPHEX1_1-scaffold_6241_c1_2	474	1.4e-19	16	247	2	222	0.4425287356321839
GH42.hmm	371	5mSIPHEX1_1-scaffold_6394_c1_2	627	9.8e-155	1	370	8	391	0.9946091644204852
GT51.hmm	177	5mSIPHEX1_1-scaffold_700_c1_5	248	1.6e-46	8	173	70	230	0.9322033898305084
AA3_2.hmm	568	5mSIPHEX1_1-scaffold_706_c1_13	545	5.6e-171	4	568	4	537	0.9929577464788732
GT30.hmm	177	5mSIPHEX1_1-scaffold_706_c2_2	424	4.8e-50	1	173	43	218	0.9717514124293786
GH103.hmm	295	5mSIPHEX1_1-scaffold_743_c2_6	371	6.9e-88	1	294	3	293	0.9932203389830508
