Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
700mSIPHEX2_23-scaffold_136_c1_13	-	CE11(8-226)	CE11_e29	CE11	N	3
700mSIPHEX2_23-scaffold_136_c1_58	-	GT4(194-341)	GT4_e2566	GT4	N	3
700mSIPHEX2_23-scaffold_136_c1_59	-	GH3(104-328)	GH3_e104	GH3	Y(1-22)	3
700mSIPHEX2_23-scaffold_140_c1_42	-	GH31(229-673)	GH31_e47	GH31	N	3
700mSIPHEX2_23-scaffold_140_c1_43	2.4.1.18:57|2.4.1.18:14	CBM48(29-118)+GH13_9(186-485)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3
700mSIPHEX2_23-scaffold_140_c1_45	-	GT5(2-465)	GT5_e30	GT5	N	3
700mSIPHEX2_23-scaffold_140_c1_61	-	GH13_19(175-423)	GH13_e123	GH13_19	Y(1-20)	3
700mSIPHEX2_23-scaffold_140_c1_70	-	CE14(50-162)	-	-	Y(1-22)	1
700mSIPHEX2_23-scaffold_15_c1_102	-	GT19(4-347)	GT19_e2	GT19	N	3
700mSIPHEX2_23-scaffold_15_c1_11	-	GT2(6-172)	GT2	GT2	N	3
700mSIPHEX2_23-scaffold_15_c1_222	-	GH113(29-333)	GH113_e22	GH113	Y(1-26)	3
700mSIPHEX2_23-scaffold_15_c1_226	-	GT2(13-156)	GT2	GT2	N	3
700mSIPHEX2_23-scaffold_15_c1_333	-	GT28(194-349)	GT28_e0	GT28	N	3
700mSIPHEX2_23-scaffold_15_c1_383	-	GT2(45-160)	GT2	GT2	N	3
700mSIPHEX2_23-scaffold_15_c1_82	-	CBM9(55-206)	-	-	Y(1-27)	1
700mSIPHEX2_23-scaffold_168_c1_22	-	GH65(319-655)	GH65_e22	GH65	Y(1-31)	3
700mSIPHEX2_23-scaffold_168_c1_27	-	GT2(6-165)	GT2	GT2	N	3
700mSIPHEX2_23-scaffold_168_c1_3	-	GT2(6-175)	GT2	GT2	N	3
700mSIPHEX2_23-scaffold_168_c1_48	-	GH5_42(216-467)	GH5_e241	GH5_42	N	3
700mSIPHEX2_23-scaffold_168_c1_51	-	GT2(5-171)	GT2	GT2	N	3
700mSIPHEX2_23-scaffold_183_c1_12	-	GT30(45-214)	GT30_e55	GT30	Y(1-23)	3
700mSIPHEX2_23-scaffold_183_c1_30	-	GT2(5-142)	GT2	GT2	N	3
700mSIPHEX2_23-scaffold_324_c1_13	-	CBM9(35-206)	-	-	Y(1-20)	1
