HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE11.hmm	271	700mSIPHEX2_23-scaffold_136_c1_13	469	5.9e-75	1	218	8	226	0.8007380073800738
GT4.hmm	160	700mSIPHEX2_23-scaffold_136_c1_58	376	3.6e-34	5	155	194	341	0.9375
GH3.hmm	216	700mSIPHEX2_23-scaffold_136_c1_59	972	7.2e-56	6	215	104	328	0.9675925925925926
GH31.hmm	427	700mSIPHEX2_23-scaffold_140_c1_42	801	2.9e-171	1	427	229	673	0.9976580796252927
CBM48.hmm	76	700mSIPHEX2_23-scaffold_140_c1_43	648	4.1e-18	2	72	29	118	0.9210526315789473
GH13_9.hmm	301	700mSIPHEX2_23-scaffold_140_c1_43	648	7.6e-157	2	301	186	485	0.9933554817275747
GT5.hmm	472	700mSIPHEX2_23-scaffold_140_c1_45	469	2.4e-152	1	472	2	465	0.9978813559322034
GH13_19.hmm	360	700mSIPHEX2_23-scaffold_140_c1_61	562	1e-77	136	360	175	423	0.6222222222222222
CE14.hmm	124	700mSIPHEX2_23-scaffold_140_c1_70	844	3.9e-19	1	114	50	162	0.9112903225806451
GT19.hmm	354	700mSIPHEX2_23-scaffold_15_c1_102	375	6.3e-117	2	348	4	347	0.9774011299435028
GT2.hmm	170	700mSIPHEX2_23-scaffold_15_c1_11	242	5.7e-29	2	168	6	172	0.9764705882352941
GH113.hmm	306	700mSIPHEX2_23-scaffold_15_c1_222	340	2.9e-113	1	306	29	333	0.9967320261437909
GT2.hmm	170	700mSIPHEX2_23-scaffold_15_c1_226	237	8.1e-16	1	151	13	156	0.8823529411764706
GT28.hmm	157	700mSIPHEX2_23-scaffold_15_c1_333	370	2.1e-44	2	157	194	349	0.9872611464968153
GT2.hmm	170	700mSIPHEX2_23-scaffold_15_c1_383	371	4.1e-19	1	113	45	160	0.6588235294117647
CBM9.hmm	182	700mSIPHEX2_23-scaffold_15_c1_82	900	2.5e-18	1	145	55	206	0.7912087912087912
GH65.hmm	372	700mSIPHEX2_23-scaffold_168_c1_22	689	1.1e-102	1	370	319	655	0.9919354838709677
GT2.hmm	170	700mSIPHEX2_23-scaffold_168_c1_27	328	1.4e-24	9	168	6	165	0.9352941176470588
GT2.hmm	170	700mSIPHEX2_23-scaffold_168_c1_3	241	1e-30	1	168	6	175	0.9823529411764705
GH5_42.hmm	254	700mSIPHEX2_23-scaffold_168_c1_48	506	1.9e-116	2	254	216	467	0.9921259842519685
GT2.hmm	170	700mSIPHEX2_23-scaffold_168_c1_51	272	1.6e-21	2	166	5	171	0.9647058823529412
GT30.hmm	177	700mSIPHEX2_23-scaffold_183_c1_12	421	7.6e-41	10	176	45	214	0.9378531073446328
GT2.hmm	170	700mSIPHEX2_23-scaffold_183_c1_30	284	9.5e-25	2	132	5	142	0.7647058823529411
CBM9.hmm	182	700mSIPHEX2_23-scaffold_324_c1_13	731	5.9e-16	1	162	35	206	0.8846153846153846
GH32.hmm	293	700mSIPHEX2_23-scaffold_36_c1_137	519	3.1e-100	1	287	49	356	0.9761092150170648
GH65.hmm	372	700mSIPHEX2_23-scaffold_36_c1_140	777	1.2e-144	1	372	337	717	0.9973118279569892
GH16_3.hmm	230	700mSIPHEX2_23-scaffold_36_c1_141	239	9.8e-83	1	230	13	237	0.9956521739130435
GH13.hmm	299	700mSIPHEX2_23-scaffold_36_c1_151	468	1.9e-53	12	290	66	351	0.9297658862876255
GT2.hmm	170	700mSIPHEX2_23-scaffold_36_c1_160	240	1.3e-25	1	149	6	147	0.8705882352941177
GT83.hmm	540	700mSIPHEX2_23-scaffold_36_c1_162	542	8.6e-64	6	466	6	459	0.8518518518518519
GT2.hmm	230	700mSIPHEX2_23-scaffold_36_c1_164	497	1.8e-28	4	227	56	281	0.9695652173913043
GT2.hmm	170	700mSIPHEX2_23-scaffold_36_c1_165	232	9.7e-23	2	133	7	137	0.7705882352941177
CE4.hmm	130	700mSIPHEX2_23-scaffold_36_c1_172	224	6.2e-30	4	126	27	159	0.9384615384615385
GH37.hmm	491	700mSIPHEX2_23-scaffold_36_c1_203	616	1.7e-136	9	489	78	595	0.9775967413441955
GH100.hmm	458	700mSIPHEX2_23-scaffold_36_c1_204	390	9.3e-24	282	446	221	386	0.35807860262008734
CE1.hmm	227	700mSIPHEX2_23-scaffold_36_c1_41	388	2e-17	3	209	35	240	0.9074889867841409
GT5.hmm	472	700mSIPHEX2_23-scaffold_36_c1_45	271	7.6e-45	1	216	5	230	0.4555084745762712
GH23.hmm	135	700mSIPHEX2_23-scaffold_37_c1_58	523	1.3e-27	2	122	163	299	0.8888888888888888
CBM50.hmm	40	700mSIPHEX2_23-scaffold_37_c1_58	523	7.7e-16	1	39	478	520	0.95
GT4.hmm	160	700mSIPHEX2_23-scaffold_37_c1_71	354	4.9e-21	11	147	178	315	0.85
GT2.hmm	170	700mSIPHEX2_23-scaffold_37_c1_78	266	1.6e-37	1	146	12	155	0.8529411764705882
GT51.hmm	177	700mSIPHEX2_23-scaffold_37_c2_176	795	2.2e-45	17	176	72	230	0.8983050847457628
GT9.hmm	225	700mSIPHEX2_23-scaffold_37_c2_5	342	7e-34	2	205	77	301	0.9022222222222223
AA3.hmm	618	700mSIPHEX2_23-scaffold_37_c2_69	594	1.1e-52	78	403	25	591	0.5258899676375405
GH74.hmm	233	700mSIPHEX2_23-scaffold_404_c1_15	842	7.5e-17	25	113	203	300	0.3776824034334764
GT4.hmm	160	700mSIPHEX2_23-scaffold_43_c2_19	366	3.2e-32	6	156	186	332	0.9375
CE14.hmm	124	700mSIPHEX2_23-scaffold_43_c2_31	239	1.2e-24	1	124	6	111	0.9919354838709677
GT2.hmm	170	700mSIPHEX2_23-scaffold_43_c3_17	335	2.2e-22	2	169	5	183	0.9823529411764705
CBM9.hmm	182	700mSIPHEX2_23-scaffold_43_c3_24	265	2.6e-40	2	182	60	262	0.989010989010989
GH13_31.hmm	349	700mSIPHEX2_23-scaffold_43_c3_37	568	6.5e-149	1	348	33	381	0.994269340974212
GT4.hmm	160	700mSIPHEX2_23-scaffold_43_c3_70	388	2.8e-31	5	159	202	356	0.9625
GH3.hmm	216	700mSIPHEX2_23-scaffold_44_c1_182	761	1.3e-62	3	215	103	324	0.9814814814814815
GT2.hmm	170	700mSIPHEX2_23-scaffold_44_c1_211	322	5.4e-29	1	167	4	166	0.9764705882352941
CE1.hmm	227	700mSIPHEX2_23-scaffold_44_c1_4	218	8.8e-16	15	207	12	202	0.8458149779735683
GH18.hmm	296	700mSIPHEX2_23-scaffold_45_c2_165	791	2e-24	4	285	223	555	0.9493243243243243
GH20.hmm	337	700mSIPHEX2_23-scaffold_500_c1_4	543	1.6e-110	9	336	183	499	0.9703264094955489
GT2.hmm	170	700mSIPHEX2_23-scaffold_61_c1_197	313	4.7e-22	1	131	16	149	0.7647058823529411
GT2.hmm	170	700mSIPHEX2_23-scaffold_61_c1_200	314	5.5e-21	1	109	8	112	0.6352941176470588
GT4.hmm	160	700mSIPHEX2_23-scaffold_61_c1_214	336	4.2e-34	12	159	152	305	0.91875
GT105.hmm	131	700mSIPHEX2_23-scaffold_61_c1_219	636	1.6e-30	1	124	80	210	0.9389312977099237
GH73.hmm	128	700mSIPHEX2_23-scaffold_61_c1_33	277	7.7e-34	2	128	75	203	0.984375
GH92.hmm	491	700mSIPHEX2_23-scaffold_61_c1_5	983	1.2e-194	4	491	242	728	0.9918533604887984
GT2.hmm	170	700mSIPHEX2_23-scaffold_63_c1_141	306	9.8e-29	1	115	5	122	0.6705882352941176
GT105.hmm	131	700mSIPHEX2_23-scaffold_63_c1_143	659	3e-23	9	123	107	226	0.8702290076335878
GH109.hmm	399	700mSIPHEX2_23-scaffold_63_c1_166	452	2.5e-170	3	397	33	439	0.9874686716791979
GT2.hmm	170	700mSIPHEX2_23-scaffold_66_c1_101	333	4.2e-26	1	159	6	160	0.9294117647058824
GT2.hmm	170	700mSIPHEX2_23-scaffold_66_c1_139	384	4.2e-24	1	168	6	167	0.9823529411764705
GH171.hmm	355	700mSIPHEX2_23-scaffold_66_c1_145	422	2.4e-112	1	355	70	420	0.9971830985915493
GH23.hmm	135	700mSIPHEX2_23-scaffold_66_c1_163	322	1.1e-22	2	125	106	241	0.9111111111111111
GH18.hmm	296	700mSIPHEX2_23-scaffold_66_c1_28	391	3.2e-66	4	285	51	375	0.9493243243243243
GT9.hmm	225	700mSIPHEX2_23-scaffold_66_c1_57	355	3.2e-29	2	210	69	319	0.9244444444444444
GT2.hmm	170	700mSIPHEX2_23-scaffold_66_c1_59	279	2.1e-20	1	107	8	115	0.6235294117647059
GT2.hmm	170	700mSIPHEX2_23-scaffold_66_c1_60	253	4.5e-19	2	116	6	109	0.6705882352941176
GT2.hmm	170	700mSIPHEX2_23-scaffold_66_c1_87	370	7.4e-27	1	170	6	183	0.9941176470588236
GH109.hmm	399	700mSIPHEX2_23-scaffold_81_c1_67	471	5.7e-19	4	161	34	184	0.39348370927318294
GT51.hmm	177	700mSIPHEX2_23-scaffold_81_c1_98	779	1e-56	1	177	74	252	0.9943502824858758
GT2.hmm	170	700mSIPHEX2_23-scaffold_96_c1_108	317	2.2e-33	1	122	5	122	0.711764705882353
GT4.hmm	160	700mSIPHEX2_23-scaffold_96_c1_56	354	1.4e-26	23	157	193	327	0.8375
GT4.hmm	160	700mSIPHEX2_23-scaffold_96_c1_58	355	3.2e-24	8	159	177	326	0.94375
GT4.hmm	160	700mSIPHEX2_23-scaffold_96_c1_59	370	7.8e-23	9	154	197	341	0.90625
GT4.hmm	160	700mSIPHEX2_23-scaffold_96_c1_65	380	1.4e-27	12	159	195	349	0.91875
GT2.hmm	170	700mSIPHEX2_23-scaffold_96_c1_78	333	4.9e-29	1	166	8	178	0.9705882352941176
GT2.hmm	170	700mSIPHEX2_23-scaffold_96_c1_79	306	4.8e-18	2	134	5	137	0.7764705882352941
