HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE14.hmm	124	5mSIPHEX2_10-scaffold_10_c1_103	244	4.5e-23	1	117	7	119	0.9354838709677419
AA1.hmm	358	5mSIPHEX2_10-scaffold_10_c1_53	562	7.2e-61	4	357	40	550	0.9860335195530726
AA7.hmm	458	5mSIPHEX2_10-scaffold_12_c1_138	484	8.3e-18	15	187	51	230	0.37554585152838427
GT14.hmm	250	5mSIPHEX2_10-scaffold_12_c1_145	526	6.6e-58	1	235	4	246	0.936
GT20.hmm	475	5mSIPHEX2_10-scaffold_12_c1_206	494	3.1e-149	13	469	3	483	0.96
GH13_18.hmm	343	5mSIPHEX2_10-scaffold_12_c1_213	603	4.8e-141	2	343	99	439	0.9941690962099126
CE1.hmm	227	5mSIPHEX2_10-scaffold_12_c1_44	277	2.4e-50	1	225	21	272	0.986784140969163
GT51.hmm	177	5mSIPHEX2_10-scaffold_12_c1_69	750	2.7e-55	9	176	123	311	0.943502824858757
GH103.hmm	295	5mSIPHEX2_10-scaffold_12_c1_74	403	2.6e-91	1	294	39	330	0.9932203389830508
GT2.hmm	96	5mSIPHEX2_10-scaffold_12_c1_95	342	1.4e-29	1	95	53	149	0.9791666666666666
GT2.hmm	96	5mSIPHEX2_10-scaffold_12_c1_96	308	3e-26	1	95	20	116	0.9791666666666666
GT14.hmm	250	5mSIPHEX2_10-scaffold_12_c1_97	566	4.5e-48	3	240	5	247	0.948
CE11.hmm	271	5mSIPHEX2_10-scaffold_137_c1_44	307	2.1e-100	1	270	2	273	0.992619926199262
GT28.hmm	157	5mSIPHEX2_10-scaffold_137_c1_52	378	1.7e-44	2	157	190	352	0.9872611464968153
AA4.hmm	522	5mSIPHEX2_10-scaffold_13_c1_123	471	3.7e-19	21	245	9	222	0.42911877394636017
GT107.hmm	532	5mSIPHEX2_10-scaffold_13_c1_165	700	1e-91	215	499	53	336	0.5338345864661654
