Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
5mSIPHEX2_18-scaffold_1083_c1_6	QOF98722.1|GT87	58.8	553	219	5	3	551	12	559	6.97e-234	660
5mSIPHEX2_18-scaffold_111_c1_23	CCO09729.2|GH1	45.0	418	226	4	324	738	3	419	2.50e-107	339
5mSIPHEX2_18-scaffold_111_c1_7	CAE6201330.1|GH1	37.7	642	366	14	3	621	582	1212	5.62e-129	414
5mSIPHEX2_18-scaffold_111_c2_16	BAP13855.1|GT2	87.0	292	38	0	1	292	1	292	1.14e-196	544
5mSIPHEX2_18-scaffold_111_c2_17	BAP13854.1|GT2	61.8	259	99	0	4	262	7	265	9.71e-115	335
5mSIPHEX2_18-scaffold_111_c2_7	CAL16398.1|GH23	94.8	193	10	0	1	193	1	193	1.33e-139	392
5mSIPHEX2_18-scaffold_112_c1_16	QCE13289.1|CE8	51.5	425	179	5	3	402	406	828	7.61e-131	413
5mSIPHEX2_18-scaffold_117_c1_23	CAD7245033.1|GT58	65.1	467	146	5	2	452	1053	1518	4.54e-189	582
5mSIPHEX2_18-scaffold_117_c1_44	QOS76560.1|CBM50	52.7	607	255	9	31	616	35	630	2.93e-204	597
5mSIPHEX2_18-scaffold_1174_c2_6	AMJ20543.1|GH13_11	54.5	398	175	3	22	415	14	409	6.64e-144	421
5mSIPHEX2_18-scaffold_132_c1_8	QBQ55156.1|CBM50	38.0	650	389	9	133	779	68	706	5.49e-121	390
5mSIPHEX2_18-scaffold_134_c2_16	BAP15144.1|GT51	92.6	855	62	1	1	855	1	854	0.0	1573
5mSIPHEX2_18-scaffold_134_c2_19	ALR09732.2|GH92	43.9	735	394	12	3	723	2	732	8.44e-190	561
5mSIPHEX2_18-scaffold_144_c1_27	CAL16604.1|GT19	92.4	383	29	0	1	383	1	383	3.85e-243	669
5mSIPHEX2_18-scaffold_144_c1_29	AWZ17133.1|GH13_30	34.9	1213	697	24	1	1158	401	1575	8.01e-204	639
5mSIPHEX2_18-scaffold_144_c2_12	BAP14091.1|CBM50	93.7	253	16	0	1	253	1	253	9.00e-154	432
5mSIPHEX2_18-scaffold_144_c2_5	CCO12112.2|GH13_31	63.0	432	150	5	1	426	1	428	5.16e-174	498
5mSIPHEX2_18-scaffold_146_c2_27	QYU66396.1|GH13_23	55.8	457	193	6	4	456	6	457	1.33e-144	436
5mSIPHEX2_18-scaffold_1481_c1_5	CAG7911095.1|GH5_11	41.5	866	427	19	1	841	613	1423	8.81e-219	666
5mSIPHEX2_18-scaffold_1488_c1_1	CAD7252417.1|GH13	42.9	580	310	11	128	692	339	912	3.29e-119	395
5mSIPHEX2_18-scaffold_1488_c1_5	AGL64345.2|GT2	46.1	588	302	3	197	774	273	855	9.42e-171	518
5mSIPHEX2_18-scaffold_192_c1_18	CAL17261.1|GT2	89.9	228	23	0	1	228	18	245	4.77e-152	427
5mSIPHEX2_18-scaffold_1996_c1_1	QND46664.1|GT1	40.8	1276	717	20	1	1241	1390	2662	4.79e-269	850
5mSIPHEX2_18-scaffold_218_c1_13	BAP14492.1|GH23	94.9	647	33	0	1	647	1	647	0.0	1249
5mSIPHEX2_18-scaffold_218_c1_27	CCO12102.2|GH13_31	53.5	329	146	2	10	331	5	333	1.11e-110	331
5mSIPHEX2_18-scaffold_219_c1_17	ACM64804.2|GT51	27.3	1679	1076	41	223	1857	182	1759	8.89e-155	526
5mSIPHEX2_18-scaffold_219_c1_19	BAP13807.1|GT4	96.1	518	20	0	1	518	1	518	0.0	1007
5mSIPHEX2_18-scaffold_219_c1_25	CAL16337.1|GH166	79.6	915	185	2	1	914	43	956	0.0	1513
5mSIPHEX2_18-scaffold_219_c1_28	QWC20507.1|AA3_2	50.5	527	254	4	2	528	5	524	6.68e-180	521
5mSIPHEX2_18-scaffold_2302_c1_5	AHC21644.2|GH1	50.0	520	256	2	3	522	8	523	1.16e-175	510
5mSIPHEX2_18-scaffold_231_c1_14	CCO12868.2|GH1	45.2	1392	517	12	14	1366	4	1188	0.0	1154
5mSIPHEX2_18-scaffold_231_c1_17	CAD7226128.1|GH38	36.8	728	403	14	11	699	1345	2054	2.83e-124	414
5mSIPHEX2_18-scaffold_231_c1_19	BBJ45253.1|GT4	44.9	437	236	3	4	437	3	437	4.91e-125	379
5mSIPHEX2_18-scaffold_231_c1_20	CAL15833.1|GT2	97.1	488	14	0	1	488	1	488	0.0	961
5mSIPHEX2_18-scaffold_231_c1_28	BAP13257.1|PL5	95.5	356	16	0	1	356	1	356	1.14e-251	689
5mSIPHEX2_18-scaffold_231_c1_31	AGN91810.2|GT4	51.5	470	219	4	1	462	1	469	1.55e-165	480
5mSIPHEX2_18-scaffold_232_c1_16	QBQ55156.1|CBM50	38.8	670	358	11	178	827	65	702	5.71e-113	371
5mSIPHEX2_18-scaffold_258_c1_11	QBM16373.1|GT4	44.8	359	186	3	1	352	1	354	8.22e-104	314
5mSIPHEX2_18-scaffold_258_c1_17	AZV30962.1|GT2	42.1	418	242	0	3	420	2	419	2.77e-104	335
5mSIPHEX2_18-scaffold_258_c1_21	QAY63367.1|GT2	65.0	286	99	1	1	286	316	600	8.68e-128	381
5mSIPHEX2_18-scaffold_258_c1_22	QWA11134.1|GT2	56.8	347	148	1	1	347	288	632	2.14e-136	407
5mSIPHEX2_18-scaffold_258_c1_9	CAL16372.1|GT4	84.5	375	58	0	1	375	1	375	2.78e-225	624
5mSIPHEX2_18-scaffold_261_c1_10	QWA11134.1|GT2	55.9	347	151	1	1	347	288	632	5.62e-135	404
5mSIPHEX2_18-scaffold_261_c1_12	QAY63367.1|GT2	63.3	286	104	1	5	290	317	601	2.13e-126	377
5mSIPHEX2_18-scaffold_261_c1_15	AZV30962.1|GT2	40.9	418	247	0	3	420	2	419	9.75e-103	330
5mSIPHEX2_18-scaffold_261_c1_17	CAL16367.1|GT4	44.8	355	194	2	1	354	3	356	4.70e-105	318
5mSIPHEX2_18-scaffold_261_c1_19	CAL16369.1|GT0	71.1	402	115	1	2	403	1	401	4.30e-207	580
5mSIPHEX2_18-scaffold_261_c1_20	CAL16370.1|GT0	82.7	359	62	0	1	359	1	359	3.37e-218	604
5mSIPHEX2_18-scaffold_261_c1_22	CAL16372.1|GT4	92.5	375	28	0	1	375	1	375	3.22e-247	679
5mSIPHEX2_18-scaffold_261_c1_25	CAL16370.1|GT0	70.5	258	76	0	77	334	96	353	1.15e-128	377
5mSIPHEX2_18-scaffold_261_c1_27	AZT84522.1|GT4	73.4	365	97	0	1	365	1	365	6.05e-195	546
5mSIPHEX2_18-scaffold_266_c1_28	BAP15346.1|GT51	94.7	245	13	0	1	245	1	245	8.99e-166	462
5mSIPHEX2_18-scaffold_276_c1_15	CAN80640.1|GT47	45.5	422	225	4	7	425	944	1363	7.57e-108	352
