Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
700mSIPHEX2_24-scaffold_116_c1_41	4.2.2.n1:10	GH103(24-311)	GH103_e0	GH103	N	3
700mSIPHEX2_24-scaffold_116_c1_76	3.5.1.108:18	CE11(4-275)	CE11_e22	CE11	N	3
700mSIPHEX2_24-scaffold_116_c1_82	2.4.1.227:11	GT28(187-347)	GT28_e46	GT28	N	3
700mSIPHEX2_24-scaffold_135_c2_9	-	GT51(59-233)	GT51_e153	GT51	N	3
700mSIPHEX2_24-scaffold_139_c1_20	-	AA6(8-198)	AA6_e2	-	N	2
700mSIPHEX2_24-scaffold_21_c1_146	-	GT90(151-317)	GT90_e1	-	N	2
700mSIPHEX2_24-scaffold_21_c1_378	-	GT81(30-320)	GT81_e1	GT81	N	3
700mSIPHEX2_24-scaffold_21_c1_379	-	GH13_18(87-428)	GH13_e237	GH13_18	N	3
700mSIPHEX2_24-scaffold_21_c1_43	-	GT4(233-377)	GT4_e1295	GT4	N	3
700mSIPHEX2_24-scaffold_300_c1_11	-	GT25(7-176)	GT25_e132	GT25	N	3
700mSIPHEX2_24-scaffold_300_c1_13	-	GT2(5-121)	GT2	GT2	N	3
700mSIPHEX2_24-scaffold_300_c1_19	-	GT4(221-358)	GT4_e402	GT4	N	3
700mSIPHEX2_24-scaffold_300_c1_20	-	GT2(8-106)	GT2	GT2	N	3
700mSIPHEX2_24-scaffold_300_c1_24	-	GT4(172-300)	GT4_e1161	GT4	N	3
700mSIPHEX2_24-scaffold_300_c1_25	-	GT4(188-337)	GT4_e1776	GT4	N	3
700mSIPHEX2_24-scaffold_300_c1_28	2.4.99.-:25	GT30(34-210)	GT30_e0	GT30	N	3
700mSIPHEX2_24-scaffold_300_c1_7	-	GT9(70-297)	GT9_e54	GT9	N	3
700mSIPHEX2_24-scaffold_33_c1_1	-	CE13(57-246)	-	-	N	1
700mSIPHEX2_24-scaffold_33_c1_110	-	GH73(178-314)	GH73_e204	GH73	N	3
700mSIPHEX2_24-scaffold_3_c1_127	-|-|-|-	GH23(148-287)	GH23_e418+CBM50_e496+CBM50_e496+CBM50_e496	CBM50+GH23	Y(1-22)	3
700mSIPHEX2_24-scaffold_3_c1_2	-	AA3_2(2-529)	AA3_e57	AA3_2	N	3
700mSIPHEX2_24-scaffold_3_c1_216	2.4.1.-:1	GT2(9-148)	GT2	GT2	N	3
700mSIPHEX2_24-scaffold_3_c1_217	-	GT2(6-130)	GT2	GT2	N	3
700mSIPHEX2_24-scaffold_3_c1_220	-|-|-|-|-	CBM57(36-177)+CBM57(287-427)+CBM57(537-680)+CBM57(790-933)+AA5_2(1221-1696)	CBM57_e27+CBM57_e27+CBM57_e27+CBM57_e27+AA5_e0	CBM57	Y(1-27)	3
700mSIPHEX2_24-scaffold_3_c1_221	-	GT2(7-125)	GT2	GT2	N	3
700mSIPHEX2_24-scaffold_3_c1_226	-	GT2(5-159)	GT2	GT2	N	3
700mSIPHEX2_24-scaffold_3_c1_227	-	CE4(80-281)	CE4_e247	-	N	2
700mSIPHEX2_24-scaffold_3_c1_228	-	GT2(8-166)	GT2	GT2	N	3
700mSIPHEX2_24-scaffold_3_c1_230	-	GT4(187-335)	GT4_e2064	GT4	N	3
700mSIPHEX2_24-scaffold_3_c1_231	-	GT4(204-346)	GT4_e2646	GT4	N	3
700mSIPHEX2_24-scaffold_3_c1_233	-	GT2(46-166)	GT2	GT2	N	3
700mSIPHEX2_24-scaffold_3_c1_234	-	CE4(39-148)	CE4_e165	-	N	2
700mSIPHEX2_24-scaffold_3_c1_258	-	GT4(183-324)	GT4_e3127	GT4	N	3
700mSIPHEX2_24-scaffold_3_c1_367	-	CE4(80-205)	CE4_e95	-	Y(1-25)	2
700mSIPHEX2_24-scaffold_3_c1_396	3.2.1.20:1	GH13_23(29-375)	GH13_e140	GH13_23	N	3
700mSIPHEX2_24-scaffold_3_c1_401	3.2.1.-:1|3.2.1.1:1	GH13_19(149-527)	GH13_e62	GH13_19	Y(1-27)	3
700mSIPHEX2_24-scaffold_3_c1_430	3.2.1.41:5|3.2.1.1:4|3.2.1.41:28|3.2.1.68:4|3.2.1.41:2	CBM41(50-153)+GH13_13(451-869)	CBM41_e2+CBM48_e30+GH13_e108	CBM41+CBM48+GH13_13	Y(1-19)	3
700mSIPHEX2_24-scaffold_52_c1_79	-	GH73(137-263)	GH73_e151	GH73	Y(1-22)	3
700mSIPHEX2_24-scaffold_65_c1_110	-	CE1(48-220)	CE1_e41	-	Y(1-33)	2
700mSIPHEX2_24-scaffold_65_c1_112	2.4.1.129:10	GT51(50-214)	GT51_e0	GT51	N	3
700mSIPHEX2_24-scaffold_65_c1_114	-	GH23(120-223)	GH23_e958	GH23	Y(1-26)	3
700mSIPHEX2_24-scaffold_68_c1_102	1.10.3.2:1	AA1(96-511)	AA1_e26	-	Y(1-41)	2
700mSIPHEX2_24-scaffold_68_c1_124	1.10.3.2:1|1.10.3.2:77	AA1(58-601)	AA1_e26+AA1_e33	-	N	2
700mSIPHEX2_24-scaffold_68_c1_145	2.4.1.182:13	GT19(18-374)	GT19_e17	GT19	N	3
700mSIPHEX2_24-scaffold_68_c1_23	4.2.2.n1:2	GH23(302-448)	GH23_e551	GH23	Y(1-28)	3
700mSIPHEX2_24-scaffold_68_c1_49	-	GT2(19-134)	GT2	GT2	N	3
700mSIPHEX2_24-scaffold_52_c1_48	-	-	GT4_e157	GT4	N	2
700mSIPHEX2_24-scaffold_52_c1_50	-	-	GT4_e3263	GT4	N	2
700mSIPHEX2_24-scaffold_21_c1_380	-	-	GT4_e735	GT4	N	2
700mSIPHEX2_24-scaffold_3_c1_56	-	-	GT4_e665	GT4	N	2
700mSIPHEX2_24-scaffold_52_c1_52	-	-	GT4_e4036	GT4	N	2
700mSIPHEX2_24-scaffold_33_c1_48	-	-	AA2_e1	AA0	N	2
700mSIPHEX2_24-scaffold_3_c1_250	-	-	GT2	GT2	N	2
700mSIPHEX2_24-scaffold_52_c1_209	1.1.3.-:1	-	AA7_e0	-	N	1
700mSIPHEX2_24-scaffold_65_c1_146	-	-	GH23_e321	GH23	N	2
700mSIPHEX2_24-scaffold_116_c1_104	-	-	-	GH1	N	1
700mSIPHEX2_24-scaffold_116_c1_42	-	-	-	GH103	N	1
700mSIPHEX2_24-scaffold_116_c1_43	-	-	-	GH103	N	1
700mSIPHEX2_24-scaffold_116_c1_83	-	-	-	GT28	N	1
700mSIPHEX2_24-scaffold_135_c1_29	-	-	-	GT4	N	1
700mSIPHEX2_24-scaffold_135_c1_46	-	-	-	GH13_11	N	1
700mSIPHEX2_24-scaffold_135_c1_6	-	-	-	GT4	N	1
700mSIPHEX2_24-scaffold_135_c2_12	-	-	-	GH92	N	1
700mSIPHEX2_24-scaffold_135_c2_30	-	-	-	CBM50	N	1
700mSIPHEX2_24-scaffold_139_c1_23	-	-	-	GH13_30	N	1
700mSIPHEX2_24-scaffold_139_c1_28	-	-	-	GH13_31	N	1
700mSIPHEX2_24-scaffold_139_c1_65	-	-	-	GH5_11	N	1
700mSIPHEX2_24-scaffold_155_c1_35	-	-	-	GH6	N	1
700mSIPHEX2_24-scaffold_155_c1_40	-	-	-	GH24	N	1
700mSIPHEX2_24-scaffold_155_c1_48	-	-	-	GH18	Y(1-22)	1
700mSIPHEX2_24-scaffold_176_c1_16	-	-	-	GH1	N	1
700mSIPHEX2_24-scaffold_176_c1_19	-	-	-	GH38	N	1
700mSIPHEX2_24-scaffold_21_c1_11	-	-	-	GH23	N	1
700mSIPHEX2_24-scaffold_21_c1_114	-	-	-	GH1	N	1
700mSIPHEX2_24-scaffold_21_c1_123	-	-	-	CE8	N	1
700mSIPHEX2_24-scaffold_21_c1_297	-	-	-	AA4	N	1
700mSIPHEX2_24-scaffold_21_c1_332	-	-	-	GT4	N	1
700mSIPHEX2_24-scaffold_21_c1_351	-	-	-	GH28	N	1
700mSIPHEX2_24-scaffold_21_c1_84	-	-	-	GH28	N	1
