Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
5mSIPHEX1_8-scaffold_1016_c1_7	3.1.1.72:1|3.2.1.8:1	CE1(32-192)	CE1_e24	-	Y(1-18)	2
5mSIPHEX1_8-scaffold_117_c1_40	-	GH103(31-232)	GH103_e15	GH103	Y(1-22)	3
5mSIPHEX1_8-scaffold_139_c1_7	-	GH102(88-222)	GH102_e29	GH102	N	3
5mSIPHEX1_8-scaffold_139_c1_75	-	GH103(83-377)	GH103_e38	GH103	Y(1-23)	3
5mSIPHEX1_8-scaffold_141_c1_54	-	GT2(4-216)	GT2	GT2	N	3
5mSIPHEX1_8-scaffold_141_c1_56	-	GT4(198-315)	GT4_e1867	GT4	N	3
5mSIPHEX1_8-scaffold_141_c1_57	-	GT2(49-145)	GT2	GT0	N	3
5mSIPHEX1_8-scaffold_141_c1_58	-	GT14(6-247)	GT14_e83	GT14	N	3
5mSIPHEX1_8-scaffold_1423_c1_5	-	AA4(38-237)	AA4_e1	-	N	2
5mSIPHEX1_8-scaffold_1484_c1_5	-	GT30(40-210)	GT30_e43	-	N	2
5mSIPHEX1_8-scaffold_1484_c1_7	-	GT4(164-321)	GT4_e3051	GT4	N	3
5mSIPHEX1_8-scaffold_152_c1_100	-	GH109(3-143)	-	-	N	1
5mSIPHEX1_8-scaffold_152_c1_64	-	GH103(28-318)	GH103_e30	GH103	Y(1-23)	3
5mSIPHEX1_8-scaffold_152_c1_94	-	GH109(4-195)	GH109_e7	-	N	2
5mSIPHEX1_8-scaffold_152_c1_96	-	GH109(3-201)	-	-	N	1
5mSIPHEX1_8-scaffold_157_c1_24	-	GT2(10-109)	GT92_e8	GT0	N	3
5mSIPHEX1_8-scaffold_157_c1_36	-	GH108(9-97)	GH108_e5	GH108	N	3
5mSIPHEX1_8-scaffold_167_c1_75	-	AA3_2(3-530)	AA3_e57	AA3_2	N	3
5mSIPHEX1_8-scaffold_189_c1_63	3.1.1.72:1|3.2.1.8:1	CE1(25-174)	CE1_e24	-	Y(1-19)	2
5mSIPHEX1_8-scaffold_194_c1_26	-	GT51(60-235)	GT51_e77	GT51	N	3
5mSIPHEX1_8-scaffold_196_c1_50	3.2.1.20:1	GH13_23(42-389)	GH13_e140	GH13_23	N	3
5mSIPHEX1_8-scaffold_196_c1_55	-	GH1(6-438)	GH1_e110	GH1	N	3
5mSIPHEX1_8-scaffold_196_c1_8	-	GT4(199-326)	GT4_e164	GT4	N	3
5mSIPHEX1_8-scaffold_196_c1_9	-	GT4(230-377)	GT4_e800	GT4	N	3
5mSIPHEX1_8-scaffold_203_c1_45	-	AA3_2(2-528)	AA3_e57	AA3_2	N	3
5mSIPHEX1_8-scaffold_212_c1_34	1.10.3.2:77	AA1(64-468)	AA1_e33	-	Y(1-29)	2
5mSIPHEX1_8-scaffold_215_c1_26	-	AA6(9-184)	-	-	N	1
5mSIPHEX1_8-scaffold_220_c1_12	-	AA3(6-545)	-	-	N	1
5mSIPHEX1_8-scaffold_220_c1_4	-	GT30(28-182)	GT30_e17	GT30	N	3
5mSIPHEX1_8-scaffold_220_c1_41	-	CE1(21-271)	-	-	N	1
5mSIPHEX1_8-scaffold_2322_c1_5	-	AA6(4-193)	AA6_e2	-	N	2
5mSIPHEX1_8-scaffold_2340_c1_4	-	CE1(23-275)	-	-	N	1
5mSIPHEX1_8-scaffold_243_c1_17	-	GH23(493-621)	GH23_e847	GH23	Y(1-21)	3
5mSIPHEX1_8-scaffold_268_c1_25	-	GT4(203-325)	GT4_e164	GT4	N	3
5mSIPHEX1_8-scaffold_268_c1_26	-	GT4(230-376)	GT4_e800	GT4	N	3
5mSIPHEX1_8-scaffold_298_c1_13	3.2.1.20:1	GH13_23(27-372)	GH13_e140	GH13_23	N	3
5mSIPHEX1_8-scaffold_298_c1_14	2.4.1.18:57|2.4.1.18:14	CBM48(130-212)+GH13_9(283-583)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3
