Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
700mSIPHEX1_18-scaffold_111_c1_62	-	GH23(341-494)	GH23_e170	GH23	N	3
700mSIPHEX1_18-scaffold_111_c1_78	2.4.1.182:13	GT19(9-363)	GT19_e17	GT19	N	3
700mSIPHEX1_18-scaffold_115_c1_12	-	CE1(418-636)	-	-	Y(1-23)	1
700mSIPHEX1_18-scaffold_115_c1_52	-	CE4(102-230)	CE4_e274	-	N	2
700mSIPHEX1_18-scaffold_122_c1_43	-	CE1(556-765)	-	-	Y(1-23)	1
700mSIPHEX1_18-scaffold_138_c1_68	2.4.1.161:1	GH31(236-680)	GH31_e76	GH31	Y(1-32)	3
700mSIPHEX1_18-scaffold_138_c1_69	3.2.1.20:2	GH13_38(93-489)	GH13_e113	GH13_38	Y(1-40)	3
700mSIPHEX1_18-scaffold_148_c1_59	-	GT2(6-147)	GT2	GT2	N	3
700mSIPHEX1_18-scaffold_148_c1_70	-	GT2(16-173)	GT2	GT2	N	3
700mSIPHEX1_18-scaffold_148_c1_71	-	GT83(5-377)	GT83_e58	GT83	N	3
700mSIPHEX1_18-scaffold_159_c1_27	-	CE1(21-277)	-	-	N	1
700mSIPHEX1_18-scaffold_162_c1_11	-	GH103(44-336)	GH103_e38	GH103	Y(1-32)	3
700mSIPHEX1_18-scaffold_162_c1_15	-	GT30(48-222)	GT30_e74	GT30	Y(1-32)	3
700mSIPHEX1_18-scaffold_162_c1_4	-	GT51(165-333)	GT51_e15	GT51	N	3
700mSIPHEX1_18-scaffold_174_c1_29	3.5.1.80:1	CE9(8-373)	CE9_e15	CE9	N	3
700mSIPHEX1_18-scaffold_181_c1_41	-	GT51(67-228)	GT51_e120	GT51	N	3
700mSIPHEX1_18-scaffold_181_c1_6	4.2.2.3:2|4.2.2.-:2|4.2.2.11:1	PL7_5(51-360)	PL7_e12	PL7_5	Y(1-28)	3
700mSIPHEX1_18-scaffold_183_c1_13	-|-	AA2(111-214)	AA2_e1+AA2_e1	AA0	Y(1-30)	3
700mSIPHEX1_18-scaffold_22_c1_119	1.1.3.-:1	AA7(288-514)	AA7_e0	-	N	2
700mSIPHEX1_18-scaffold_22_c1_162	-	GH73(131-255)	GH73_e151	GH73	N	3
700mSIPHEX1_18-scaffold_22_c1_204	-	AA6(6-192)	AA6_e2	-	N	2
700mSIPHEX1_18-scaffold_22_c1_219	-	GT81(118-320)	GT81_e1	GT81	N	3
700mSIPHEX1_18-scaffold_22_c1_220	-	GH13_18(103-444)	GH13_e237	GH13_18	N	3
700mSIPHEX1_18-scaffold_22_c1_293	3.2.1.52:16	GH3(54-285)	GH3_e19	GH3	N	3
700mSIPHEX1_18-scaffold_22_c1_317	2.4.1.1:158	GT35(120-835)	GT35_e0	GT35	Y(1-12)	3
700mSIPHEX1_18-scaffold_22_c1_83	1.10.3.2:1	AA1(80-605)	AA1_e1	-	N	2
