HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH23.hmm	135	700mSIPHEX1_18-scaffold_111_c1_62	541	1.7e-25	12	126	341	494	0.8444444444444444
GT19.hmm	354	700mSIPHEX1_18-scaffold_111_c1_78	382	2.3e-132	1	352	9	363	0.9915254237288136
CE1.hmm	227	700mSIPHEX1_18-scaffold_115_c1_12	658	1.9e-18	8	210	418	636	0.8898678414096917
CE4.hmm	130	700mSIPHEX1_18-scaffold_115_c1_52	373	1.9e-27	7	122	102	230	0.8846153846153846
CE1.hmm	227	700mSIPHEX1_18-scaffold_122_c1_43	799	3.8e-17	8	200	556	765	0.8458149779735683
GH31.hmm	427	700mSIPHEX1_18-scaffold_138_c1_68	824	9.6e-129	3	427	236	680	0.9929742388758782
GH13_38.hmm	375	700mSIPHEX1_18-scaffold_138_c1_69	660	4.7e-180	1	375	93	489	0.9973333333333333
GT2.hmm	170	700mSIPHEX1_18-scaffold_148_c1_59	259	5.3e-23	1	154	6	147	0.9
GT2.hmm	170	700mSIPHEX1_18-scaffold_148_c1_70	355	9.1e-25	1	163	16	173	0.9529411764705882
GT83.hmm	540	700mSIPHEX1_18-scaffold_148_c1_71	468	3.2e-95	7	359	5	377	0.6518518518518519
CE1.hmm	227	700mSIPHEX1_18-scaffold_159_c1_27	281	4e-51	1	224	21	277	0.9823788546255506
GH103.hmm	295	700mSIPHEX1_18-scaffold_162_c1_11	414	1.5e-109	1	294	44	336	0.9932203389830508
GT30.hmm	177	700mSIPHEX1_18-scaffold_162_c1_15	437	1.5e-57	4	176	48	222	0.9717514124293786
GT51.hmm	177	700mSIPHEX1_18-scaffold_162_c1_4	777	4.8e-58	10	174	165	333	0.9265536723163842
CE9.hmm	373	700mSIPHEX1_18-scaffold_174_c1_29	383	9.8e-111	5	373	8	373	0.9865951742627346
GT51.hmm	177	700mSIPHEX1_18-scaffold_181_c1_41	828	2.6e-47	10	170	67	228	0.903954802259887
PL7_5.hmm	267	700mSIPHEX1_18-scaffold_181_c1_6	370	7e-102	1	266	51	360	0.9925093632958801
AA2.hmm	255	700mSIPHEX1_18-scaffold_183_c1_13	756	3.9e-17	14	116	111	214	0.4
AA7.hmm	458	700mSIPHEX1_18-scaffold_22_c1_119	707	1.1e-77	3	229	288	514	0.49344978165938863
GH73.hmm	128	700mSIPHEX1_18-scaffold_22_c1_162	259	1.4e-20	13	127	131	255	0.890625
AA6.hmm	195	700mSIPHEX1_18-scaffold_22_c1_204	200	2.9e-64	2	193	6	192	0.9794871794871794
GT81.hmm	293	700mSIPHEX1_18-scaffold_22_c1_219	410	1.2e-69	89	273	118	320	0.6279863481228669
GH13_18.hmm	343	700mSIPHEX1_18-scaffold_22_c1_220	595	2.3e-142	1	343	103	444	0.9970845481049563
GH3.hmm	216	700mSIPHEX1_18-scaffold_22_c1_293	345	5.8e-50	8	216	54	285	0.9629629629629629
GT35.hmm	674	700mSIPHEX1_18-scaffold_22_c1_317	842	3.5e-281	1	673	120	835	0.9970326409495549
AA1.hmm	358	700mSIPHEX1_18-scaffold_22_c1_83	613	2.1e-68	10	357	80	605	0.9692737430167597
GH13_15.hmm	285	700mSIPHEX1_18-scaffold_25_c1_105	660	5.8e-102	1	285	51	315	0.9964912280701754
GH13_13.hmm	361	700mSIPHEX1_18-scaffold_25_c1_147	696	2.3e-63	1	361	114	453	0.997229916897507
GH13_4.hmm	400	700mSIPHEX1_18-scaffold_25_c1_19	639	3.1e-191	1	400	108	502	0.9975
GH13_31.hmm	349	700mSIPHEX1_18-scaffold_25_c1_44	566	6.1e-146	1	349	33	381	0.997134670487106
GH23.hmm	135	700mSIPHEX1_18-scaffold_25_c1_50	662	1.3e-25	9	127	495	629	0.8740740740740741
GH43_11.hmm	292	700mSIPHEX1_18-scaffold_25_c1_53	556	1.2e-149	1	292	7	298	0.9965753424657534
CBM91.hmm	200	700mSIPHEX1_18-scaffold_25_c1_53	556	1.4e-56	3	198	337	554	0.975
GH10.hmm	303	700mSIPHEX1_18-scaffold_25_c1_55	398	7.5e-103	4	300	50	386	0.976897689768977
GH2.hmm	752	700mSIPHEX1_18-scaffold_25_c1_88	1066	6.1e-222	23	751	80	944	0.9680851063829787
