HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
AA3_2.hmm	568	5mSIPHEX1_25-scaffold_1048_c1_2	538	3.9e-175	2	566	3	529	0.9929577464788732
GH23.hmm	135	5mSIPHEX1_25-scaffold_115_c1_82	468	1.1e-22	14	122	301	448	0.8
CE1.hmm	227	5mSIPHEX1_25-scaffold_13_c1_347	282	3.1e-51	1	223	24	275	0.9779735682819384
AA3.hmm	618	5mSIPHEX1_25-scaffold_13_c1_71	537	1.9e-48	86	400	34	533	0.5080906148867314
AA4.hmm	522	5mSIPHEX1_25-scaffold_13_c1_92	465	4.6e-22	15	200	6	188	0.3544061302681992
GH23.hmm	135	5mSIPHEX1_25-scaffold_188_c1_40	648	1.4e-30	6	121	476	613	0.8518518518518519
AA1.hmm	358	5mSIPHEX1_25-scaffold_211_c1_56	613	2.6e-67	7	357	71	605	0.9776536312849162
GH103.hmm	295	5mSIPHEX1_25-scaffold_239_c1_19	362	4.5e-98	5	294	51	353	0.9796610169491525
GH114.hmm	190	5mSIPHEX1_25-scaffold_239_c1_43	263	5.4e-81	1	190	34	223	0.9947368421052631
AA1.hmm	358	5mSIPHEX1_25-scaffold_253_c1_47	593	4.3e-68	12	357	70	585	0.9636871508379888
GT2.hmm	170	5mSIPHEX1_25-scaffold_286_c1_15	229	8e-18	1	95	5	91	0.5529411764705883
GT2.hmm	230	5mSIPHEX1_25-scaffold_318_c1_20	489	9.7e-40	1	230	79	335	0.9956521739130435
PL5.hmm	317	5mSIPHEX1_25-scaffold_318_c1_28	357	1.4e-90	22	316	39	337	0.9274447949526814
GT51.hmm	177	5mSIPHEX1_25-scaffold_354_c1_16	814	1.5e-56	9	174	205	374	0.9322033898305084
AA3_2.hmm	568	5mSIPHEX1_25-scaffold_42_c1_10	532	1.2e-175	2	566	2	529	0.9929577464788732
GH166.hmm	224	5mSIPHEX1_25-scaffold_42_c1_13	915	2.4e-74	4	224	37	255	0.9821428571428571
GH3.hmm	216	5mSIPHEX1_25-scaffold_42_c1_186	338	7.4e-49	9	215	59	282	0.9537037037037037
GT4.hmm	160	5mSIPHEX1_25-scaffold_42_c1_19	519	6.7e-22	10	155	316	470	0.90625
GT4.hmm	160	5mSIPHEX1_25-scaffold_42_c1_220	393	8.3e-22	12	132	197	309	0.75
GH33.hmm	342	5mSIPHEX1_25-scaffold_42_c1_93	434	8.5e-16	15	305	54	332	0.847953216374269
GH23.hmm	135	5mSIPHEX1_25-scaffold_46_c1_169	698	3.2e-24	10	123	531	684	0.837037037037037
AA6.hmm	195	5mSIPHEX1_25-scaffold_46_c1_192	198	9.1e-69	2	194	5	193	0.9846153846153847
GH23.hmm	135	5mSIPHEX1_25-scaffold_46_c1_49	217	2.2e-29	14	121	91	196	0.7925925925925926
AA3_2.hmm	568	5mSIPHEX1_25-scaffold_530_c3_8	534	4.3e-173	1	568	2	531	0.9982394366197183
AA1.hmm	358	5mSIPHEX1_25-scaffold_56_c1_130	636	2.1e-64	7	357	65	602	0.9776536312849162
GT9.hmm	225	5mSIPHEX1_25-scaffold_56_c1_190	353	6.1e-56	1	222	78	330	0.9822222222222222
GT9.hmm	225	5mSIPHEX1_25-scaffold_56_c1_191	342	3.6e-39	4	218	78	311	0.9511111111111111
GT4.hmm	160	5mSIPHEX1_25-scaffold_56_c1_192	362	3.3e-22	6	150	187	325	0.9
GT2.hmm	170	5mSIPHEX1_25-scaffold_56_c1_194	298	8.8e-31	1	121	6	123	0.7058823529411765
GH103.hmm	295	5mSIPHEX1_25-scaffold_56_c1_57	400	8.9e-116	1	295	27	321	0.9966101694915255
GT28.hmm	157	5mSIPHEX1_25-scaffold_57_c1_114	358	2.5e-47	2	156	184	341	0.9808917197452229
CE11.hmm	271	5mSIPHEX1_25-scaffold_57_c1_120	305	4.1e-116	1	270	4	275	0.992619926199262
AA3_2.hmm	568	5mSIPHEX1_25-scaffold_5_c1_13	553	2.1e-176	1	568	11	546	0.9982394366197183
GT51.hmm	177	5mSIPHEX1_25-scaffold_5_c1_131	779	1.1e-50	10	176	55	221	0.9378531073446328
GT2.hmm	170	5mSIPHEX1_25-scaffold_5_c1_147	348	2.3e-16	1	115	27	145	0.6705882352941176
GT4.hmm	160	5mSIPHEX1_25-scaffold_5_c1_148	361	2.6e-37	4	148	176	318	0.9
GT4.hmm	160	5mSIPHEX1_25-scaffold_5_c1_153	376	8e-35	9	159	199	349	0.9375
GT4.hmm	160	5mSIPHEX1_25-scaffold_5_c1_158	368	3.3e-27	5	157	185	338	0.95
GT2.hmm	170	5mSIPHEX1_25-scaffold_5_c1_175	266	1.5e-33	1	107	7	112	0.6235294117647059
GT2.hmm	170	5mSIPHEX1_25-scaffold_5_c1_176	293	2.6e-19	1	104	9	107	0.6058823529411764
