Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
5mSIPHEX1_25-scaffold_1048_c1_2	QWC20507.1|AA3_2	45.6	528	279	5	2	528	4	524	6.96e-147	437
5mSIPHEX1_25-scaffold_115_c1_13	CUS02994.2|GT2	46.4	560	239	12	1	511	1	548	6.67e-137	412
5mSIPHEX1_25-scaffold_115_c1_38	AGL64353.2|CBM50|GH25	48.0	567	287	6	1	565	1	561	3.11e-175	512
5mSIPHEX1_25-scaffold_115_c1_48	ALR08738.2|GT83	54.7	594	251	7	1	584	1	586	2.24e-217	621
5mSIPHEX1_25-scaffold_115_c1_82	CAL16232.1|GH23	92.9	467	33	0	1	467	1	467	6.69e-314	855
5mSIPHEX1_25-scaffold_127_c1_16	QND46664.1|GT1	37.7	1113	625	26	43	1115	1610	2694	1.91e-183	622
5mSIPHEX1_25-scaffold_127_c1_17	QND46664.1|GT1	36.7	2175	1261	52	1477	3572	524	2662	0.0	1153
5mSIPHEX1_25-scaffold_127_c1_70	CAN65674.1|GH28	43.5	550	289	5	62	608	99	629	2.59e-142	450
5mSIPHEX1_25-scaffold_127_c1_72	CAE6076421.1|GH27	39.4	485	258	6	3	451	11	495	4.02e-105	338
5mSIPHEX1_25-scaffold_13_c1_168	CAD7245033.1|GT58	65.1	467	146	5	2	452	1053	1518	4.54e-189	582
5mSIPHEX1_25-scaffold_13_c1_189	QOS76560.1|CBM50	52.7	607	255	9	31	616	35	630	2.93e-204	597
5mSIPHEX1_25-scaffold_13_c1_297	AEK10618.1|CBM50	96.9	356	11	0	1	356	2	357	2.05e-252	691
5mSIPHEX1_25-scaffold_13_c1_348	CAG7895893.1|GT1	47.7	367	186	4	3	367	35	397	4.47e-108	342
5mSIPHEX1_25-scaffold_13_c1_361	CAD7251071.1|GT51	68.2	343	109	0	4	346	215	557	2.97e-156	476
5mSIPHEX1_25-scaffold_174_c1_48	QYU68416.1|GT2	58.3	312	130	0	3	314	415	726	3.53e-117	361
5mSIPHEX1_25-scaffold_188_c1_40	BAP14492.1|GH23	94.9	647	33	0	1	647	1	647	0.0	1249
5mSIPHEX1_25-scaffold_188_c1_54	CCO12102.2|GH13_31	53.5	329	146	2	10	331	5	333	1.11e-110	331
5mSIPHEX1_25-scaffold_199_c1_34	QYU66396.1|GH13_23	55.8	457	193	6	4	456	6	457	1.33e-144	436
5mSIPHEX1_25-scaffold_211_c1_8	QBQ55156.1|CBM50	38.0	650	389	9	133	779	68	706	5.49e-121	390
5mSIPHEX1_25-scaffold_239_c1_19	BAP14872.1|GH103	91.4	361	31	0	1	361	1	361	5.76e-243	667
5mSIPHEX1_25-scaffold_239_c1_20	CAD7221988.1|GH103	55.5	348	153	2	26	373	631	976	7.59e-112	359
5mSIPHEX1_25-scaffold_239_c1_21	CAD7221988.1|GH103	46.6	616	313	5	7	610	12	623	7.44e-169	520
5mSIPHEX1_25-scaffold_239_c1_43	BAP13569.1|GH114	93.9	261	16	0	1	261	1	261	1.77e-185	513
5mSIPHEX1_25-scaffold_253_c1_23	QBQ55156.1|CBM50	38.8	670	358	11	178	827	65	702	5.71e-113	371
5mSIPHEX1_25-scaffold_285_c1_5	QBQ55156.1|CBM50	36.4	662	405	8	173	833	65	711	2.81e-114	375
5mSIPHEX1_25-scaffold_286_c1_15	CAL17261.1|GT2	89.9	228	23	0	1	228	18	245	4.77e-152	427
5mSIPHEX1_25-scaffold_300_c1_32	ALR08391.2|GT4	53.2	346	152	2	1	336	1	346	3.34e-124	367
5mSIPHEX1_25-scaffold_300_c1_8	AGL63717.2|GT4	45.6	704	294	10	161	858	107	727	5.97e-183	549
5mSIPHEX1_25-scaffold_318_c1_14	CCO12868.2|GH1	45.2	1392	517	12	14	1366	4	1188	0.0	1154
5mSIPHEX1_25-scaffold_318_c1_17	CAD7226128.1|GH38	36.8	728	403	14	11	699	1345	2054	2.83e-124	414
5mSIPHEX1_25-scaffold_318_c1_19	BBJ45253.1|GT4	44.9	437	236	3	4	437	3	437	4.91e-125	379
5mSIPHEX1_25-scaffold_318_c1_20	CAL15833.1|GT2	97.1	488	14	0	1	488	1	488	0.0	961
5mSIPHEX1_25-scaffold_318_c1_28	BAP13257.1|PL5	95.5	356	16	0	1	356	1	356	1.14e-251	689
5mSIPHEX1_25-scaffold_318_c1_31	AGN91810.2|GT4	51.5	470	219	4	1	462	1	469	1.55e-165	480
5mSIPHEX1_25-scaffold_354_c1_16	CAL15799.1|GT51	96.2	796	30	0	18	813	1	796	0.0	1515
5mSIPHEX1_25-scaffold_354_c1_2	QEI14075.1|CBM50	49.3	367	185	1	70	436	80	445	1.16e-116	353
5mSIPHEX1_25-scaffold_354_c1_34	CAE6201330.1|GH1	56.7	633	257	8	22	639	580	1210	1.06e-248	725
5mSIPHEX1_25-scaffold_370_c1_26	AGL64345.2|GT2	46.1	588	302	3	326	903	273	855	4.73e-169	518
5mSIPHEX1_25-scaffold_370_c1_30	CAD7252417.1|GH13	42.9	580	310	11	128	692	339	912	3.29e-119	395
5mSIPHEX1_25-scaffold_42_c1_10	QWC20507.1|AA3_2	50.5	527	254	4	2	528	5	524	6.68e-180	521
5mSIPHEX1_25-scaffold_42_c1_13	CAL16337.1|GH166	79.6	915	185	2	1	914	43	956	0.0	1513
5mSIPHEX1_25-scaffold_42_c1_151	AWP05996.1|GT25	37.7	562	334	8	55	606	90	645	7.28e-108	359
5mSIPHEX1_25-scaffold_42_c1_186	BAP13934.1|GH3	97.9	337	7	0	1	337	9	345	1.32e-231	637
5mSIPHEX1_25-scaffold_42_c1_19	BAP13807.1|GT4	96.1	518	20	0	1	518	1	518	0.0	1007
5mSIPHEX1_25-scaffold_42_c1_21	ACM64804.2|GT51	27.3	1679	1076	41	223	1857	182	1759	8.89e-155	526
5mSIPHEX1_25-scaffold_42_c1_220	BAP13961.1|GT4	96.4	392	14	0	1	392	1	392	2.94e-279	761
5mSIPHEX1_25-scaffold_42_c1_37	CAE6204650.1|GH28	51.4	601	282	6	5	597	745	1343	2.25e-191	579
5mSIPHEX1_25-scaffold_42_c1_52	AMJ20771.1|GH13_26	63.8	863	262	3	1	818	1	858	0.0	1110
5mSIPHEX1_25-scaffold_42_c1_93	CAL17363.1|GH33	88.4	421	49	0	1	421	1	421	4.74e-286	782
5mSIPHEX1_25-scaffold_46_c1_133	CAE6179499.1|GH152	36.6	686	329	17	10	600	81	755	2.60e-119	384
5mSIPHEX1_25-scaffold_46_c1_137	QKX60855.1|GT22	59.7	283	112	2	5	285	577	859	1.72e-106	333
5mSIPHEX1_25-scaffold_46_c1_138	CAD7280782.1|GT2	63.1	369	127	4	22	387	1795	2157	1.92e-136	436
5mSIPHEX1_25-scaffold_46_c1_139	CAD7280782.1|GT2	51.2	416	190	5	67	473	1426	1837	2.74e-112	370
5mSIPHEX1_25-scaffold_46_c1_140	CAD7280782.1|GT2	57.0	388	138	4	43	428	1178	1538	2.33e-118	385
5mSIPHEX1_25-scaffold_46_c1_141	CAD7280782.1|GT2	62.5	811	275	3	144	927	384	1192	0.0	1042
5mSIPHEX1_25-scaffold_46_c1_142	URI23168.1|GT51	70.2	238	65	4	1	236	3	236	1.14e-121	350
5mSIPHEX1_25-scaffold_46_c1_169	CAL16973.1|GH23	86.4	697	95	0	1	697	3	699	0.0	1198
5mSIPHEX1_25-scaffold_46_c1_49	BAP14324.1|GH23	90.7	216	20	0	1	216	1	216	3.13e-138	390
5mSIPHEX1_25-scaffold_46_c1_82	CAE6110940.1|CE8	43.9	556	283	10	12	559	253	787	1.87e-143	447
5mSIPHEX1_25-scaffold_46_c1_95	AKG15280.2|GH103	69.7	488	146	2	1	486	1	488	2.25e-241	675
5mSIPHEX1_25-scaffold_5_c1_13	QWC20507.1|AA3_2	49.5	537	257	6	10	545	3	526	2.00e-166	488
5mSIPHEX1_25-scaffold_5_c1_131	BAP13811.1|GT51	99.1	778	7	0	1	778	1	778	0.0	1549
5mSIPHEX1_25-scaffold_5_c1_141	QWA11134.1|GT2	55.9	347	151	1	1	347	288	632	5.62e-135	404
5mSIPHEX1_25-scaffold_5_c1_143	QAY63367.1|GT2	63.3	286	104	1	5	290	317	601	2.13e-126	377
5mSIPHEX1_25-scaffold_5_c1_146	AZV30962.1|GT2	40.9	418	247	0	3	420	2	419	9.75e-103	330
5mSIPHEX1_25-scaffold_5_c1_148	CAL16367.1|GT4	44.8	355	194	2	1	354	3	356	4.70e-105	318
5mSIPHEX1_25-scaffold_5_c1_150	CAL16369.1|GT0	71.1	402	115	1	2	403	1	401	4.30e-207	580
5mSIPHEX1_25-scaffold_5_c1_151	CAL16370.1|GT0	82.7	359	62	0	1	359	1	359	3.37e-218	604
5mSIPHEX1_25-scaffold_5_c1_153	CAL16372.1|GT4	92.5	375	28	0	1	375	1	375	3.22e-247	679
5mSIPHEX1_25-scaffold_5_c1_156	CAL16370.1|GT0	70.5	258	76	0	77	334	96	353	1.15e-128	377
5mSIPHEX1_25-scaffold_5_c1_158	AZT84522.1|GT4	73.4	365	97	0	1	365	1	365	6.05e-195	546
5mSIPHEX1_25-scaffold_5_c1_165	CAI32746.2|GT4	52.8	394	180	1	1	388	1	394	9.13e-142	413
5mSIPHEX1_25-scaffold_5_c1_175	BAP13854.1|GT2	61.8	259	99	0	4	262	7	265	9.71e-115	335
5mSIPHEX1_25-scaffold_5_c1_176	BAP13855.1|GT2	87.0	292	38	0	1	292	1	292	1.14e-196	544
5mSIPHEX1_25-scaffold_5_c1_185	CAL16398.1|GH23	94.8	193	10	0	1	193	1	193	1.33e-139	392
5mSIPHEX1_25-scaffold_5_c1_220	CCO09729.2|GH1	45.0	418	226	4	324	738	3	419	2.50e-107	339
5mSIPHEX1_25-scaffold_5_c1_236	CAE6201330.1|GH1	37.7	642	366	14	3	621	582	1212	5.62e-129	414
5mSIPHEX1_25-scaffold_5_c1_297	QCE13289.1|CE8	51.5	425	179	5	3	402	406	828	7.61e-131	413
5mSIPHEX1_25-scaffold_5_c1_321	QOF98722.1|GT87	58.8	553	219	5	3	551	12	559	6.97e-234	660
5mSIPHEX1_25-scaffold_5_c1_378	CAL16604.1|GT19	92.4	383	29	0	1	383	1	383	3.85e-243	669
5mSIPHEX1_25-scaffold_5_c1_380	AWZ17133.1|GH13_30	34.9	1213	697	24	1	1158	401	1575	8.01e-204	639
5mSIPHEX1_25-scaffold_5_c1_386	CCO12112.2|GH13_31	63.0	432	150	5	1	426	1	428	5.16e-174	498
5mSIPHEX1_25-scaffold_5_c1_393	BAP14091.1|CBM50	93.7	253	16	0	1	253	1	253	9.00e-154	432
5mSIPHEX1_25-scaffold_5_c1_472	AGL63717.2|GT4	41.8	636	305	9	171	748	107	735	2.05e-155	474
5mSIPHEX1_25-scaffold_5_c1_477	AGL63871.2|GT2	44.1	494	234	6	275	765	528	982	3.96e-118	385
5mSIPHEX1_25-scaffold_5_c1_513	CUS04494.2|GH39	61.1	1262	452	8	52	1279	3	1259	0.0	1466
5mSIPHEX1_25-scaffold_5_c1_519	AZV31449.1|GH23	64.6	359	123	1	5	359	820	1178	1.26e-153	467
5mSIPHEX1_25-scaffold_5_c1_520	AZV31449.1|GH23	49.5	582	283	5	20	596	231	806	2.16e-196	588
5mSIPHEX1_25-scaffold_5_c1_521	AZV31449.1|GH23	44.2	581	306	10	30	607	241	806	4.13e-153	476
5mSIPHEX1_25-scaffold_5_c1_522	BAP14144.1|CBM50|GH23	93.7	539	31	1	1	536	1	539	0.0	1026
5mSIPHEX1_25-scaffold_530_c3_8	QWC20507.1|AA3_2	45.6	528	279	5	2	528	4	524	2.58e-151	449
5mSIPHEX1_25-scaffold_56_c1_136	QBQ55156.1|CBM50	37.5	605	367	7	231	833	115	710	1.90e-106	353
5mSIPHEX1_25-scaffold_56_c1_15	QTD49369.1|CBM31	43.3	453	208	6	31	461	275	700	9.39e-107	344
5mSIPHEX1_25-scaffold_56_c1_160	CDM22846.1|GT51	55.7	406	175	2	4	404	895	1300	4.64e-148	457
5mSIPHEX1_25-scaffold_56_c1_190	CAL17748.1|GT9	91.6	344	29	0	1	344	1	344	5.46e-234	644
5mSIPHEX1_25-scaffold_56_c1_191	CAL17746.1|GT9	88.8	340	38	0	1	340	1	340	3.52e-227	625
5mSIPHEX1_25-scaffold_56_c1_192	CAL17745.1|GT4	80.8	360	69	0	1	360	1	360	2.56e-210	585
5mSIPHEX1_25-scaffold_56_c1_194	CAL17743.1|GT2	80.8	297	57	0	1	297	1	297	1.46e-174	489
5mSIPHEX1_25-scaffold_56_c1_37	QOF98253.1|GT2	58.5	422	174	1	1	422	1	421	1.85e-181	517
5mSIPHEX1_25-scaffold_56_c1_57	CAL15718.1|GH103	92.4	397	29	1	1	396	1	397	2.44e-266	729
5mSIPHEX1_25-scaffold_57_c1_113	AZC46349.1|GT28	51.4	356	172	1	14	369	22	376	2.47e-105	332
5mSIPHEX1_25-scaffold_57_c1_114	BAP13466.1|GT28	98.6	357	5	0	1	357	1	357	1.13e-247	679
5mSIPHEX1_25-scaffold_57_c1_120	CAL16052.1|CE11	99.7	304	1	0	1	304	1	304	3.49e-213	587
5mSIPHEX1_25-scaffold_57_c1_154	QYO62262.1|GH13	65.1	352	115	2	1	352	1	344	8.02e-149	439
5mSIPHEX1_25-scaffold_57_c1_162	AHC21644.2|GH1	50.0	520	256	2	3	522	8	523	1.16e-175	510
5mSIPHEX1_25-scaffold_57_c1_36	AGL64700.2|GH23	51.4	354	166	3	8	358	7	357	6.66e-119	353
5mSIPHEX1_25-scaffold_57_c1_5	CAG7911095.1|GH5_11	41.6	890	437	20	11	872	589	1423	1.37e-225	685
5mSIPHEX1_25-scaffold_615_c1_6	QBQ55156.1|CBM50	39.0	543	326	3	2	544	167	704	6.14e-118	375
