HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH31.hmm	427	700mSIPHEX1_2-scaffold_112_c1_1	800	8.9e-131	2	426	229	667	0.9929742388758782
GH1.hmm	429	700mSIPHEX1_2-scaffold_112_c1_90	451	8.6e-151	6	426	14	442	0.9790209790209791
GH3.hmm	216	700mSIPHEX1_2-scaffold_112_c1_92	860	4.5e-71	8	216	145	365	0.9629629629629629
GH73.hmm	128	700mSIPHEX1_2-scaffold_125_c1_40	319	1e-35	2	126	171	309	0.96875
GH23.hmm	135	700mSIPHEX1_2-scaffold_125_c1_59	461	2e-22	13	125	301	452	0.8296296296296296
GT19.hmm	354	700mSIPHEX1_2-scaffold_125_c1_68	383	1.1e-135	1	353	7	365	0.9943502824858758
GH13_4.hmm	400	700mSIPHEX1_2-scaffold_128_c1_18	650	7.3e-191	3	400	110	502	0.9925
CE1.hmm	227	700mSIPHEX1_2-scaffold_128_c1_33	659	5.6e-17	6	208	411	634	0.8898678414096917
GH16_3.hmm	230	700mSIPHEX1_2-scaffold_128_c1_86	894	1e-85	1	230	49	324	0.9956521739130435
GT28.hmm	157	700mSIPHEX1_2-scaffold_139_c1_10	394	9.6e-51	2	157	218	377	0.9872611464968153
CE11.hmm	271	700mSIPHEX1_2-scaffold_139_c1_16	304	2.9e-115	1	270	4	276	0.992619926199262
CE9.hmm	373	700mSIPHEX1_2-scaffold_139_c1_57	399	6.8e-106	5	373	9	391	0.9865951742627346
PL22.hmm	265	700mSIPHEX1_2-scaffold_144_c1_43	452	3.1e-17	136	242	307	413	0.4
AA3_2.hmm	568	700mSIPHEX1_2-scaffold_150_c1_29	551	9.8e-168	2	566	3	527	0.9929577464788732
GH13.hmm	299	700mSIPHEX1_2-scaffold_150_c1_35	437	2.5e-53	7	290	30	314	0.9464882943143813
GH103.hmm	295	700mSIPHEX1_2-scaffold_150_c1_44	324	3.9e-110	1	295	26	320	0.9966101694915255
AA3_2.hmm	568	700mSIPHEX1_2-scaffold_150_c1_59	550	2.2e-172	2	567	7	535	0.9947183098591549
GT51.hmm	177	700mSIPHEX1_2-scaffold_153_c1_48	887	1e-65	1	176	54	229	0.9887005649717514
GH103.hmm	295	700mSIPHEX1_2-scaffold_153_c1_8	427	5.2e-115	1	294	52	345	0.9932203389830508
GT51.hmm	177	700mSIPHEX1_2-scaffold_153_c1_9	787	8.6e-58	9	175	176	346	0.9378531073446328
PL6.hmm	372	700mSIPHEX1_2-scaffold_163_c1_14	756	6.8e-146	2	371	28	399	0.9919354838709677
PL6_1.hmm	347	700mSIPHEX1_2-scaffold_163_c1_14	756	2.8e-56	3	252	469	699	0.7175792507204611
PL17_2.hmm	133	700mSIPHEX1_2-scaffold_163_c1_15	733	3.5e-26	45	132	186	268	0.6541353383458647
PL17.hmm	139	700mSIPHEX1_2-scaffold_163_c1_15	733	1.3e-51	3	136	389	522	0.9568345323741008
CBM32.hmm	124	700mSIPHEX1_2-scaffold_163_c1_23	498	1.7e-21	6	121	75	195	0.9274193548387096
PL7_5.hmm	267	700mSIPHEX1_2-scaffold_163_c1_23	498	5.2e-101	2	266	219	486	0.9887640449438202
PL7_5.hmm	267	700mSIPHEX1_2-scaffold_163_c1_25	355	1.1e-107	1	266	33	342	0.9925093632958801
CE13.hmm	355	700mSIPHEX1_2-scaffold_169_c1_54	428	6.6e-34	26	193	67	253	0.4704225352112676
CE4.hmm	130	700mSIPHEX1_2-scaffold_176_c1_14	280	3.6e-25	20	128	40	152	0.8307692307692308
GT4.hmm	160	700mSIPHEX1_2-scaffold_176_c1_19	387	7.8e-24	6	158	205	358	0.95
GT4.hmm	160	700mSIPHEX1_2-scaffold_176_c1_24	441	1.4e-17	9	152	221	365	0.89375
GT2.hmm	170	700mSIPHEX1_2-scaffold_176_c1_25	300	3.5e-33	1	167	10	169	0.9764705882352941
GT4.hmm	160	700mSIPHEX1_2-scaffold_176_c1_27	369	3.1e-33	11	159	192	338	0.925
GT4.hmm	160	700mSIPHEX1_2-scaffold_176_c1_31	371	2.3e-32	6	153	185	330	0.91875
AA4.hmm	522	700mSIPHEX1_2-scaffold_176_c1_46	555	1.9e-83	15	511	8	548	0.9501915708812261
CE4.hmm	130	700mSIPHEX1_2-scaffold_182_c1_39	403	2.7e-24	4	122	130	260	0.9076923076923077
GH16_3.hmm	230	700mSIPHEX1_2-scaffold_186_c1_11	1057	2.9e-69	22	230	11	233	0.9043478260869565
GH158.hmm	132	700mSIPHEX1_2-scaffold_186_c1_9	434	1.3e-47	1	132	42	178	0.9924242424242424
CBM9.hmm	182	700mSIPHEX1_2-scaffold_191_c1_36	243	2.2e-48	1	182	30	238	0.9945054945054945
GH23.hmm	135	700mSIPHEX1_2-scaffold_191_c1_4	474	1.9e-19	2	123	305	467	0.8962962962962963
CE1.hmm	227	700mSIPHEX1_2-scaffold_202_c1_1	391	1.3e-29	1	200	35	239	0.8766519823788547
GH73.hmm	128	700mSIPHEX1_2-scaffold_202_c1_36	247	1.9e-25	9	128	105	234	0.9296875
GT9.hmm	225	700mSIPHEX1_2-scaffold_207_c1_26	335	4.8e-51	4	211	63	296	0.92
GT25.hmm	181	700mSIPHEX1_2-scaffold_207_c1_34	254	1.9e-31	3	179	3	179	0.9723756906077348
AA2.hmm	255	700mSIPHEX1_2-scaffold_220_c1_12	767	7.1e-18	7	116	98	209	0.42745098039215684
CE1.hmm	227	700mSIPHEX1_2-scaffold_238_c1_21	281	2.8e-52	1	224	21	274	0.9823788546255506
CE1.hmm	227	700mSIPHEX1_2-scaffold_238_c1_41	730	9.1e-18	5	210	485	708	0.9030837004405287
AA6.hmm	195	700mSIPHEX1_2-scaffold_239_c1_4	215	5.4e-66	2	194	4	200	0.9846153846153847
GH23.hmm	135	700mSIPHEX1_2-scaffold_243_c1_30	555	2.2e-23	5	132	140	285	0.9407407407407408
CBM50.hmm	40	700mSIPHEX1_2-scaffold_243_c1_30	555	8.6e-16	1	39	443	485	0.95
CBM48.hmm	76	700mSIPHEX1_2-scaffold_255_c1_29	692	1.6e-18	2	72	16	106	0.9210526315789473
GH13_11.hmm	351	700mSIPHEX1_2-scaffold_255_c1_29	692	1.2e-140	1	351	172	523	0.9971509971509972
GH13_9.hmm	301	700mSIPHEX1_2-scaffold_255_c1_30	734	1.5e-161	1	301	280	580	0.9966777408637874
GH77.hmm	494	700mSIPHEX1_2-scaffold_255_c1_31	733	1.1e-147	1	491	184	725	0.9919028340080972
CE1.hmm	227	700mSIPHEX1_2-scaffold_289_c1_37	648	5.8e-17	8	211	410	626	0.8942731277533039
GT5.hmm	472	700mSIPHEX1_2-scaffold_336_c1_24	475	5.6e-164	2	471	3	470	0.9936440677966102
GH2.hmm	752	700mSIPHEX1_2-scaffold_336_c1_27	1061	3.8e-222	20	751	38	952	0.9720744680851063
GH109.hmm	399	700mSIPHEX1_2-scaffold_339_c1_1	323	1.6e-21	5	167	5	158	0.40601503759398494
GH13_18.hmm	343	700mSIPHEX1_2-scaffold_339_c1_27	415	4.3e-95	49	343	1	297	0.8571428571428571
GH2.hmm	752	700mSIPHEX1_2-scaffold_373_c1_23	1102	1.6e-198	23	751	82	974	0.9680851063829787
GH171.hmm	355	700mSIPHEX1_2-scaffold_396_c1_4	477	5.7e-108	11	355	77	467	0.9690140845070423
GH3.hmm	216	700mSIPHEX1_2-scaffold_396_c1_5	748	1.3e-54	8	216	146	386	0.9629629629629629
GH3.hmm	216	700mSIPHEX1_2-scaffold_450_c1_17	341	2.9e-47	8	215	54	278	0.9583333333333334
GH13_18.hmm	343	700mSIPHEX1_2-scaffold_473_c1_11	585	3.8e-144	2	343	94	434	0.9941690962099126
GT81.hmm	293	700mSIPHEX1_2-scaffold_473_c1_12	409	1.9e-69	89	273	117	320	0.6279863481228669
CE1.hmm	227	700mSIPHEX1_2-scaffold_56_c1_1	833	8.7e-17	4	193	587	793	0.8325991189427313
GH73.hmm	128	700mSIPHEX1_2-scaffold_56_c1_156	264	1.2e-21	9	126	130	257	0.9140625
CBM41.hmm	102	700mSIPHEX1_2-scaffold_56_c1_39	1444	1.7e-18	1	98	90	209	0.9509803921568627
GH13_13.hmm	361	700mSIPHEX1_2-scaffold_56_c1_39	1444	7.3e-129	1	360	511	891	0.9944598337950139
GH13_38.hmm	375	700mSIPHEX1_2-scaffold_56_c1_44	700	1.1e-179	1	374	123	517	0.9946666666666667
GH13.hmm	299	700mSIPHEX1_2-scaffold_56_c1_45	688	3.4e-58	12	295	231	551	0.9464882943143813
GH13_2.hmm	310	700mSIPHEX1_2-scaffold_56_c1_47	575	1.8e-64	1	307	104	422	0.9870967741935484
GH37.hmm	491	700mSIPHEX1_2-scaffold_631_c1_3	537	1.9e-149	1	489	28	530	0.9938900203665988
AA2.hmm	255	700mSIPHEX1_2-scaffold_674_c1_3	723	5.4e-16	14	116	79	182	0.4
AA2.hmm	255	700mSIPHEX1_2-scaffold_674_c1_4	745	1.2e-19	9	163	85	280	0.6039215686274509
AA2.hmm	255	700mSIPHEX1_2-scaffold_674_c1_4	745	6.6e-16	19	251	468	734	0.9098039215686274
GH23.hmm	135	700mSIPHEX1_2-scaffold_730_c1_11	703	5.3e-28	14	125	537	664	0.8222222222222222
GT4.hmm	160	700mSIPHEX1_2-scaffold_87_c1_10	369	3e-25	9	147	198	330	0.8625
GT35.hmm	674	700mSIPHEX1_2-scaffold_87_c1_115	826	4.1e-280	1	673	103	818	0.9970326409495549
GT4.hmm	160	700mSIPHEX1_2-scaffold_87_c1_13	379	4.6e-32	7	146	193	339	0.86875
GT4.hmm	160	700mSIPHEX1_2-scaffold_87_c1_5	406	1.4e-27	9	149	227	370	0.875
GT2.hmm	170	700mSIPHEX1_2-scaffold_87_c1_7	293	2.7e-27	1	128	8	131	0.7470588235294118
GT2.hmm	170	700mSIPHEX1_2-scaffold_87_c1_8	284	9.1e-29	1	164	4	159	0.9588235294117647
GT30.hmm	177	700mSIPHEX1_2-scaffold_977_c1_4	436	2.8e-58	5	176	54	228	0.9661016949152542
