Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
700mSIPHEX1_17-scaffold_107_c1_40	-	GT30(45-207)	GT30_e55	GT30	N	3
700mSIPHEX1_17-scaffold_15_c1_129	-	GT2(118-286)	GT2	GT2	N	3
700mSIPHEX1_17-scaffold_15_c1_14	-	GT2(7-175)	GT2	GT2	N	3
700mSIPHEX1_17-scaffold_15_c1_158	-	GT28(197-351)	GT28_e0	GT28	N	3
700mSIPHEX1_17-scaffold_15_c1_182	3.2.1.1:1	GH13(59-358)	GH13_e187	GH13	Y(1-16)	3
700mSIPHEX1_17-scaffold_15_c1_183	-	GH13_19(177-426)	GH13_e123	GH13_19	Y(1-24)	3
700mSIPHEX1_17-scaffold_15_c1_184	-|-|2.4.1.161:1	CE1(141-380)+GH31(590-1025)	CBM20_e36+CE1_e22+GH31_e76	CE0+GH31	Y(1-19)	3
700mSIPHEX1_17-scaffold_15_c1_185	3.2.1.54:1	GH13(179-506)	GH13_e217	GH13	Y(1-22)	3
700mSIPHEX1_17-scaffold_15_c1_186	2.4.1.8:9	GH65(324-704)	GH65_e0	GH65	N	3
700mSIPHEX1_17-scaffold_15_c1_193	-|-	GH13_10(403-726)	CBM48_e54+GH13_e156	CBM48+GH13	Y(1-20)	3
700mSIPHEX1_17-scaffold_15_c1_23	-|-	GH73(71-198)	GH73_e68+CBM50_e945	CBM50+GH73	Y(1-20)	3
700mSIPHEX1_17-scaffold_15_c1_341	-	GT5(5-250)	GT5_e28	GT5	N	3
700mSIPHEX1_17-scaffold_15_c1_419	-	GT51(64-223)	GT51_e13	GT51	N	3
700mSIPHEX1_17-scaffold_18_c1_171	-|-|-	GH23(163-299)+CBM50(482-524)	GH23_e731+CBM50_e954+CBM50_e954	CBM50+GH23	Y(1-23)	3
700mSIPHEX1_17-scaffold_18_c1_203	-	GT2(6-132)	GT2	GT2	N	3
700mSIPHEX1_17-scaffold_18_c1_213	-	GT9(60-278)	GT9_e87	GT9	N	3
700mSIPHEX1_17-scaffold_18_c1_250	-	GT51(66-247)	GT51_e181	GT51	N	3
700mSIPHEX1_17-scaffold_18_c1_298	-|-	GH43_28(73-336)+CBM32(404-521)	GH43_e302+CBM32_e188	GH43_28	Y(1-23)	3
700mSIPHEX1_17-scaffold_18_c1_299	3.2.1.3:2|3.2.1.20:2	GH97(9-698)	GH97_e22	GH97	Y(1-20)	3
700mSIPHEX1_17-scaffold_18_c1_300	3.2.1.21:20|3.2.1.-:6	GH3(105-326)	GH3_e1	GH3	Y(1-29)	3
700mSIPHEX1_17-scaffold_18_c1_301	-	CE1(35-223)	-	-	Y(1-21)	1
700mSIPHEX1_17-scaffold_18_c1_302	3.2.1.71:1|3.2.1.214:1	GH144(41-452)	GH144_e1	GH144	Y(1-20)	3
700mSIPHEX1_17-scaffold_18_c1_303	3.2.1.71:1|3.2.1.214:1	GH144(38-450)	GH144_e1	GH144	Y(1-24)	3
700mSIPHEX1_17-scaffold_18_c1_335	-	GT51(66-245)	GT51_e154	GT51	N	3
700mSIPHEX1_17-scaffold_18_c1_366	-	CE1(199-381)	-	-	Y(1-24)	1
700mSIPHEX1_17-scaffold_18_c1_49	-	GT51(52-216)	GT51_e158	GT51	N	3
700mSIPHEX1_17-scaffold_1_c2_200	4.2.2.11:2|4.2.2.-:1|4.2.2.3:1	PL7(51-301)	PL7_e33	PL7	Y(1-22)	3
700mSIPHEX1_17-scaffold_1_c2_206	4.2.2.3:1|4.2.2.3:1	PL17_2(200-301)+PL17(421-556)	PL17_e2+PL17_e2	PL17_2	Y(1-29)	3
700mSIPHEX1_17-scaffold_1_c2_207	-	PL12(414-559)	PL12_e26	PL12	Y(1-21)	3
700mSIPHEX1_17-scaffold_1_c2_208	-|4.2.2.11:1|4.2.2.-:1	PL6(26-409)+PL6_1(506-711)	PL6_e9+PL6_e2	PL6_1	Y(1-18)	3
700mSIPHEX1_17-scaffold_1_c2_209	4.2.2.11:2|4.2.2.-:1|4.2.2.3:1	PL7(64-318)	PL7_e33	PL7	Y(1-40)	3
700mSIPHEX1_17-scaffold_1_c2_22	-	CE1(16-197)	-	-	N	1
700mSIPHEX1_17-scaffold_1_c2_265	-	CE11(10-230)	CE11_e29	CE11	N	3
700mSIPHEX1_17-scaffold_1_c2_33	-	CBM9(36-205)	-	CBM0	Y(1-20)	2
700mSIPHEX1_17-scaffold_1_c2_417	4.2.2.26:1	PL7_5(66-347)	PL7_e37	PL7_5	Y(1-31)	3
700mSIPHEX1_17-scaffold_1_c2_428	-	AA2(100-203)	AA2_e1	AA0	N	3
700mSIPHEX1_17-scaffold_1_c2_529	-	GT2(18-132)	GT2	GT2	N	3
700mSIPHEX1_17-scaffold_1_c2_671	-	GH23(94-227)	GH23_e357	GH23	N	3
700mSIPHEX1_17-scaffold_1_c2_681	-	GT2(4-137)	GT2	GT2	N	3
700mSIPHEX1_17-scaffold_1_c2_83	-	GH3(85-312)	GH3_e104	GH3	N	3
700mSIPHEX1_17-scaffold_1_c2_84	-	GT4(195-341)	GT4_e2566	GT4	N	3
700mSIPHEX1_17-scaffold_1_c2_851	-	GT9(70-306)	GT9_e140	GT9	N	3
700mSIPHEX1_17-scaffold_1_c2_852	-	GT2(6-108)	GT2	GT2	N	3
700mSIPHEX1_17-scaffold_1_c2_853	-	GT2(5-135)	GT2	GT2	N	3
700mSIPHEX1_17-scaffold_1_c2_855	-	CE4(49-186)	CE4_e233	-	N	2
700mSIPHEX1_17-scaffold_1_c2_857	-	GT2(9-176)	GT2	GT2	N	3
700mSIPHEX1_17-scaffold_1_c2_859	-	GT2(2-225)	GT2	GT2	N	3
700mSIPHEX1_17-scaffold_1_c4_117	-	GT2(4-135)	GT2	GT2	N	3
700mSIPHEX1_17-scaffold_1_c4_130	-	GT2(46-181)	GT2	GT2	N	3
700mSIPHEX1_17-scaffold_1_c4_28	-	GH171(69-422)	GH171_e3	GH171	Y(1-27)	3
700mSIPHEX1_17-scaffold_1_c4_39	-	GT2(5-157)	GT2	GT2	N	3
700mSIPHEX1_17-scaffold_1_c4_66	-	GH63(33-437)	GH63_e17	GH63	N	3
700mSIPHEX1_17-scaffold_20_c1_100	-	GT4(220-359)	GT4_e1583	GT4	N	3
700mSIPHEX1_17-scaffold_20_c1_128	-	GT2(6-137)	GT2	GT2	N	3
700mSIPHEX1_17-scaffold_20_c1_130	-	GT83(5-472)	GT83_e95	GT0	N	3
700mSIPHEX1_17-scaffold_20_c1_134	-	GT83(61-362)	-	-	N	1
700mSIPHEX1_17-scaffold_20_c1_243	-	AA1(36-563)	AA1_e35	-	N	2
700mSIPHEX1_17-scaffold_20_c1_379	1.10.3.2:4|1.10.3.-:1	AA1(56-680)	AA1_e46	-	Y(1-20)	2
700mSIPHEX1_17-scaffold_20_c1_83	-	GT4(172-309)	GT4_e2076	GT4	N	3
700mSIPHEX1_17-scaffold_20_c1_85	-	GT4(177-326)	GT4_e4055	GT4	N	3
700mSIPHEX1_17-scaffold_20_c1_86	-	GT4(201-342)	GT4_e2807	GT4	N	3
700mSIPHEX1_17-scaffold_20_c1_87	-	GT2(6-150)	GT2	GT2	N	3
700mSIPHEX1_17-scaffold_20_c1_91	-	GT4(193-351)	GT4_e2531	GT4	N	3
700mSIPHEX1_17-scaffold_20_c1_97	-	GT10(95-227)	-	GT0	N	2
700mSIPHEX1_17-scaffold_233_c1_8	-	GT2(6-170)	GT2	GT2	N	3
700mSIPHEX1_17-scaffold_28_c2_173	3.2.1.39:1	GH16_3(42-265)	GH16_e219	GH16_3	Y(1-28)	3
700mSIPHEX1_17-scaffold_28_c2_174	3.2.1.21:20|3.2.1.-:6	GH3(112-333)	GH3_e1	GH3	Y(1-22)	3
700mSIPHEX1_17-scaffold_28_c2_175	-	GH16_3(321-542)	GH16_e318	GH16_3	Y(1-23)	3
700mSIPHEX1_17-scaffold_28_c2_176	-|-	CBM4(388-511)+CBM4(530-654)	CBM4_e20+CBM4_e20	CBM4	Y(1-28)	3
700mSIPHEX1_17-scaffold_28_c2_250	-	GT2(5-115)	GT2	GT2	N	3
700mSIPHEX1_17-scaffold_28_c2_27	-	GH31(230-675)	GH31_e47	GH31	N	3
700mSIPHEX1_17-scaffold_28_c2_28	2.4.1.18:57|2.4.1.18:14	CBM48(29-116)+GH13_9(184-484)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3
700mSIPHEX1_17-scaffold_28_c2_282	-	CE14(6-111)	CE14_e27	CE14	N	3
700mSIPHEX1_17-scaffold_28_c2_30	-	GT5(2-465)	GT5_e30	GT5	N	3
700mSIPHEX1_17-scaffold_28_c2_300	-	CE14(45-156)	-	-	Y(1-21)	1
