HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT2.hmm	170	700mSIPHEX1_12-scaffold_14_c1_11	322	5.4e-29	1	167	4	166	0.9764705882352941
CE1.hmm	227	700mSIPHEX1_12-scaffold_14_c1_218	218	8.8e-16	15	207	12	202	0.8458149779735683
GH3.hmm	216	700mSIPHEX1_12-scaffold_14_c1_260	972	7.2e-56	6	215	104	328	0.9675925925925926
GT4.hmm	160	700mSIPHEX1_12-scaffold_14_c1_261	376	3.6e-34	5	155	194	341	0.9375
CE11.hmm	271	700mSIPHEX1_12-scaffold_14_c1_306	469	5.9e-75	1	218	8	226	0.8007380073800738
GH3.hmm	216	700mSIPHEX1_12-scaffold_14_c1_40	761	1.3e-62	3	215	103	324	0.9814814814814815
GH20.hmm	337	700mSIPHEX1_12-scaffold_14_c1_461	543	1.6e-110	9	336	183	499	0.9703264094955489
GT2.hmm	170	700mSIPHEX1_12-scaffold_21_c1_101	333	4.2e-26	1	159	6	160	0.9294117647058824
GT2.hmm	170	700mSIPHEX1_12-scaffold_21_c1_139	384	4.2e-24	1	168	6	167	0.9823529411764705
GH171.hmm	355	700mSIPHEX1_12-scaffold_21_c1_145	422	2.4e-112	1	355	70	420	0.9971830985915493
GH23.hmm	135	700mSIPHEX1_12-scaffold_21_c1_163	322	1.1e-22	2	125	106	241	0.9111111111111111
GH109.hmm	399	700mSIPHEX1_12-scaffold_21_c1_265	452	2.5e-170	3	397	33	439	0.9874686716791979
GH18.hmm	296	700mSIPHEX1_12-scaffold_21_c1_28	391	3.2e-66	4	285	51	375	0.9493243243243243
GT105.hmm	131	700mSIPHEX1_12-scaffold_21_c1_287	659	3e-23	9	123	107	226	0.8702290076335878
GT2.hmm	170	700mSIPHEX1_12-scaffold_21_c1_289	306	9.8e-29	1	115	5	122	0.6705882352941176
GT9.hmm	225	700mSIPHEX1_12-scaffold_21_c1_57	355	3.2e-29	2	210	69	319	0.9244444444444444
GT2.hmm	170	700mSIPHEX1_12-scaffold_21_c1_59	279	2.1e-20	1	107	8	115	0.6235294117647059
GT2.hmm	170	700mSIPHEX1_12-scaffold_21_c1_60	253	4.5e-19	2	116	6	109	0.6705882352941176
GT2.hmm	170	700mSIPHEX1_12-scaffold_21_c1_87	370	7.4e-27	1	170	6	183	0.9941176470588236
GH13_31.hmm	349	700mSIPHEX1_12-scaffold_35_c1_112	568	6.5e-149	1	348	33	381	0.994269340974212
CBM9.hmm	182	700mSIPHEX1_12-scaffold_35_c1_125	265	2.6e-40	2	182	60	262	0.989010989010989
GT2.hmm	170	700mSIPHEX1_12-scaffold_35_c1_132	335	2.2e-22	2	169	5	183	0.9823529411764705
CE14.hmm	124	700mSIPHEX1_12-scaffold_35_c1_159	239	1.2e-24	1	124	6	111	0.9919354838709677
GT4.hmm	160	700mSIPHEX1_12-scaffold_35_c1_171	357	3.1e-32	6	156	177	323	0.9375
GT4.hmm	160	700mSIPHEX1_12-scaffold_35_c1_79	388	2.8e-31	5	159	202	356	0.9625
GT30.hmm	177	700mSIPHEX1_12-scaffold_37_c1_12	421	7.6e-41	10	176	45	214	0.9378531073446328
GT2.hmm	170	700mSIPHEX1_12-scaffold_37_c1_30	284	9.5e-25	2	132	5	142	0.7647058823529411
